,year,month,date,region,precipitation,Season
6,2001,4,2001-04-01T00:00:00,city/Iburasirazuba,99.18721985167592,Long Rain
7,2001,5,2001-05-01T00:00:00,city/Iburasirazuba,69.23243053244336,Long Rain
8,2002,2,2002-02-01T00:00:00,city/Iburasirazuba,73.85512570053619,Long Rain
9,2002,3,2002-03-01T00:00:00,city/Iburasirazuba,144.31407913811537,Long Rain
10,2002,4,2002-04-01T00:00:00,city/Iburasirazuba,162.9890028948459,Long Rain
11,2002,5,2002-05-01T00:00:00,city/Iburasirazuba,140.93494473253293,Long Rain
12,2003,2,2003-02-01T00:00:00,city/Iburasirazuba,58.294375351274276,Long Rain
13,2003,3,2003-03-01T00:00:00,city/Iburasirazuba,95.25093255660563,Long Rain
14,2003,4,2003-04-01T00:00:00,city/Iburasirazuba,154.57103359339553,Long Rain
15,2003,5,2003-05-01T00:00:00,city/Iburasirazuba,98.48304194038477,Long Rain
16,2004,2,2004-02-01T00:00:00,city/Iburasirazuba,94.6696295132147,Long Rain
17,2004,3,2004-03-01T00:00:00,city/Iburasirazuba,147.2304459231877,Long Rain
18,2004,4,2004-04-01T00:00:00,city/Iburasirazuba,182.71195510983952,Long Rain
19,2004,5,2004-05-01T00:00:00,city/Iburasirazuba,55.672935569493255,Long Rain
20,2005,2,2005-02-01T00:00:00,city/Iburasirazuba,78.2407017456037,Long Rain
21,2005,3,2005-03-01T00:00:00,city/Iburasirazuba,154.792314850345,Long Rain
22,2005,4,2005-04-01T00:00:00,city/Iburasirazuba,111.73657846673628,Long Rain
23,2005,5,2005-05-01T00:00:00,city/Iburasirazuba,97.26937996898698,Long Rain
24,2006,2,2006-02-01T00:00:00,city/Iburasirazuba,94.42108080587657,Long Rain
25,2006,3,2006-03-01T00:00:00,city/Iburasirazuba,141.09413895345978,Long Rain
26,2006,4,2006-04-01T00:00:00,city/Iburasirazuba,220.2619936065777,Long Rain
27,2006,5,2006-05-01T00:00:00,city/Iburasirazuba,114.10873849603617,Long Rain
28,2007,2,2007-02-01T00:00:00,city/Iburasirazuba,106.4649125223962,Long Rain
29,2007,3,2007-03-01T00:00:00,city/Iburasirazuba,115.3366015259828,Long Rain
30,2007,4,2007-04-01T00:00:00,city/Iburasirazuba,146.93250500751597,Long Rain
31,2007,5,2007-05-01T00:00:00,city/Iburasirazuba,275.65408558036995,Long Rain
32,2008,2,2008-02-01T00:00:00,city/Iburasirazuba,68.6110146109348,Long Rain
33,2008,3,2008-03-01T00:00:00,city/Iburasirazuba,137.63486018250882,Long Rain
34,2008,4,2008-04-01T00:00:00,city/Iburasirazuba,98.63909767402984,Long Rain
35,2008,5,2008-05-01T00:00:00,city/Iburasirazuba,59.91443680867015,Long Rain
36,2009,2,2009-02-01T00:00:00,city/Iburasirazuba,178.12761430033697,Long Rain
37,2009,3,2009-03-01T00:00:00,city/Iburasirazuba,121.98268566526306,Long Rain
38,2009,4,2009-04-01T00:00:00,city/Iburasirazuba,155.87361785063598,Long Rain
39,2009,5,2009-05-01T00:00:00,city/Iburasirazuba,159.64708671082803,Long Rain
40,2010,2,2010-02-01T00:00:00,city/Iburasirazuba,207.42172984828622,Long Rain
41,2010,3,2010-03-01T00:00:00,city/Iburasirazuba,150.62691573078072,Long Rain
42,2010,4,2010-04-01T00:00:00,city/Iburasirazuba,136.7702569595485,Long Rain
43,2010,5,2010-05-01T00:00:00,city/Iburasirazuba,79.53956462257854,Long Rain
44,2011,2,2011-02-01T00:00:00,city/Iburasirazuba,111.70112260650093,Long Rain
45,2011,3,2011-03-01T00:00:00,city/Iburasirazuba,129.7076292449228,Long Rain
46,2011,4,2011-04-01T00:00:00,city/Iburasirazuba,133.71834722488362,Long Rain
47,2011,5,2011-05-01T00:00:00,city/Iburasirazuba,101.27138400902261,Long Rain
48,2012,2,2012-02-01T00:00:00,city/Iburasirazuba,63.615536519745795,Long Rain
49,2012,3,2012-03-01T00:00:00,city/Iburasirazuba,120.46192891180756,Long Rain
50,2012,4,2012-04-01T00:00:00,city/Iburasirazuba,212.1956268259616,Long Rain
51,2012,5,2012-05-01T00:00:00,city/Iburasirazuba,163.58027378124933,Long Rain
52,2013,2,2013-02-01T00:00:00,city/Iburasirazuba,64.27429758469476,Long Rain
53,2013,3,2013-03-01T00:00:00,city/Iburasirazuba,210.8907272766684,Long Rain
54,2013,4,2013-04-01T00:00:00,city/Iburasirazuba,134.66725329321443,Long Rain
55,2013,5,2013-05-01T00:00:00,city/Iburasirazuba,54.58985660088874,Long Rain
56,2014,2,2014-02-01T00:00:00,city/Iburasirazuba,91.71744060213959,Long Rain
57,2014,3,2014-03-01T00:00:00,city/Iburasirazuba,136.34672559679592,Long Rain
58,2014,4,2014-04-01T00:00:00,city/Iburasirazuba,122.40344763617011,Long Rain
59,2014,5,2014-05-01T00:00:00,city/Iburasirazuba,34.232661435760065,Long Rain
60,2015,2,2015-02-01T00:00:00,city/Iburasirazuba,74.81439435329233,Long Rain
61,2015,3,2015-03-01T00:00:00,city/Iburasirazuba,139.00158764981776,Long Rain
62,2015,4,2015-04-01T00:00:00,city/Iburasirazuba,182.2909008527789,Long Rain
63,2015,5,2015-05-01T00:00:00,city/Iburasirazuba,62.24109400712919,Long Rain
64,2016,2,2016-02-01T00:00:00,city/Iburasirazuba,53.68760036569094,Long Rain
65,2016,3,2016-03-01T00:00:00,city/Iburasirazuba,186.82017198290143,Long Rain
66,2016,4,2016-04-01T00:00:00,city/Iburasirazuba,169.79419209540126,Long Rain
67,2016,5,2016-05-01T00:00:00,city/Iburasirazuba,40.805705306574566,Long Rain
68,2017,2,2017-02-01T00:00:00,city/Iburasirazuba,65.04835924914428,Long Rain
69,2017,3,2017-03-01T00:00:00,city/Iburasirazuba,107.16343706446753,Long Rain
70,2017,4,2017-04-01T00:00:00,city/Iburasirazuba,118.43489619027153,Long Rain
71,2017,5,2017-05-01T00:00:00,city/Iburasirazuba,124.08431065773297,Long Rain
72,2018,2,2018-02-01T00:00:00,city/Iburasirazuba,42.88791764517812,Long Rain
73,2018,3,2018-03-01T00:00:00,city/Iburasirazuba,230.03315850271883,Long Rain
74,2018,4,2018-04-01T00:00:00,city/Iburasirazuba,291.86194025652117,Long Rain
75,2018,5,2018-05-01T00:00:00,city/Iburasirazuba,134.44269860083654,Long Rain
76,2019,2,2019-02-01T00:00:00,city/Iburasirazuba,65.30391307187494,Long Rain
77,2019,3,2019-03-01T00:00:00,city/Iburasirazuba,88.0667883910547,Long Rain
78,2019,4,2019-04-01T00:00:00,city/Iburasirazuba,142.83830469695525,Long Rain
79,2019,5,2019-05-01T00:00:00,city/Iburasirazuba,138.2748532097553,Long Rain
80,2020,2,2020-02-01T00:00:00,city/Iburasirazuba,147.15243354187467,Long Rain
81,2020,3,2020-03-01T00:00:00,city/Iburasirazuba,130.9777988224386,Long Rain
82,2020,4,2020-04-01T00:00:00,city/Iburasirazuba,195.13039862387012,Long Rain
83,2020,5,2020-05-01T00:00:00,city/Iburasirazuba,40.28080902919274,Long Rain
84,2021,2,2021-02-01T00:00:00,city/Iburasirazuba,99.21884968202804,Long Rain
85,2021,3,2021-03-01T00:00:00,city/Iburasirazuba,122.15391046278307,Long Rain
86,2021,4,2021-04-01T00:00:00,city/Iburasirazuba,134.0420429875281,Long Rain
87,2021,5,2021-05-01T00:00:00,city/Iburasirazuba,201.51395623020244,Long Rain
88,2022,2,2022-02-01T00:00:00,city/Iburasirazuba,138.390907129331,Long Rain
89,2022,3,2022-03-01T00:00:00,city/Iburasirazuba,117.45281210645976,Long Rain
90,2022,4,2022-04-01T00:00:00,city/Iburasirazuba,168.0025673847173,Long Rain
91,2022,5,2022-05-01T00:00:00,city/Iburasirazuba,99.86591168912612,Long Rain
92,2023,2,2023-02-01T00:00:00,city/Iburasirazuba,30.289431298590788,Long Rain
93,2023,3,2023-03-01T00:00:00,city/Iburasirazuba,157.968959581836,Long Rain
94,2023,4,2023-04-01T00:00:00,city/Iburasirazuba,173.3319047403272,Long Rain
95,2023,5,2023-05-01T00:00:00,city/Iburasirazuba,90.57521521176132,Long Rain
96,2000,2,2000-02-01T00:00:00,city,49.11139125591603,Long Rain
97,2000,3,2000-03-01T00:00:00,city,103.14386668822799,Long Rain
98,2000,4,2000-04-01T00:00:00,city,95.70034536023005,Long Rain
99,2000,5,2000-05-01T00:00:00,city,72.18862979147876,Long Rain
100,2001,2,2001-02-01T00:00:00,city,62.273410754051014,Long Rain
101,2001,3,2001-03-01T00:00:00,city,239.79878044663195,Long Rain
102,2001,4,2001-04-01T00:00:00,city,99.18721985167592,Long Rain
103,2001,5,2001-05-01T00:00:00,city,69.23243053244336,Long Rain
104,2002,2,2002-02-01T00:00:00,city,73.85512570053619,Long Rain
105,2002,3,2002-03-01T00:00:00,city,144.31407913811537,Long Rain
106,2002,4,2002-04-01T00:00:00,city,162.9890028948459,Long Rain
107,2002,5,2002-05-01T00:00:00,city,140.93494473253293,Long Rain
108,2003,2,2003-02-01T00:00:00,city,58.294375351274276,Long Rain
109,2003,3,2003-03-01T00:00:00,city,95.25093255660563,Long Rain
110,2003,4,2003-04-01T00:00:00,city,154.57103359339553,Long Rain
111,2003,5,2003-05-01T00:00:00,city,98.48304194038477,Long Rain
112,2004,2,2004-02-01T00:00:00,city,94.6696295132147,Long Rain
113,2004,3,2004-03-01T00:00:00,city,147.2304459231877,Long Rain
114,2004,4,2004-04-01T00:00:00,city,182.71195510983952,Long Rain
115,2004,5,2004-05-01T00:00:00,city,55.672935569493255,Long Rain
116,2005,2,2005-02-01T00:00:00,city,78.2407017456037,Long Rain
117,2005,3,2005-03-01T00:00:00,city,154.792314850345,Long Rain
118,2005,4,2005-04-01T00:00:00,city,111.73657846673628,Long Rain
119,2005,5,2005-05-01T00:00:00,city,97.26937996898698,Long Rain
120,2006,2,2006-02-01T00:00:00,city,94.42108080587657,Long Rain
121,2006,3,2006-03-01T00:00:00,city,141.09413895345978,Long Rain
122,2006,4,2006-04-01T00:00:00,city,220.2619936065777,Long Rain
123,2006,5,2006-05-01T00:00:00,city,114.10873849603617,Long Rain
124,2007,2,2007-02-01T00:00:00,city,106.4649125223962,Long Rain
125,2007,3,2007-03-01T00:00:00,city,115.3366015259828,Long Rain
126,2007,4,2007-04-01T00:00:00,city,146.93250500751597,Long Rain
127,2007,5,2007-05-01T00:00:00,city,275.65408558036995,Long Rain
128,2008,2,2008-02-01T00:00:00,city,68.6110146109348,Long Rain
129,2008,3,2008-03-01T00:00:00,city,137.63486018250882,Long Rain
130,2008,4,2008-04-01T00:00:00,city,98.63909767402984,Long Rain
131,2008,5,2008-05-01T00:00:00,city,59.91443680867015,Long Rain
132,2009,2,2009-02-01T00:00:00,city,178.12761430033697,Long Rain
133,2009,3,2009-03-01T00:00:00,city,121.98268566526306,Long Rain
134,2009,4,2009-04-01T00:00:00,city,155.87361785063598,Long Rain
135,2009,5,2009-05-01T00:00:00,city,159.64708671082803,Long Rain
136,2010,2,2010-02-01T00:00:00,city,207.42172984828622,Long Rain
137,2010,3,2010-03-01T00:00:00,city,150.62691573078072,Long Rain
138,2010,4,2010-04-01T00:00:00,city,136.7702569595485,Long Rain
139,2010,5,2010-05-01T00:00:00,city,79.53956462257854,Long Rain
140,2011,2,2011-02-01T00:00:00,city,111.70112260650093,Long Rain
141,2011,3,2011-03-01T00:00:00,city,129.7076292449228,Long Rain
142,2011,4,2011-04-01T00:00:00,city,133.71834722488362,Long Rain
143,2011,5,2011-05-01T00:00:00,city,101.27138400902261,Long Rain
144,2012,2,2012-02-01T00:00:00,city,63.615536519745795,Long Rain
145,2012,3,2012-03-01T00:00:00,city,120.46192891180756,Long Rain
146,2012,4,2012-04-01T00:00:00,city,212.1956268259616,Long Rain
147,2012,5,2012-05-01T00:00:00,city,163.58027378124933,Long Rain
148,2013,2,2013-02-01T00:00:00,city,64.27429758469476,Long Rain
149,2013,3,2013-03-01T00:00:00,city,210.8907272766684,Long Rain
150,2013,4,2013-04-01T00:00:00,city,134.66725329321443,Long Rain
151,2013,5,2013-05-01T00:00:00,city,54.58985660088874,Long Rain
152,2014,2,2014-02-01T00:00:00,city,91.71744060213959,Long Rain
153,2014,3,2014-03-01T00:00:00,city,136.34672559679592,Long Rain
154,2014,4,2014-04-01T00:00:00,city,122.40344763617011,Long Rain
155,2014,5,2014-05-01T00:00:00,city,34.232661435760065,Long Rain
156,2015,2,2015-02-01T00:00:00,city,74.81439435329233,Long Rain
157,2015,3,2015-03-01T00:00:00,city,139.00158764981776,Long Rain
158,2015,4,2015-04-01T00:00:00,city,182.2909008527789,Long Rain
159,2015,5,2015-05-01T00:00:00,city,62.24109400712919,Long Rain
160,2016,2,2016-02-01T00:00:00,city,53.68760036569094,Long Rain
161,2016,3,2016-03-01T00:00:00,city,186.82017198290143,Long Rain
162,2016,4,2016-04-01T00:00:00,city,169.79419209540126,Long Rain
163,2016,5,2016-05-01T00:00:00,city,40.805705306574566,Long Rain
164,2017,2,2017-02-01T00:00:00,city,65.04835924914428,Long Rain
165,2017,3,2017-03-01T00:00:00,city,107.16343706446753,Long Rain
166,2017,4,2017-04-01T00:00:00,city,118.43489619027153,Long Rain
167,2017,5,2017-05-01T00:00:00,city,124.08431065773297,Long Rain
168,2018,2,2018-02-01T00:00:00,city,42.88791764517812,Long Rain
169,2018,3,2018-03-01T00:00:00,city,230.03315850271883,Long Rain
170,2018,4,2018-04-01T00:00:00,city,291.86194025652117,Long Rain
171,2018,5,2018-05-01T00:00:00,city,134.44269860083654,Long Rain
172,2019,2,2019-02-01T00:00:00,city,65.30391307187494,Long Rain
173,2019,3,2019-03-01T00:00:00,city,88.0667883910547,Long Rain
174,2019,4,2019-04-01T00:00:00,city,142.83830469695525,Long Rain
175,2019,5,2019-05-01T00:00:00,city,138.2748532097553,Long Rain
176,2020,2,2020-02-01T00:00:00,city,147.15243354187467,Long Rain
177,2020,3,2020-03-01T00:00:00,city,130.9777988224386,Long Rain
178,2020,4,2020-04-01T00:00:00,city,195.13039862387012,Long Rain
179,2020,5,2020-05-01T00:00:00,city,40.28080902919274,Long Rain
180,2021,2,2021-02-01T00:00:00,city,99.21884968202804,Long Rain
181,2021,3,2021-03-01T00:00:00,city,122.15391046278307,Long Rain
182,2021,4,2021-04-01T00:00:00,city,134.0420429875281,Long Rain
183,2021,5,2021-05-01T00:00:00,city,201.51395623020244,Long Rain
184,2022,2,2022-02-01T00:00:00,city,138.390907129331,Long Rain
185,2022,3,2022-03-01T00:00:00,city,117.45281210645976,Long Rain
186,2022,4,2022-04-01T00:00:00,city,168.0025673847173,Long Rain
187,2022,5,2022-05-01T00:00:00,city,99.86591168912612,Long Rain
188,2023,2,2023-02-01T00:00:00,city,30.289431298590788,Long Rain
189,2023,3,2023-03-01T00:00:00,city,157.968959581836,Long Rain
190,2023,4,2023-04-01T00:00:00,city,173.3319047403272,Long Rain
191,2023,5,2023-05-01T00:00:00,city,90.57521521176132,Long Rain
0,2000,9,2000-09-01T00:00:00,city/Iburasirazuba,21.454699957927815,Short Rain
1,2000,10,2000-10-01T00:00:00,city/Iburasirazuba,113.26649112777814,Short Rain
2,2000,11,2000-11-01T00:00:00,city/Iburasirazuba,149.04100145217737,Short Rain
3,2001,9,2001-09-01T00:00:00,city/Iburasirazuba,83.25582933655089,Short Rain
4,2001,10,2001-10-01T00:00:00,city/Iburasirazuba,209.15696430206302,Short Rain
5,2001,11,2001-11-01T00:00:00,city/Iburasirazuba,179.05407004133565,Short Rain
6,2002,9,2002-09-01T00:00:00,city/Iburasirazuba,27.04914136205083,Short Rain
7,2002,10,2002-10-01T00:00:00,city/Iburasirazuba,94.94895497584373,Short Rain
8,2002,11,2002-11-01T00:00:00,city/Iburasirazuba,101.86008432156574,Short Rain
9,2003,9,2003-09-01T00:00:00,city/Iburasirazuba,92.03629122693964,Short Rain
10,2003,10,2003-10-01T00:00:00,city/Iburasirazuba,116.13060774293855,Short Rain
11,2003,11,2003-11-01T00:00:00,city/Iburasirazuba,105.99554715659494,Short Rain
12,2004,9,2004-09-01T00:00:00,city/Iburasirazuba,94.16628277855658,Short Rain
13,2004,10,2004-10-01T00:00:00,city/Iburasirazuba,109.66174218651453,Short Rain
14,2004,11,2004-11-01T00:00:00,city/Iburasirazuba,208.16299207582978,Short Rain
15,2005,9,2005-09-01T00:00:00,city/Iburasirazuba,119.12933814520831,Short Rain
16,2005,10,2005-10-01T00:00:00,city/Iburasirazuba,209.7565259701101,Short Rain
17,2005,11,2005-11-01T00:00:00,city/Iburasirazuba,74.96265403205787,Short Rain
18,2006,9,2006-09-01T00:00:00,city/Iburasirazuba,42.08158472260741,Short Rain
19,2006,10,2006-10-01T00:00:00,city/Iburasirazuba,72.75588948446536,Short Rain
20,2006,11,2006-11-01T00:00:00,city/Iburasirazuba,208.01432378849137,Short Rain
21,2007,9,2007-09-01T00:00:00,city/Iburasirazuba,88.92334658561624,Short Rain
22,2007,10,2007-10-01T00:00:00,city/Iburasirazuba,103.80635309384886,Short Rain
23,2007,11,2007-11-01T00:00:00,city/Iburasirazuba,110.98342638970696,Short Rain
24,2008,9,2008-09-01T00:00:00,city/Iburasirazuba,65.52059887184478,Short Rain
25,2008,10,2008-10-01T00:00:00,city/Iburasirazuba,96.39867431025641,Short Rain
26,2008,11,2008-11-01T00:00:00,city/Iburasirazuba,91.07712008077726,Short Rain
27,2009,9,2009-09-01T00:00:00,city/Iburasirazuba,22.484297097047595,Short Rain
28,2009,10,2009-10-01T00:00:00,city/Iburasirazuba,126.3553850284724,Short Rain
29,2009,11,2009-11-01T00:00:00,city/Iburasirazuba,103.71904694024967,Short Rain
30,2010,9,2010-09-01T00:00:00,city/Iburasirazuba,70.14489069007267,Short Rain
31,2010,10,2010-10-01T00:00:00,city/Iburasirazuba,109.09126338576759,Short Rain
32,2010,11,2010-11-01T00:00:00,city/Iburasirazuba,93.59549722537814,Short Rain
33,2011,9,2011-09-01T00:00:00,city/Iburasirazuba,162.53830398895707,Short Rain
34,2011,10,2011-10-01T00:00:00,city/Iburasirazuba,165.2845639092582,Short Rain
35,2011,11,2011-11-01T00:00:00,city/Iburasirazuba,163.40362396927802,Short Rain
36,2012,9,2012-09-01T00:00:00,city/Iburasirazuba,93.11612047830795,Short Rain
37,2012,10,2012-10-01T00:00:00,city/Iburasirazuba,173.52640494332613,Short Rain
38,2012,11,2012-11-01T00:00:00,city/Iburasirazuba,146.56389937709585,Short Rain
39,2013,9,2013-09-01T00:00:00,city/Iburasirazuba,107.07103056337868,Short Rain
40,2013,10,2013-10-01T00:00:00,city/Iburasirazuba,88.05345700996742,Short Rain
41,2013,11,2013-11-01T00:00:00,city/Iburasirazuba,135.775701585981,Short Rain
42,2014,9,2014-09-01T00:00:00,city/Iburasirazuba,55.497321778066336,Short Rain
43,2014,10,2014-10-01T00:00:00,city/Iburasirazuba,107.51797550720907,Short Rain
44,2014,11,2014-11-01T00:00:00,city/Iburasirazuba,114.5337810919982,Short Rain
45,2015,9,2015-09-01T00:00:00,city/Iburasirazuba,62.72841918259183,Short Rain
46,2015,10,2015-10-01T00:00:00,city/Iburasirazuba,113.92888492423795,Short Rain
47,2015,11,2015-11-01T00:00:00,city/Iburasirazuba,124.41123164998832,Short Rain
48,2016,9,2016-09-01T00:00:00,city/Iburasirazuba,78.45563176330799,Short Rain
49,2016,10,2016-10-01T00:00:00,city/Iburasirazuba,137.92810350890474,Short Rain
50,2016,11,2016-11-01T00:00:00,city/Iburasirazuba,144.72702692615016,Short Rain
51,2017,9,2017-09-01T00:00:00,city/Iburasirazuba,90.72600355713328,Short Rain
52,2017,10,2017-10-01T00:00:00,city/Iburasirazuba,130.78831487873367,Short Rain
53,2017,11,2017-11-01T00:00:00,city/Iburasirazuba,138.26734768882773,Short Rain
54,2018,9,2018-09-01T00:00:00,city/Iburasirazuba,41.009980943110655,Short Rain
55,2018,10,2018-10-01T00:00:00,city/Iburasirazuba,80.25220265705215,Short Rain
56,2018,11,2018-11-01T00:00:00,city/Iburasirazuba,115.59636262574088,Short Rain
57,2019,9,2019-09-01T00:00:00,city/Iburasirazuba,72.76935970113182,Short Rain
58,2019,10,2019-10-01T00:00:00,city/Iburasirazuba,113.75686727938887,Short Rain
59,2019,11,2019-11-01T00:00:00,city/Iburasirazuba,128.4973228966442,Short Rain
60,2020,9,2020-09-01T00:00:00,city/Iburasirazuba,49.18119537660052,Short Rain
61,2020,10,2020-10-01T00:00:00,city/Iburasirazuba,211.02089948584143,Short Rain
62,2020,11,2020-11-01T00:00:00,city/Iburasirazuba,121.04717025826866,Short Rain
63,2021,9,2021-09-01T00:00:00,city/Iburasirazuba,84.47565997472908,Short Rain
64,2021,10,2021-10-01T00:00:00,city/Iburasirazuba,149.75418694156193,Short Rain
65,2021,11,2021-11-01T00:00:00,city/Iburasirazuba,98.4342889870757,Short Rain
66,2022,9,2022-09-01T00:00:00,city/Iburasirazuba,52.391765485841226,Short Rain
67,2022,10,2022-10-01T00:00:00,city/Iburasirazuba,70.98903802692173,Short Rain
68,2022,11,2022-11-01T00:00:00,city/Iburasirazuba,134.59634968626483,Short Rain
69,2023,9,2023-09-01T00:00:00,city/Iburasirazuba,75.48620836997382,Short Rain
70,2023,10,2023-10-01T00:00:00,city/Iburasirazuba,79.36636490509892,Short Rain
71,2023,11,2023-11-01T00:00:00,city/Iburasirazuba,144.93524243414637,Short Rain
72,2000,9,2000-09-01T00:00:00,city,21.454699957927815,Short Rain
73,2000,10,2000-10-01T00:00:00,city,113.26649112777814,Short Rain
74,2000,11,2000-11-01T00:00:00,city,149.04100145217737,Short Rain
75,2001,9,2001-09-01T00:00:00,city,83.25582933655089,Short Rain
76,2001,10,2001-10-01T00:00:00,city,209.15696430206302,Short Rain
77,2001,11,2001-11-01T00:00:00,city,179.05407004133565,Short Rain
78,2002,9,2002-09-01T00:00:00,city,27.04914136205083,Short Rain
79,2002,10,2002-10-01T00:00:00,city,94.94895497584373,Short Rain
80,2002,11,2002-11-01T00:00:00,city,101.86008432156574,Short Rain
81,2003,9,2003-09-01T00:00:00,city,92.03629122693964,Short Rain
82,2003,10,2003-10-01T00:00:00,city,116.13060774293855,Short Rain
83,2003,11,2003-11-01T00:00:00,city,105.99554715659494,Short Rain
84,2004,9,2004-09-01T00:00:00,city,94.16628277855658,Short Rain
85,2004,10,2004-10-01T00:00:00,city,109.66174218651453,Short Rain
86,2004,11,2004-11-01T00:00:00,city,208.16299207582978,Short Rain
87,2005,9,2005-09-01T00:00:00,city,119.12933814520831,Short Rain
88,2005,10,2005-10-01T00:00:00,city,209.7565259701101,Short Rain
89,2005,11,2005-11-01T00:00:00,city,74.96265403205787,Short Rain
90,2006,9,2006-09-01T00:00:00,city,42.08158472260741,Short Rain
91,2006,10,2006-10-01T00:00:00,city,72.75588948446536,Short Rain
92,2006,11,2006-11-01T00:00:00,city,208.01432378849137,Short Rain
93,2007,9,2007-09-01T00:00:00,city,88.92334658561624,Short Rain
94,2007,10,2007-10-01T00:00:00,city,103.80635309384886,Short Rain
95,2007,11,2007-11-01T00:00:00,city,110.98342638970696,Short Rain
96,2008,9,2008-09-01T00:00:00,city,65.52059887184478,Short Rain
97,2008,10,2008-10-01T00:00:00,city,96.39867431025641,Short Rain
98,2008,11,2008-11-01T00:00:00,city,91.07712008077726,Short Rain
99,2009,9,2009-09-01T00:00:00,city,22.484297097047595,Short Rain
100,2009,10,2009-10-01T00:00:00,city,126.3553850284724,Short Rain
101,2009,11,2009-11-01T00:00:00,city,103.71904694024967,Short Rain
102,2010,9,2010-09-01T00:00:00,city,70.14489069007267,Short Rain
103,2010,10,2010-10-01T00:00:00,city,109.09126338576759,Short Rain
104,2010,11,2010-11-01T00:00:00,city,93.59549722537814,Short Rain
105,2011,9,2011-09-01T00:00:00,city,162.53830398895707,Short Rain
106,2011,10,2011-10-01T00:00:00,city,165.2845639092582,Short Rain
107,2011,11,2011-11-01T00:00:00,city,163.40362396927802,Short Rain
108,2012,9,2012-09-01T00:00:00,city,93.11612047830795,Short Rain
109,2012,10,2012-10-01T00:00:00,city,173.52640494332613,Short Rain
110,2012,11,2012-11-01T00:00:00,city,146.56389937709585,Short Rain
111,2013,9,2013-09-01T00:00:00,city,107.07103056337868,Short Rain
112,2013,10,2013-10-01T00:00:00,city,88.05345700996742,Short Rain
113,2013,11,2013-11-01T00:00:00,city,135.775701585981,Short Rain
114,2014,9,2014-09-01T00:00:00,city,55.497321778066336,Short Rain
115,2014,10,2014-10-01T00:00:00,city,107.51797550720907,Short Rain
116,2014,11,2014-11-01T00:00:00,city,114.5337810919982,Short Rain
117,2015,9,2015-09-01T00:00:00,city,62.72841918259183,Short Rain
118,2015,10,2015-10-01T00:00:00,city,113.92888492423795,Short Rain
119,2015,11,2015-11-01T00:00:00,city,124.41123164998832,Short Rain
120,2016,9,2016-09-01T00:00:00,city,78.45563176330799,Short Rain
121,2016,10,2016-10-01T00:00:00,city,137.92810350890474,Short Rain
122,2016,11,2016-11-01T00:00:00,city,144.72702692615016,Short Rain
123,2017,9,2017-09-01T00:00:00,city,90.72600355713328,Short Rain
124,2017,10,2017-10-01T00:00:00,city,130.78831487873367,Short Rain
125,2017,11,2017-11-01T00:00:00,city,138.26734768882773,Short Rain
126,2018,9,2018-09-01T00:00:00,city,41.009980943110655,Short Rain
127,2018,10,2018-10-01T00:00:00,city,80.25220265705215,Short Rain
128,2018,11,2018-11-01T00:00:00,city,115.59636262574088,Short Rain
129,2019,9,2019-09-01T00:00:00,city,72.76935970113182,Short Rain
130,2019,10,2019-10-01T00:00:00,city,113.75686727938887,Short Rain
131,2019,11,2019-11-01T00:00:00,city,128.4973228966442,Short Rain
132,2020,9,2020-09-01T00:00:00,city,49.18119537660052,Short Rain
133,2020,10,2020-10-01T00:00:00,city,211.02089948584143,Short Rain
134,2020,11,2020-11-01T00:00:00,city,121.04717025826866,Short Rain
135,2021,9,2021-09-01T00:00:00,city,84.47565997472908,Short Rain
136,2021,10,2021-10-01T00:00:00,city,149.75418694156193,Short Rain
137,2021,11,2021-11-01T00:00:00,city,98.4342889870757,Short Rain
138,2022,9,2022-09-01T00:00:00,city,52.391765485841226,Short Rain
139,2022,10,2022-10-01T00:00:00,city,70.98903802692173,Short Rain
140,2022,11,2022-11-01T00:00:00,city,134.59634968626483,Short Rain
141,2023,9,2023-09-01T00:00:00,city,75.48620836997382,Short Rain
142,2023,10,2023-10-01T00:00:00,city,79.36636490509892,Short Rain
143,2023,11,2023-11-01T00:00:00,city,144.93524243414637,Short Rain
0,2000,2,2000-02-01T00:00:00,west/Iburasirazuba,74.67795817143553,Long Rain
1,2000,3,2000-03-01T00:00:00,west/Iburasirazuba,126.4515121334285,Long Rain
2,2000,4,2000-04-01T00:00:00,west/Iburasirazuba,128.5359809484262,Long Rain
3,2000,5,2000-05-01T00:00:00,west/Iburasirazuba,86.19466587328108,Long Rain
4,2001,2,2001-02-01T00:00:00,west/Iburasirazuba,92.26781567600602,Long Rain
5,2001,3,2001-03-01T00:00:00,west/Iburasirazuba,176.72744041858354,Long Rain
6,2001,4,2001-04-01T00:00:00,west/Iburasirazuba,157.65877866962916,Long Rain
7,2001,5,2001-05-01T00:00:00,west/Iburasirazuba,122.01976309956902,Long Rain
8,2002,2,2002-02-01T00:00:00,west/Iburasirazuba,94.83276841946842,Long Rain
9,2002,3,2002-03-01T00:00:00,west/Iburasirazuba,126.94899565885439,Long Rain
10,2002,4,2002-04-01T00:00:00,west/Iburasirazuba,161.07883959672017,Long Rain
11,2002,5,2002-05-01T00:00:00,west/Iburasirazuba,163.29047165540695,Long Rain
12,2003,2,2003-02-01T00:00:00,west/Iburasirazuba,91.67975971252339,Long Rain
13,2003,3,2003-03-01T00:00:00,west/Iburasirazuba,105.15976678813773,Long Rain
