,Unnamed: 0,year,month,date,region,admin2_name,precipitation,Season,season
785,785,2005,11,2005-11-01T00:00:00,east,Kayonza,75.3350173528301,Short Rain,Short Rains
786,786,2005,9,2005-09-01T00:00:00,east,Kirehe,59.36683757989004,Short Rain,Short Rains
787,787,2005,10,2005-10-01T00:00:00,east,Kirehe,135.68054806046035,Short Rain,Short Rains
788,788,2005,11,2005-11-01T00:00:00,east,Kirehe,73.56003756723285,Short Rain,Short Rains
789,789,2005,9,2005-09-01T00:00:00,east,Ngoma,69.45261932605715,Short Rain,Short Rains
790,790,2005,10,2005-10-01T00:00:00,east,Ngoma,189.26467803703412,Short Rain,Short Rains
791,791,2005,11,2005-11-01T00:00:00,east,Ngoma,82.46274076446485,Short Rain,Short Rains
792,792,2005,9,2005-09-01T00:00:00,east,Nyagatare,100.2299452967272,Short Rain,Short Rains
793,793,2005,10,2005-10-01T00:00:00,east,Nyagatare,145.9292665496252,Short Rain,Short Rains
794,794,2005,11,2005-11-01T00:00:00,east,Nyagatare,69.06026759179197,Short Rain,Short Rains
795,795,2005,9,2005-09-01T00:00:00,east,Rwamagana,89.36096043718808,Short Rain,Short Rains
796,796,2005,10,2005-10-01T00:00:00,east,Rwamagana,209.1112473227948,Short Rain,Short Rains
797,797,2005,11,2005-11-01T00:00:00,east,Rwamagana,80.30026850371219,Short Rain,Short Rains
798,798,2006,9,2006-09-01T00:00:00,east,Bugesera,34.00651092833296,Short Rain,Short Rains
799,799,2006,10,2006-10-01T00:00:00,east,Bugesera,64.66692188786504,Short Rain,Short Rains
800,800,2006,11,2006-11-01T00:00:00,east,Bugesera,212.87351658734872,Short Rain,Short Rains
801,801,2006,9,2006-09-01T00:00:00,east,Gatsibo,46.75939236942947,Short Rain,Short Rains
802,802,2006,10,2006-10-01T00:00:00,east,Gatsibo,79.4091922905199,Short Rain,Short Rains
803,803,2006,11,2006-11-01T00:00:00,east,Gatsibo,193.1360456656113,Short Rain,Short Rains
804,804,2006,9,2006-09-01T00:00:00,east,Kayonza,44.04791068220164,Short Rain,Short Rains
805,805,2006,10,2006-10-01T00:00:00,east,Kayonza,65.91412857157636,Short Rain,Short Rains
806,806,2006,11,2006-11-01T00:00:00,east,Kayonza,191.0171124766675,Short Rain,Short Rains
807,807,2006,9,2006-09-01T00:00:00,east,Kirehe,36.29566463296796,Short Rain,Short Rains
808,808,2006,10,2006-10-01T00:00:00,east,Kirehe,55.14093044308477,Short Rain,Short Rains
809,809,2006,11,2006-11-01T00:00:00,east,Kirehe,202.157795246658,Short Rain,Short Rains
810,810,2006,9,2006-09-01T00:00:00,east,Ngoma,36.67141934377663,Short Rain,Short Rains
811,811,2006,10,2006-10-01T00:00:00,east,Ngoma,70.03280910452673,Short Rain,Short Rains
812,812,2006,11,2006-11-01T00:00:00,east,Ngoma,210.3680401801741,Short Rain,Short Rains
813,813,2006,9,2006-09-01T00:00:00,east,Nyagatare,53.601269484470414,Short Rain,Short Rains
814,814,2006,10,2006-10-01T00:00:00,east,Nyagatare,88.39630213213435,Short Rain,Short Rains
815,815,2006,11,2006-11-01T00:00:00,east,Nyagatare,172.07528509439533,Short Rain,Short Rains
816,816,2006,9,2006-09-01T00:00:00,east,Rwamagana,38.70482848057723,Short Rain,Short Rains
817,817,2006,10,2006-10-01T00:00:00,east,Rwamagana,66.0615536304005,Short Rain,Short Rains
818,818,2006,11,2006-11-01T00:00:00,east,Rwamagana,195.13997854964745,Short Rain,Short Rains
819,819,2007,9,2007-09-01T00:00:00,east,Bugesera,64.31167220650772,Short Rain,Short Rains
820,820,2007,10,2007-10-01T00:00:00,east,Bugesera,93.56995347600702,Short Rain,Short Rains
821,821,2007,11,2007-11-01T00:00:00,east,Bugesera,116.55018695552737,Short Rain,Short Rains
822,822,2007,9,2007-09-01T00:00:00,east,Gatsibo,82.1211996247163,Short Rain,Short Rains
823,823,2007,10,2007-10-01T00:00:00,east,Gatsibo,109.84556083642404,Short Rain,Short Rains
824,824,2007,11,2007-11-01T00:00:00,east,Gatsibo,120.46122712970993,Short Rain,Short Rains
825,825,2007,9,2007-09-01T00:00:00,east,Kayonza,66.03656345891538,Short Rain,Short Rains
826,826,2007,10,2007-10-01T00:00:00,east,Kayonza,94.25594762709456,Short Rain,Short Rains
827,827,2007,11,2007-11-01T00:00:00,east,Kayonza,119.4671623619163,Short Rain,Short Rains
828,828,2007,9,2007-09-01T00:00:00,east,Kirehe,60.30641776722645,Short Rain,Short Rains
829,829,2007,10,2007-10-01T00:00:00,east,Kirehe,93.44913012775372,Short Rain,Short Rains
830,830,2007,11,2007-11-01T00:00:00,east,Kirehe,116.75836650691406,Short Rain,Short Rains
831,831,2007,9,2007-09-01T00:00:00,east,Ngoma,65.85479992532466,Short Rain,Short Rains
832,832,2007,10,2007-10-01T00:00:00,east,Ngoma,113.28745763015354,Short Rain,Short Rains
833,833,2007,11,2007-11-01T00:00:00,east,Ngoma,125.18221856030252,Short Rain,Short Rains
834,834,2007,9,2007-09-01T00:00:00,east,Nyagatare,84.78316740269996,Short Rain,Short Rains
835,835,2007,10,2007-10-01T00:00:00,east,Nyagatare,108.83768593265548,Short Rain,Short Rains
836,836,2007,11,2007-11-01T00:00:00,east,Nyagatare,117.99044629672484,Short Rain,Short Rains
837,837,2007,9,2007-09-01T00:00:00,east,Rwamagana,70.64062551185745,Short Rain,Short Rains
838,838,2007,10,2007-10-01T00:00:00,east,Rwamagana,115.25525791541034,Short Rain,Short Rains
839,839,2007,11,2007-11-01T00:00:00,east,Rwamagana,119.37936515663029,Short Rain,Short Rains
840,840,2008,9,2008-09-01T00:00:00,east,Bugesera,49.138081499883455,Short Rain,Short Rains
841,841,2008,10,2008-10-01T00:00:00,east,Bugesera,98.756550103771,Short Rain,Short Rains
842,842,2008,11,2008-11-01T00:00:00,east,Bugesera,93.1898035715531,Short Rain,Short Rains
843,843,2008,9,2008-09-01T00:00:00,east,Gatsibo,79.19603345064968,Short Rain,Short Rains
844,844,2008,10,2008-10-01T00:00:00,east,Gatsibo,127.87609483794697,Short Rain,Short Rains
845,845,2008,11,2008-11-01T00:00:00,east,Gatsibo,99.73675576273348,Short Rain,Short Rains
846,846,2008,9,2008-09-01T00:00:00,east,Kayonza,71.23837856565784,Short Rain,Short Rains
847,847,2008,10,2008-10-01T00:00:00,east,Kayonza,121.06071488660496,Short Rain,Short Rains
848,848,2008,11,2008-11-01T00:00:00,east,Kayonza,106.70606135928716,Short Rain,Short Rains
849,849,2008,9,2008-09-01T00:00:00,east,Kirehe,72.48204447304761,Short Rain,Short Rains
850,850,2008,10,2008-10-01T00:00:00,east,Kirehe,126.15371685236084,Short Rain,Short Rains
851,851,2008,11,2008-11-01T00:00:00,east,Kirehe,99.63342168478322,Short Rain,Short Rains
852,852,2008,9,2008-09-01T00:00:00,east,Ngoma,72.18276469330047,Short Rain,Short Rains
853,853,2008,10,2008-10-01T00:00:00,east,Ngoma,136.9804938614441,Short Rain,Short Rains
854,854,2008,11,2008-11-01T00:00:00,east,Ngoma,109.94473255013662,Short Rain,Short Rains
855,855,2008,9,2008-09-01T00:00:00,east,Nyagatare,81.73035256382641,Short Rain,Short Rains
856,856,2008,10,2008-10-01T00:00:00,east,Nyagatare,125.48280664595912,Short Rain,Short Rains
857,857,2008,11,2008-11-01T00:00:00,east,Nyagatare,97.26525454102467,Short Rain,Short Rains
858,858,2008,9,2008-09-01T00:00:00,east,Rwamagana,70.22386267018237,Short Rain,Short Rains
859,859,2008,10,2008-10-01T00:00:00,east,Rwamagana,111.9686350516556,Short Rain,Short Rains
860,860,2008,11,2008-11-01T00:00:00,east,Rwamagana,95.88202409581396,Short Rain,Short Rains
861,861,2009,9,2009-09-01T00:00:00,east,Bugesera,29.469071069009093,Short Rain,Short Rains
862,862,2009,10,2009-10-01T00:00:00,east,Bugesera,117.29965816725846,Short Rain,Short Rains
863,863,2009,11,2009-11-01T00:00:00,east,Bugesera,108.04923245306948,Short Rain,Short Rains
864,864,2009,9,2009-09-01T00:00:00,east,Gatsibo,30.377752879090743,Short Rain,Short Rains
865,865,2009,10,2009-10-01T00:00:00,east,Gatsibo,96.91364170484768,Short Rain,Short Rains
866,866,2009,11,2009-11-01T00:00:00,east,Gatsibo,117.98819524184844,Short Rain,Short Rains
867,867,2009,9,2009-09-01T00:00:00,east,Kayonza,24.24947811557404,Short Rain,Short Rains
868,868,2009,10,2009-10-01T00:00:00,east,Kayonza,94.2249930933652,Short Rain,Short Rains
869,869,2009,11,2009-11-01T00:00:00,east,Kayonza,116.81394434505228,Short Rain,Short Rains
870,870,2009,9,2009-09-01T00:00:00,east,Kirehe,23.62013585211319,Short Rain,Short Rains
871,871,2009,10,2009-10-01T00:00:00,east,Kirehe,89.51914798092942,Short Rain,Short Rains
872,872,2009,11,2009-11-01T00:00:00,east,Kirehe,113.11620605095916,Short Rain,Short Rains
873,873,2009,9,2009-09-01T00:00:00,east,Ngoma,21.13732714916765,Short Rain,Short Rains
874,874,2009,10,2009-10-01T00:00:00,east,Ngoma,120.91433606564522,Short Rain,Short Rains
875,875,2009,11,2009-11-01T00:00:00,east,Ngoma,112.17993640573307,Short Rain,Short Rains
876,876,2009,9,2009-09-01T00:00:00,east,Nyagatare,42.52268526248877,Short Rain,Short Rains
877,877,2009,10,2009-10-01T00:00:00,east,Nyagatare,94.98495976323537,Short Rain,Short Rains
878,878,2009,11,2009-11-01T00:00:00,east,Nyagatare,113.2526681263108,Short Rain,Short Rains
879,879,2009,9,2009-09-01T00:00:00,east,Rwamagana,16.830932062277494,Short Rain,Short Rains
880,880,2009,10,2009-10-01T00:00:00,east,Rwamagana,116.66515098797883,Short Rain,Short Rains
881,881,2009,11,2009-11-01T00:00:00,east,Rwamagana,107.12118843516032,Short Rain,Short Rains
882,882,2010,9,2010-09-01T00:00:00,east,Bugesera,51.745943574629365,Short Rain,Short Rains
883,883,2010,10,2010-10-01T00:00:00,east,Bugesera,95.55422303197604,Short Rain,Short Rains
884,884,2010,11,2010-11-01T00:00:00,east,Bugesera,101.52386535963144,Short Rain,Short Rains
885,885,2010,9,2010-09-01T00:00:00,east,Gatsibo,63.52707434483314,Short Rain,Short Rains
886,886,2010,10,2010-10-01T00:00:00,east,Gatsibo,118.05741272274368,Short Rain,Short Rains
887,887,2010,11,2010-11-01T00:00:00,east,Gatsibo,105.69270812118668,Short Rain,Short Rains
888,888,2010,9,2010-09-01T00:00:00,east,Kayonza,45.07397233942819,Short Rain,Short Rains
889,889,2010,10,2010-10-01T00:00:00,east,Kayonza,100.10610442112876,Short Rain,Short Rains
890,890,2010,11,2010-11-01T00:00:00,east,Kayonza,100.05667087403792,Short Rain,Short Rains
891,891,2010,9,2010-09-01T00:00:00,east,Kirehe,51.89747567663468,Short Rain,Short Rains
892,892,2010,10,2010-10-01T00:00:00,east,Kirehe,93.00379720948852,Short Rain,Short Rains
893,893,2010,11,2010-11-01T00:00:00,east,Kirehe,86.58532250455379,Short Rain,Short Rains
894,894,2010,9,2010-09-01T00:00:00,east,Ngoma,44.877976770260815,Short Rain,Short Rains
895,895,2010,10,2010-10-01T00:00:00,east,Ngoma,125.83204553098658,Short Rain,Short Rains
896,896,2010,11,2010-11-01T00:00:00,east,Ngoma,101.51811366044856,Short Rain,Short Rains
897,897,2010,9,2010-09-01T00:00:00,east,Nyagatare,59.79954509202925,Short Rain,Short Rains
898,898,2010,10,2010-10-01T00:00:00,east,Nyagatare,151.0489724687657,Short Rain,Short Rains
899,899,2010,11,2010-11-01T00:00:00,east,Nyagatare,107.98787986708518,Short Rain,Short Rains
900,900,2010,9,2010-09-01T00:00:00,east,Rwamagana,43.38877095489088,Short Rain,Short Rains
901,901,2010,10,2010-10-01T00:00:00,east,Rwamagana,111.12280542760162,Short Rain,Short Rains
902,902,2010,11,2010-11-01T00:00:00,east,Rwamagana,98.36233167834452,Short Rain,Short Rains
903,903,2011,9,2011-09-01T00:00:00,east,Bugesera,104.00835305844298,Short Rain,Short Rains
904,904,2011,10,2011-10-01T00:00:00,east,Bugesera,139.64884863762163,Short Rain,Short Rains
905,905,2011,11,2011-11-01T00:00:00,east,Bugesera,178.16863691118513,Short Rain,Short Rains
906,906,2011,9,2011-09-01T00:00:00,east,Gatsibo,154.31095483521244,Short Rain,Short Rains
907,907,2011,10,2011-10-01T00:00:00,east,Gatsibo,189.1495672824933,Short Rain,Short Rains
908,908,2011,11,2011-11-01T00:00:00,east,Gatsibo,145.41173327256837,Short Rain,Short Rains
909,909,2011,9,2011-09-01T00:00:00,east,Kayonza,114.8698673703592,Short Rain,Short Rains
910,910,2011,10,2011-10-01T00:00:00,east,Kayonza,168.9690549894879,Short Rain,Short Rains
911,911,2011,11,2011-11-01T00:00:00,east,Kayonza,153.55169711482054,Short Rain,Short Rains
912,912,2011,9,2011-09-01T00:00:00,east,Kirehe,100.03820869979538,Short Rain,Short Rains
913,913,2011,10,2011-10-01T00:00:00,east,Kirehe,158.5490117848557,Short Rain,Short Rains
914,914,2011,11,2011-11-01T00:00:00,east,Kirehe,159.20861076025312,Short Rain,Short Rains
915,915,2011,9,2011-09-01T00:00:00,east,Ngoma,120.07888136944698,Short Rain,Short Rains
916,916,2011,10,2011-10-01T00:00:00,east,Ngoma,181.48537271731385,Short Rain,Short Rains
917,917,2011,11,2011-11-01T00:00:00,east,Ngoma,176.59624063994062,Short Rain,Short Rains
918,918,2011,9,2011-09-01T00:00:00,east,Nyagatare,154.71794832709722,Short Rain,Short Rains
919,919,2011,10,2011-10-01T00:00:00,east,Nyagatare,187.5285217633226,Short Rain,Short Rains
920,920,2011,11,2011-11-01T00:00:00,east,Nyagatare,129.87844389774435,Short Rain,Short Rains
921,921,2011,9,2011-09-01T00:00:00,east,Rwamagana,143.98245498473008,Short Rain,Short Rains
922,922,2011,10,2011-10-01T00:00:00,east,Rwamagana,178.11160379381326,Short Rain,Short Rains
923,923,2011,11,2011-11-01T00:00:00,east,Rwamagana,160.75984283087587,Short Rain,Short Rains
924,924,2012,9,2012-09-01T00:00:00,east,Bugesera,69.23684465925754,Short Rain,Short Rains
925,925,2012,10,2012-10-01T00:00:00,east,Bugesera,149.8115587520094,Short Rain,Short Rains
926,926,2012,11,2012-11-01T00:00:00,east,Bugesera,141.42799183051332,Short Rain,Short Rains
927,927,2012,9,2012-09-01T00:00:00,east,Gatsibo,88.0947865689632,Short Rain,Short Rains
928,928,2012,10,2012-10-01T00:00:00,east,Gatsibo,159.34718603797512,Short Rain,Short Rains
929,929,2012,11,2012-11-01T00:00:00,east,Gatsibo,140.3309089608831,Short Rain,Short Rains
930,930,2012,9,2012-09-01T00:00:00,east,Kayonza,54.70135116234203,Short Rain,Short Rains
931,931,2012,10,2012-10-01T00:00:00,east,Kayonza,148.51888761550126,Short Rain,Short Rains
932,932,2012,11,2012-11-01T00:00:00,east,Kayonza,133.06520318223554,Short Rain,Short Rains
933,933,2012,9,2012-09-01T00:00:00,east,Kirehe,52.66946349675764,Short Rain,Short Rains
934,934,2012,10,2012-10-01T00:00:00,east,Kirehe,142.64486074643864,Short Rain,Short Rains
935,935,2012,11,2012-11-01T00:00:00,east,Kirehe,130.6037855405376,Short Rain,Short Rains
936,936,2012,9,2012-09-01T00:00:00,east,Ngoma,60.91568543134439,Short Rain,Short Rains
937,937,2012,10,2012-10-01T00:00:00,east,Ngoma,198.94082203101823,Short Rain,Short Rains
938,938,2012,11,2012-11-01T00:00:00,east,Ngoma,158.02759540095724,Short Rain,Short Rains
939,939,2012,9,2012-09-01T00:00:00,east,Nyagatare,90.52835418037796,Short Rain,Short Rains
940,940,2012,10,2012-10-01T00:00:00,east,Nyagatare,179.433669216222,Short Rain,Short Rains
941,941,2012,11,2012-11-01T00:00:00,east,Nyagatare,127.98729027007543,Short Rain,Short Rains
942,942,2012,9,2012-09-01T00:00:00,east,Rwamagana,72.82364078620546,Short Rain,Short Rains
943,943,2012,10,2012-10-01T00:00:00,east,Rwamagana,183.5054289395446,Short Rain,Short Rains
944,944,2012,11,2012-11-01T00:00:00,east,Rwamagana,145.1437583865446,Short Rain,Short Rains
945,945,2013,9,2013-09-01T00:00:00,east,Bugesera,96.47287137947704,Short Rain,Short Rains
946,946,2013,10,2013-10-01T00:00:00,east,Bugesera,90.45279335548064,Short Rain,Short Rains
947,947,2013,11,2013-11-01T00:00:00,east,Bugesera,135.6495883275558,Short Rain,Short Rains
948,948,2013,9,2013-09-01T00:00:00,east,Gatsibo,120.95856764207618,Short Rain,Short Rains
949,949,2013,10,2013-10-01T00:00:00,east,Gatsibo,85.4943656534829,Short Rain,Short Rains
950,950,2013,11,2013-11-01T00:00:00,east,Gatsibo,151.67585520432982,Short Rain,Short Rains
951,951,2013,9,2013-09-01T00:00:00,east,Kayonza,88.79085832442432,Short Rain,Short Rains
952,952,2013,10,2013-10-01T00:00:00,east,Kayonza,78.10699859512272,Short Rain,Short Rains
953,953,2013,11,2013-11-01T00:00:00,east,Kayonza,153.78809633656945,Short Rain,Short Rains
954,954,2013,9,2013-09-01T00:00:00,east,Kirehe,67.905568696128,Short Rain,Short Rains
955,955,2013,10,2013-10-01T00:00:00,east,Kirehe,76.87129273793335,Short Rain,Short Rains
956,956,2013,11,2013-11-01T00:00:00,east,Kirehe,152.92565029340514,Short Rain,Short Rains
957,957,2013,9,2013-09-01T00:00:00,east,Ngoma,77.53861462881328,Short Rain,Short Rains
958,958,2013,10,2013-10-01T00:00:00,east,Ngoma,86.45212792991771,Short Rain,Short Rains
959,959,2013,11,2013-11-01T00:00:00,east,Ngoma,156.51017572309212,Short Rain,Short Rains
960,960,2013,9,2013-09-01T00:00:00,east,Nyagatare,122.97781724034142,Short Rain,Short Rains
961,961,2013,10,2013-10-01T00:00:00,east,Nyagatare,99.5399934621341,Short Rain,Short Rains
962,962,2013,11,2013-11-01T00:00:00,east,Nyagatare,150.6541555907107,Short Rain,Short Rains
963,963,2013,9,2013-09-01T00:00:00,east,Rwamagana,87.84463245319854,Short Rain,Short Rains
964,964,2013,10,2013-10-01T00:00:00,east,Rwamagana,80.14456580204616,Short Rain,Short Rains
965,965,2013,11,2013-11-01T00:00:00,east,Rwamagana,139.92471477502252,Short Rain,Short Rains
966,966,2014,9,2014-09-01T00:00:00,east,Bugesera,47.06839199372871,Short Rain,Short Rains
967,967,2014,10,2014-10-01T00:00:00,east,Bugesera,113.0701588199484,Short Rain,Short Rains
968,968,2014,11,2014-11-01T00:00:00,east,Bugesera,121.6862175731103,Short Rain,Short Rains
969,969,2014,9,2014-09-01T00:00:00,east,Gatsibo,83.91002277014057,Short Rain,Short Rains
970,970,2014,10,2014-10-01T00:00:00,east,Gatsibo,117.1381872132262,Short Rain,Short Rains
971,971,2014,11,2014-11-01T00:00:00,east,Gatsibo,122.83693296451072,Short Rain,Short Rains
972,972,2014,9,2014-09-01T00:00:00,east,Kayonza,68.5187155061676,Short Rain,Short Rains
973,973,2014,10,2014-10-01T00:00:00,east,Kayonza,106.54588630631947,Short Rain,Short Rains
974,974,2014,11,2014-11-01T00:00:00,east,Kayonza,128.26845263782496,Short Rain,Short Rains
975,975,2014,9,2014-09-01T00:00:00,east,Kirehe,55.21669182620422,Short Rain,Short Rains
976,976,2014,10,2014-10-01T00:00:00,east,Kirehe,100.23207210941078,Short Rain,Short Rains
977,977,2014,11,2014-11-01T00:00:00,east,Kirehe,123.73256103390038,Short Rain,Short Rains
978,978,2014,9,2014-09-01T00:00:00,east,Ngoma,48.37053816327604,Short Rain,Short Rains
979,979,2014,10,2014-10-01T00:00:00,east,Ngoma,116.04958323363458,Short Rain,Short Rains
980,980,2014,11,2014-11-01T00:00:00,east,Ngoma,128.35192815112322,Short Rain,Short Rains
981,981,2014,9,2014-09-01T00:00:00,east,Nyagatare,86.38893325940494,Short Rain,Short Rains
982,982,2014,10,2014-10-01T00:00:00,east,Nyagatare,113.57089654321,Short Rain,Short Rains
983,983,2014,11,2014-11-01T00:00:00,east,Nyagatare,113.00723574542002,Short Rain,Short Rains
984,984,2014,9,2014-09-01T00:00:00,east,Rwamagana,47.45095762959441,Short Rain,Short Rains
985,985,2014,10,2014-10-01T00:00:00,east,Rwamagana,114.251431309602,Short Rain,Short Rains
986,986,2014,11,2014-11-01T00:00:00,east,Rwamagana,114.26226653899444,Short Rain,Short Rains
987,987,2015,9,2015-09-01T00:00:00,east,Bugesera,46.3718441777639,Short Rain,Short Rains
988,988,2015,10,2015-10-01T00:00:00,east,Bugesera,111.69064866905632,Short Rain,Short Rains
989,989,2015,11,2015-11-01T00:00:00,east,Bugesera,121.19952993970271,Short Rain,Short Rains
990,990,2015,9,2015-09-01T00:00:00,east,Gatsibo,66.14227413844567,Short Rain,Short Rains
991,991,2015,10,2015-10-01T00:00:00,east,Gatsibo,119.18745934344034,Short Rain,Short Rains
992,992,2015,11,2015-11-01T00:00:00,east,Gatsibo,129.48563853906938,Short Rain,Short Rains
993,993,2015,9,2015-09-01T00:00:00,east,Kayonza,45.21137803466795,Short Rain,Short Rains
994,994,2015,10,2015-10-01T00:00:00,east,Kayonza,92.76717830620402,Short Rain,Short Rains
995,995,2015,11,2015-11-01T00:00:00,east,Kayonza,127.93487016889569,Short Rain,Short Rains
996,996,2015,9,2015-09-01T00:00:00,east,Kirehe,39.16311390638841,Short Rain,Short Rains
997,997,2015,10,2015-10-01T00:00:00,east,Kirehe,90.5713445962702,Short Rain,Short Rains
998,998,2015,11,2015-11-01T00:00:00,east,Kirehe,131.48231370219477,Short Rain,Short Rains
999,999,2015,9,2015-09-01T00:00:00,east,Ngoma,38.05064176588256,Short Rain,Short Rains
1000,1000,2015,10,2015-10-01T00:00:00,east,Ngoma,115.54942373147142,Short Rain,Short Rains
1001,1001,2015,11,2015-11-01T00:00:00,east,Ngoma,129.21402180091866,Short Rain,Short Rains
1002,1002,2015,9,2015-09-01T00:00:00,east,Nyagatare,76.34399752489448,Short Rain,Short Rains
1003,1003,2015,10,2015-10-01T00:00:00,east,Nyagatare,123.59423422193242,Short Rain,Short Rains
1004,1004,2015,11,2015-11-01T00:00:00,east,Nyagatare,129.71676777004436,Short Rain,Short Rains
1005,1005,2015,9,2015-09-01T00:00:00,east,Rwamagana,43.73592446542568,Short Rain,Short Rains
1006,1006,2015,10,2015-10-01T00:00:00,east,Rwamagana,111.40832931891374,Short Rain,Short Rains
1007,1007,2015,11,2015-11-01T00:00:00,east,Rwamagana,116.97147210272531,Short Rain,Short Rains
1008,1008,2016,9,2016-09-01T00:00:00,east,Bugesera,55.63489527386605,Short Rain,Short Rains
1009,1009,2016,10,2016-10-01T00:00:00,east,Bugesera,89.54548730579596,Short Rain,Short Rains
1010,1010,2016,11,2016-11-01T00:00:00,east,Bugesera,143.23882776455946,Short Rain,Short Rains
1011,1011,2016,9,2016-09-01T00:00:00,east,Gatsibo,73.43187320788059,Short Rain,Short Rains
1012,1012,2016,10,2016-10-01T00:00:00,east,Gatsibo,134.15226467441698,Short Rain,Short Rains
1013,1013,2016,11,2016-11-01T00:00:00,east,Gatsibo,140.7463212506263,Short Rain,Short Rains
1014,1014,2016,9,2016-09-01T00:00:00,east,Kayonza,48.12270407376198,Short Rain,Short Rains
1015,1015,2016,10,2016-10-01T00:00:00,east,Kayonza,116.85146894305304,Short Rain,Short Rains
1016,1016,2016,11,2016-11-01T00:00:00,east,Kayonza,128.2397531023904,Short Rain,Short Rains
1017,1017,2016,9,2016-09-01T00:00:00,east,Kirehe,39.41366127839304,Short Rain,Short Rains
1018,1018,2016,10,2016-10-01T00:00:00,east,Kirehe,85.80527882689803,Short Rain,Short Rains
1019,1019,2016,11,2016-11-01T00:00:00,east,Kirehe,115.58876406697088,Short Rain,Short Rains
1020,1020,2016,9,2016-09-01T00:00:00,east,Ngoma,41.40827485092771,Short Rain,Short Rains
1021,1021,2016,10,2016-10-01T00:00:00,east,Ngoma,105.57119858809271,Short Rain,Short Rains
1022,1022,2016,11,2016-11-01T00:00:00,east,Ngoma,137.36749719356314,Short Rain,Short Rains
1023,1023,2016,9,2016-09-01T00:00:00,east,Nyagatare,84.62794190282037,Short Rain,Short Rains
1024,1024,2016,10,2016-10-01T00:00:00,east,Nyagatare,138.30175946855334,Short Rain,Short Rains
1025,1025,2016,11,2016-11-01T00:00:00,east,Nyagatare,134.9920564730132,Short Rain,Short Rains
1026,1026,2016,9,2016-09-01T00:00:00,east,Rwamagana,49.58581194317507,Short Rain,Short Rains
1027,1027,2016,10,2016-10-01T00:00:00,east,Rwamagana,134.8357572394042,Short Rain,Short Rains
1028,1028,2016,11,2016-11-01T00:00:00,east,Rwamagana,136.24714335426265,Short Rain,Short Rains
1029,1029,2017,9,2017-09-01T00:00:00,east,Bugesera,68.60381622816458,Short Rain,Short Rains
1030,1030,2017,10,2017-10-01T00:00:00,east,Bugesera,123.1585304818458,Short Rain,Short Rains
1031,1031,2017,11,2017-11-01T00:00:00,east,Bugesera,149.8243129188979,Short Rain,Short Rains
1032,1032,2017,9,2017-09-01T00:00:00,east,Gatsibo,101.51656916217306,Short Rain,Short Rains
1033,1033,2017,10,2017-10-01T00:00:00,east,Gatsibo,130.34777153623347,Short Rain,Short Rains
1034,1034,2017,11,2017-11-01T00:00:00,east,Gatsibo,125.7691985731044,Short Rain,Short Rains
1035,1035,2017,9,2017-09-01T00:00:00,east,Kayonza,80.06547253163521,Short Rain,Short Rains
1036,1036,2017,10,2017-10-01T00:00:00,east,Kayonza,114.38648948807088,Short Rain,Short Rains
1037,1037,2017,11,2017-11-01T00:00:00,east,Kayonza,134.0496702066389,Short Rain,Short Rains
1038,1038,2017,9,2017-09-01T00:00:00,east,Kirehe,63.39187282527916,Short Rain,Short Rains
1039,1039,2017,10,2017-10-01T00:00:00,east,Kirehe,111.40285431471382,Short Rain,Short Rains
1040,1040,2017,11,2017-11-01T00:00:00,east,Kirehe,140.6464822795067,Short Rain,Short Rains
1041,1041,2017,9,2017-09-01T00:00:00,east,Ngoma,63.299483866485865,Short Rain,Short Rains
1042,1042,2017,10,2017-10-01T00:00:00,east,Ngoma,128.25132850240158,Short Rain,Short Rains
1043,1043,2017,11,2017-11-01T00:00:00,east,Ngoma,150.13715584200796,Short Rain,Short Rains
1044,1044,2017,9,2017-09-01T00:00:00,east,Nyagatare,107.6126118384963,Short Rain,Short Rains
1045,1045,2017,10,2017-10-01T00:00:00,east,Nyagatare,133.0030802757329,Short Rain,Short Rains
1046,1046,2017,11,2017-11-01T00:00:00,east,Nyagatare,116.57876565816228,Short Rain,Short Rains
1047,1047,2017,9,2017-09-01T00:00:00,east,Rwamagana,74.85105627118243,Short Rain,Short Rains
1048,1048,2017,10,2017-10-01T00:00:00,east,Rwamagana,121.24192908902396,Short Rain,Short Rains
1049,1049,2017,11,2017-11-01T00:00:00,east,Rwamagana,136.88274906163377,Short Rain,Short Rains
1050,1050,2018,9,2018-09-01T00:00:00,east,Bugesera,30.55413534229919,Short Rain,Short Rains
1051,1051,2018,10,2018-10-01T00:00:00,east,Bugesera,75.6635479380315,Short Rain,Short Rains
1052,1052,2018,11,2018-11-01T00:00:00,east,Bugesera,108.05037354127592,Short Rain,Short Rains
1053,1053,2018,9,2018-09-01T00:00:00,east,Gatsibo,51.76835386969654,Short Rain,Short Rains
1054,1054,2018,10,2018-10-01T00:00:00,east,Gatsibo,85.44645224126634,Short Rain,Short Rains
1055,1055,2018,11,2018-11-01T00:00:00,east,Gatsibo,108.61636758519496,Short Rain,Short Rains
1056,1056,2018,9,2018-09-01T00:00:00,east,Kayonza,39.06780130955041,Short Rain,Short Rains
1057,1057,2018,10,2018-10-01T00:00:00,east,Kayonza,75.92157149807113,Short Rain,Short Rains
1058,1058,2018,11,2018-11-01T00:00:00,east,Kayonza,98.400696866764,Short Rain,Short Rains
