,region,admin2_name,season,spi_scale,Drought Event,Drought Duration,Drought Severity,Drought Intensity,Drought Event_start,Drought Event_end
914,Western and Rift Valley,Nandi South,Long Rains,3,8,2,-2.539653479722566,-1.269826739861283,2017-03,2017-05
915,Western and Rift Valley,Nandi South,Long Rains,3,9,2,-2.4270832508961124,-1.2135416254480562,2019-04,2019-06
916,Western and Rift Valley,Nandi South,Long Rains,3,10,1,-1.0543075184178758,-1.0543075184178758,2022-04,2022-05
917,Western and Rift Valley,Narok,Long Rains,1,1,10,-2.651188649590428,-0.2651188649590428,2000-05,2001-03
918,Western and Rift Valley,Narok,Long Rains,1,2,9,-1.6600560212449404,-0.1844506690272156,2002-06,2003-03
919,Western and Rift Valley,Narok,Long Rains,1,3,9,-1.1783432300904566,-0.1309270255656063,2003-06,2004-03
920,Western and Rift Valley,Narok,Long Rains,1,4,9,-1.7558764462757785,-0.19509738291953094,2004-06,2005-03
921,Western and Rift Valley,Narok,Long Rains,1,5,9,-1.3077138168791116,-0.1453015352087902,2005-06,2006-03
922,Western and Rift Valley,Narok,Long Rains,1,6,9,-1.5552612166754198,-0.17280680185282443,2006-06,2007-03
923,Western and Rift Valley,Narok,Long Rains,1,7,10,-2.8170377307198295,-0.28170377307198297,2008-05,2009-03
924,Western and Rift Valley,Narok,Long Rains,1,8,9,-1.6104864892263833,-0.17894294324737592,2009-06,2010-03
925,Western and Rift Valley,Narok,Long Rains,1,9,9,-1.0520796544879176,-0.1168977393875464,2010-06,2011-03
926,Western and Rift Valley,Narok,Long Rains,1,10,1,-1.2169232723393422,-1.2169232723393422,2019-03,2019-04
927,Western and Rift Valley,Narok,Long Rains,1,11,9,-1.2959836016775017,-0.14399817796416686,2021-06,2022-03
928,Western and Rift Valley,Narok,Long Rains,1,12,9,-1.2622185266785033,-0.14024650296427815,2022-06,2023-03
929,Western and Rift Valley,Narok,Long Rains,3,1,11,-4.4635908337857675,-0.4057809848896152,2000-05,2001-04
930,Western and Rift Valley,Narok,Long Rains,3,2,1,-1.207601255628238,-1.207601255628238,2007-03,2007-04
931,Western and Rift Valley,Narok,Long Rains,3,3,11,-5.466502637316502,-0.4969547852105911,2008-06,2009-05
932,Western and Rift Valley,Narok,Long Rains,3,4,1,-1.1937059434879411,-1.1937059434879411,2011-04,2011-05
933,Western and Rift Valley,Narok,Long Rains,3,5,10,-2.2721584405930155,-0.22721584405930156,2011-06,2012-04
934,Western and Rift Valley,Narok,Long Rains,3,6,1,-1.0710194981320247,-1.0710194981320247,2014-03,2014-04
935,Western and Rift Valley,Narok,Long Rains,3,7,10,-2.465805026468452,-0.2465805026468452,2014-06,2015-04
936,Western and Rift Valley,Samburu,Long Rains,1,1,1,-1.101259531166649,-1.101259531166649,2000-03,2000-04
937,Western and Rift Valley,Samburu,Long Rains,1,2,10,-2.307219359082809,-0.2307219359082809,2000-05,2001-03
938,Western and Rift Valley,Samburu,Long Rains,1,3,9,-1.1157643926684022,-0.12397382140760024,2002-06,2003-03
939,Western and Rift Valley,Samburu,Long Rains,1,4,9,-1.3511030105204644,-0.15012255672449604,2003-06,2004-03
940,Western and Rift Valley,Samburu,Long Rains,1,5,9,-1.1675685180153805,-0.1297298353350423,2004-06,2005-03
941,Western and Rift Valley,Samburu,Long Rains,1,6,9,-1.0887208915759896,-0.12096898795288774,2005-06,2006-03
942,Western and Rift Valley,Samburu,Long Rains,1,7,9,-1.114367013401092,-0.12381855704456576,2006-06,2007-03
943,Western and Rift Valley,Samburu,Long Rains,1,8,11,-3.529215576888239,-0.32083777971711264,2008-05,2009-04
944,Western and Rift Valley,Samburu,Long Rains,1,9,9,-1.3353467952871065,-0.14837186614301184,2009-06,2010-03
945,Western and Rift Valley,Samburu,Long Rains,1,10,1,-1.3276738933652181,-1.3276738933652181,2012-03,2012-04
946,Western and Rift Valley,Samburu,Long Rains,1,11,9,-1.2268941709772383,-0.1363215745530265,2014-06,2015-03
947,Western and Rift Valley,Samburu,Long Rains,1,12,9,-1.1936027905614266,-0.13262253228460297,2015-06,2016-03
948,Western and Rift Valley,Samburu,Long Rains,1,13,1,-1.1347073381964252,-1.1347073381964252,2017-03,2017-04
949,Western and Rift Valley,Samburu,Long Rains,1,14,9,-1.3777396018603274,-0.15308217798448082,2017-06,2018-03
950,Western and Rift Valley,Samburu,Long Rains,1,15,9,-1.3043062796235532,-0.14492291995817258,2021-06,2022-03
951,Western and Rift Valley,Samburu,Long Rains,1,16,9,-1.387007797332311,-0.15411197748136787,2022-06,2023-03
952,Western and Rift Valley,Samburu,Long Rains,3,1,10,-3.937027171737074,-0.3937027171737074,2000-05,2001-03
953,Western and Rift Valley,Samburu,Long Rains,3,2,1,-1.040307963629696,-1.040307963629696,2005-03,2005-04
954,Western and Rift Valley,Samburu,Long Rains,3,3,1,-1.1078378057902756,-1.1078378057902756,2007-03,2007-04
955,Western and Rift Valley,Samburu,Long Rains,3,4,2,-3.894849641170569,-1.9474248205852844,2009-03,2009-05
956,Western and Rift Valley,Samburu,Long Rains,3,5,2,-2.1759253420452622,-1.0879626710226311,2011-03,2011-05
957,Western and Rift Valley,Samburu,Long Rains,3,6,10,-2.7730781760037564,-0.27730781760037565,2011-06,2012-04
958,Western and Rift Valley,Samburu,Long Rains,3,7,1,-1.7260356792701446,-1.7260356792701446,2015-03,2015-04
959,Western and Rift Valley,Samburu,Long Rains,3,8,1,-1.5831985643180062,-1.5831985643180062,2016-03,2016-04
960,Western and Rift Valley,Samburu,Long Rains,3,9,2,-2.7884879776920704,-1.3942439888460352,2017-03,2017-05
961,Western and Rift Valley,Trans Mara,Long Rains,1,1,9,-1.2506395086956372,-0.13895994541062637,2000-06,2001-03
962,Western and Rift Valley,Trans Mara,Long Rains,1,2,9,-2.034742154786262,-0.226082461642918,2002-06,2003-03
963,Western and Rift Valley,Trans Mara,Long Rains,1,3,9,-1.74374084381665,-0.19374898264629445,2003-06,2004-03
964,Western and Rift Valley,Trans Mara,Long Rains,1,4,9,-2.203088765345264,-0.24478764059391825,2004-06,2005-03
965,Western and Rift Valley,Trans Mara,Long Rains,1,5,9,-1.921726430538088,-0.21352515894867644,2005-06,2006-03
966,Western and Rift Valley,Trans Mara,Long Rains,1,6,9,-1.741206679528584,-0.19346740883650934,2006-06,2007-03
967,Western and Rift Valley,Trans Mara,Long Rains,1,7,9,-1.8405162544376203,-0.20450180604862447,2009-06,2010-03
968,Western and Rift Valley,Trans Mara,Long Rains,1,8,9,-1.2137420124701226,-0.1348602236077914,2013-06,2014-03
969,Western and Rift Valley,Trans Mara,Long Rains,1,9,9,-1.5118741533248907,-0.16798601703609897,2014-06,2015-03
970,Western and Rift Valley,Trans Mara,Long Rains,1,10,9,-2.2075009869492392,-0.24527788743880435,2016-06,2017-03
971,Western and Rift Valley,Trans Mara,Long Rains,1,11,9,-1.617665155820805,-0.17974057286897835,2018-06,2019-03
972,Western and Rift Valley,Trans Mara,Long Rains,1,12,9,-1.870957280035147,-0.20788414222612744,2021-06,2022-03
973,Western and Rift Valley,Trans Mara,Long Rains,3,1,10,-2.532739547187732,-0.2532739547187732,2000-06,2001-04
974,Western and Rift Valley,Trans Mara,Long Rains,3,2,2,-2.2061290594745246,-1.1030645297372623,2003-03,2003-05
975,Western and Rift Valley,Trans Mara,Long Rains,3,3,1,-1.3675348636456648,-1.3675348636456648,2004-03,2004-04
976,Western and Rift Valley,Trans Mara,Long Rains,3,4,2,-2.8752732788742987,-1.4376366394371494,2005-03,2005-05
977,Western and Rift Valley,Trans Mara,Long Rains,3,5,10,-2.738009408178755,-0.27380094081787554,2008-06,2009-04
978,Western and Rift Valley,Trans Mara,Long Rains,3,6,1,-1.19973452326901,-1.19973452326901,2011-04,2011-05
979,Western and Rift Valley,Trans Mara,Long Rains,3,7,13,-8.028346134504808,-0.6175650872696006,2014-03,2015-04
980,Western and Rift Valley,Trans Mara,Long Rains,3,8,2,-2.455189982689541,-1.2275949913447706,2017-03,2017-05
981,Western and Rift Valley,Trans Mara,Long Rains,3,9,1,-1.0625440747153803,-1.0625440747153803,2019-03,2019-04
982,Western and Rift Valley,Trans Mara,Long Rains,3,10,1,-1.4842890837132776,-1.4842890837132776,2022-03,2022-04
983,Western and Rift Valley,Trans Nzoia,Long Rains,1,1,1,-2.8769359985959233,-2.8769359985959233,2000-03,2000-04
984,Western and Rift Valley,Trans Nzoia,Long Rains,1,2,1,-1.2936876464976006,-1.2936876464976006,2003-03,2003-04
985,Western and Rift Valley,Trans Nzoia,Long Rains,1,3,1,-1.1581000258892657,-1.1581000258892657,2004-03,2004-04
986,Western and Rift Valley,Trans Nzoia,Long Rains,1,4,1,-1.447886997130514,-1.447886997130514,2005-03,2005-04
987,Western and Rift Valley,Trans Nzoia,Long Rains,1,5,1,-1.276711232605281,-1.276711232605281,2007-03,2007-04
988,Western and Rift Valley,Trans Nzoia,Long Rains,1,6,1,-1.0323177186235397,-1.0323177186235397,2008-03,2008-04
989,Western and Rift Valley,Trans Nzoia,Long Rains,1,7,1,-2.352015128548436,-2.352015128548436,2009-03,2009-04
990,Western and Rift Valley,Trans Nzoia,Long Rains,1,8,9,-1.1806250402641343,-0.13118056002934825,2009-06,2010-03
991,Western and Rift Valley,Trans Nzoia,Long Rains,1,9,1,-2.239567750168823,-2.239567750168823,2012-03,2012-04
992,Western and Rift Valley,Trans Nzoia,Long Rains,1,10,1,-1.5842223110400329,-1.5842223110400329,2014-04,2014-05
993,Western and Rift Valley,Trans Nzoia,Long Rains,1,11,1,-2.5159824373682036,-2.5159824373682036,2015-03,2015-04
994,Western and Rift Valley,Trans Nzoia,Long Rains,1,12,1,-1.3139788378070216,-1.3139788378070216,2016-03,2016-04
995,Western and Rift Valley,Trans Nzoia,Long Rains,1,13,1,-1.5118422689366053,-1.5118422689366053,2017-03,2017-04
996,Western and Rift Valley,Trans Nzoia,Long Rains,1,14,1,-1.358221755042163,-1.358221755042163,2019-03,2019-04
997,Western and Rift Valley,Trans Nzoia,Long Rains,1,15,1,-1.6928982423651768,-1.6928982423651768,2021-03,2021-04
998,Western and Rift Valley,Trans Nzoia,Long Rains,1,16,1,-1.2675615593921044,-1.2675615593921044,2022-03,2022-04
999,Western and Rift Valley,Trans Nzoia,Long Rains,3,1,1,-1.3637642673428179,-1.3637642673428179,2000-05,2000-06
1000,Western and Rift Valley,Trans Nzoia,Long Rains,3,2,1,-1.124323357243453,-1.124323357243453,2003-03,2003-04
1001,Western and Rift Valley,Trans Nzoia,Long Rains,3,3,2,-3.7213693698255508,-1.8606846849127754,2005-03,2005-05
1002,Western and Rift Valley,Trans Nzoia,Long Rains,3,4,2,-2.7974843979135326,-1.3987421989567663,2007-03,2007-05
1003,Western and Rift Valley,Trans Nzoia,Long Rains,3,5,2,-2.1562530192445077,-1.0781265096222539,2008-04,2008-06
1004,Western and Rift Valley,Trans Nzoia,Long Rains,3,6,1,-1.5401622876380974,-1.5401622876380974,2009-03,2009-04
1005,Western and Rift Valley,Trans Nzoia,Long Rains,3,7,2,-2.843091970165789,-1.4215459850828944,2014-04,2014-06
1006,Western and Rift Valley,Trans Nzoia,Long Rains,3,8,1,-1.0866034310133854,-1.0866034310133854,2015-03,2015-04
1007,Western and Rift Valley,Trans Nzoia,Long Rains,3,9,1,-1.5998439908653812,-1.5998439908653812,2017-04,2017-05
1008,Western and Rift Valley,Trans Nzoia,Long Rains,3,10,1,-1.0588343964215359,-1.0588343964215359,2022-04,2022-05
1009,Western and Rift Valley,Turkana,Long Rains,1,1,12,-4.6625777868122285,-0.388548148901019,2000-03,2001-03
1010,Western and Rift Valley,Turkana,Long Rains,1,2,1,-1.4061751526846586,-1.4061751526846586,2001-05,2001-06
1011,Western and Rift Valley,Turkana,Long Rains,1,3,9,-1.0463520599645395,-0.11626133999605995,2003-06,2004-03
1012,Western and Rift Valley,Turkana,Long Rains,1,4,9,-1.3790758604114997,-0.1532306511568333,2004-06,2005-03
1013,Western and Rift Valley,Turkana,Long Rains,1,5,9,-1.0892470522216113,-0.1210274502468457,2006-06,2007-03
1014,Western and Rift Valley,Turkana,Long Rains,1,6,10,-2.683973536606796,-0.26839735366067957,2008-05,2009-03
1015,Western and Rift Valley,Turkana,Long Rains,1,7,9,-1.1230413448148941,-0.12478237164609934,2009-06,2010-03
1016,Western and Rift Valley,Turkana,Long Rains,1,8,9,-1.0234293147243754,-0.11371436830270837,2010-06,2011-03
1017,Western and Rift Valley,Turkana,Long Rains,1,9,11,-3.407717423647553,-0.30979249305886847,2014-05,2015-04
1018,Western and Rift Valley,Turkana,Long Rains,1,10,9,-1.5676111049609514,-0.17417901166232794,2017-06,2018-03
1019,Western and Rift Valley,Turkana,Long Rains,1,11,1,-1.142090016156612,-1.142090016156612,2019-05,2019-06
1020,Western and Rift Valley,Turkana,Long Rains,1,12,9,-1.4850533352806272,-0.16500592614229193,2021-06,2022-03
1021,Western and Rift Valley,Turkana,Long Rains,1,13,9,-1.5070164323152957,-0.1674462702572551,2022-06,2023-03
1022,Western and Rift Valley,Turkana,Long Rains,1,14,1,-2.3362822479332324,-2.3362822479332324,2023-05,2023-06
1023,Western and Rift Valley,Turkana,Long Rains,3,1,11,-5.371737854076233,-0.4883398049160212,2000-05,2001-04
1024,Western and Rift Valley,Turkana,Long Rains,3,2,1,-1.2205240475805206,-1.2205240475805206,2005-03,2005-04
1025,Western and Rift Valley,Turkana,Long Rains,3,3,1,-1.0334259920504367,-1.0334259920504367,2007-03,2007-04
1026,Western and Rift Valley,Turkana,Long Rains,3,4,10,-3.676060323355999,-0.3676060323355999,2008-06,2009-04
1027,Western and Rift Valley,Turkana,Long Rains,3,5,10,-2.439412200790116,-0.2439412200790116,2011-06,2012-04
1028,Western and Rift Valley,Turkana,Long Rains,3,6,10,-3.9085835432463227,-0.3908583543246323,2014-06,2015-04
1029,Western and Rift Valley,Turkana,Long Rains,3,7,11,-3.9473657677368896,-0.3588514334306263,2017-04,2018-03
1030,Western and Rift Valley,Uasin Gishu,Long Rains,1,1,1,-2.532345407381503,-2.532345407381503,2000-03,2000-04
1031,Western and Rift Valley,Uasin Gishu,Long Rains,1,2,1,-1.330836622783954,-1.330836622783954,2007-03,2007-04
1032,Western and Rift Valley,Uasin Gishu,Long Rains,1,3,1,-2.046035087732486,-2.046035087732486,2009-03,2009-04
1033,Western and Rift Valley,Uasin Gishu,Long Rains,1,4,9,-1.4451821587523994,-0.16057579541693326,2009-06,2010-03
1034,Western and Rift Valley,Uasin Gishu,Long Rains,1,5,1,-1.9206792056874393,-1.9206792056874393,2012-03,2012-04
1035,Western and Rift Valley,Uasin Gishu,Long Rains,1,6,1,-1.263891167365078,-1.263891167365078,2014-04,2014-05
1036,Western and Rift Valley,Uasin Gishu,Long Rains,1,7,1,-2.1634198594490233,-2.1634198594490233,2015-03,2015-04
1037,Western and Rift Valley,Uasin Gishu,Long Rains,1,8,1,-1.1434740643338341,-1.1434740643338341,2016-03,2016-04
1038,Western and Rift Valley,Uasin Gishu,Long Rains,1,9,1,-1.8231826704789087,-1.8231826704789087,2017-03,2017-04
1039,Western and Rift Valley,Uasin Gishu,Long Rains,1,10,1,-1.7813693581622487,-1.7813693581622487,2019-03,2019-04
1040,Western and Rift Valley,Uasin Gishu,Long Rains,1,11,1,-1.7530302326994378,-1.7530302326994378,2021-03,2021-04
1041,Western and Rift Valley,Uasin Gishu,Long Rains,1,12,1,-1.3178188237024626,-1.3178188237024626,2022-03,2022-04
1042,Western and Rift Valley,Uasin Gishu,Long Rains,3,1,1,-1.7340139217187884,-1.7340139217187884,2000-05,2000-06
1043,Western and Rift Valley,Uasin Gishu,Long Rains,3,2,2,-2.613200433941416,-1.306600216970708,2005-03,2005-05
1044,Western and Rift Valley,Uasin Gishu,Long Rains,3,3,1,-1.3014895478517616,-1.3014895478517616,2007-03,2007-04
1045,Western and Rift Valley,Uasin Gishu,Long Rains,3,4,11,-4.533771545085193,-0.4121610495531993,2008-06,2009-05
1046,Western and Rift Valley,Uasin Gishu,Long Rains,3,5,1,-1.0116388693501521,-1.0116388693501521,2012-03,2012-04
1047,Western and Rift Valley,Uasin Gishu,Long Rains,3,6,12,-5.064987545331822,-0.42208229544431847,2014-04,2015-04
1048,Western and Rift Valley,Uasin Gishu,Long Rains,3,7,2,-2.6725846128222157,-1.3362923064111079,2017-04,2017-06
1049,Western and Rift Valley,Uasin Gishu,Long Rains,3,8,1,-1.6330550479597505,-1.6330550479597505,2019-05,2019-06
1050,Western and Rift Valley,Uasin Gishu,Long Rains,3,9,1,-1.140338951670913,-1.140338951670913,2022-04,2022-05
1051,Western and Rift Valley,Vihiga,Long Rains,1,1,1,-1.5640007664522064,-1.5640007664522064,2000-03,2000-04
1052,Western and Rift Valley,Vihiga,Long Rains,1,2,9,-1.1135176553979407,-0.12372418393310453,2000-06,2001-03
1053,Western and Rift Valley,Vihiga,Long Rains,1,3,9,-1.443539067298432,-0.16039322969982578,2002-06,2003-03
1054,Western and Rift Valley,Vihiga,Long Rains,1,4,10,-3.6709160705375345,-0.36709160705375343,2004-05,2005-03
1055,Western and Rift Valley,Vihiga,Long Rains,1,5,9,-1.6483061059806268,-0.18314512288673632,2005-06,2006-03
1056,Western and Rift Valley,Vihiga,Long Rains,1,6,9,-1.0401607537186779,-0.1155734170798531,2007-06,2008-03
1057,Western and Rift Valley,Vihiga,Long Rains,1,7,10,-2.6970394806643747,-0.2697039480664375,2008-06,2009-04
1058,Western and Rift Valley,Vihiga,Long Rains,1,8,9,-2.1577726492399067,-0.23975251658221186,2009-06,2010-03
1059,Western and Rift Valley,Vihiga,Long Rains,1,9,1,-1.71703396930353,-1.71703396930353,2012-03,2012-04
1060,Western and Rift Valley,Vihiga,Long Rains,1,10,9,-1.2221499436348147,-0.13579443818164608,2013-06,2014-03
1061,Western and Rift Valley,Vihiga,Long Rains,1,11,1,-1.4219435399880818,-1.4219435399880818,2015-03,2015-04
1062,Western and Rift Valley,Vihiga,Long Rains,1,12,1,-1.0649973706598688,-1.0649973706598688,2016-03,2016-04
1063,Western and Rift Valley,Vihiga,Long Rains,1,13,10,-2.660646084225969,-0.26606460842259694,2016-06,2017-04
1064,Western and Rift Valley,Vihiga,Long Rains,1,14,1,-1.6833434207854263,-1.6833434207854263,2019-03,2019-04
1065,Western and Rift Valley,Vihiga,Long Rains,1,15,9,-1.2143385417397519,-0.13492650463775022,2021-06,2022-03
1066,Western and Rift Valley,Vihiga,Long Rains,1,16,9,-1.4772952444595266,-0.16414391605105852,2022-06,2023-03
1067,Western and Rift Valley,Vihiga,Long Rains,3,1,1,-1.1018066004752756,-1.1018066004752756,2000-05,2000-06
1068,Western and Rift Valley,Vihiga,Long Rains,3,2,1,-1.0169938713550308,-1.0169938713550308,2001-03,2001-04
1069,Western and Rift Valley,Vihiga,Long Rains,3,3,11,-5.492358951510313,-0.49930535922821023,2004-06,2005-05
1070,Western and Rift Valley,Vihiga,Long Rains,3,4,1,-1.0752765827990887,-1.0752765827990887,2007-04,2007-05
1071,Western and Rift Valley,Vihiga,Long Rains,3,5,11,-3.290870849260961,-0.2991700772055419,2007-06,2008-05
1072,Western and Rift Valley,Vihiga,Long Rains,3,6,2,-2.8516277989647434,-1.4258138994823717,2009-03,2009-05
1073,Western and Rift Valley,Vihiga,Long Rains,3,7,1,-1.0030732884280946,-1.0030732884280946,2010-03,2010-04
1074,Western and Rift Valley,Vihiga,Long Rains,3,8,1,-1.1293146864574282,-1.1293146864574282,2011-04,2011-05
1075,Western and Rift Valley,Vihiga,Long Rains,3,9,1,-1.0035416288237435,-1.0035416288237435,2012-03,2012-04
1076,Western and Rift Valley,Vihiga,Long Rains,3,10,2,-3.453500252839846,-1.726750126419923,2014-03,2014-05
1077,Western and Rift Valley,Vihiga,Long Rains,3,11,1,-1.465756261042075,-1.465756261042075,2017-04,2017-05
1078,Western and Rift Valley,Vihiga,Long Rains,3,12,1,-1.559993960241847,-1.559993960241847,2019-04,2019-05
1079,Western and Rift Valley,West Pokot,Long Rains,1,1,1,-2.2319380541210516,-2.2319380541210516,2000-03,2000-04
1080,Western and Rift Valley,West Pokot,Long Rains,1,2,10,-2.177386209940974,-0.2177386209940974,2004-06,2005-04
1081,Western and Rift Valley,West Pokot,Long Rains,1,3,9,-1.1054270395053423,-0.1228252266117047,2006-06,2007-03
1082,Western and Rift Valley,West Pokot,Long Rains,1,4,1,-1.9492355745583574,-1.9492355745583574,2009-03,2009-04
1083,Western and Rift Valley,West Pokot,Long Rains,1,5,9,-1.2817113478505133,-0.14241237198339038,2009-06,2010-03
1084,Western and Rift Valley,West Pokot,Long Rains,1,6,1,-1.8597696983073544,-1.8597696983073544,2012-03,2012-04
1085,Western and Rift Valley,West Pokot,Long Rains,1,7,1,-1.7292365961013754,-1.7292365961013754,2014-04,2014-05
1086,Western and Rift Valley,West Pokot,Long Rains,1,8,1,-2.239479389997625,-2.239479389997625,2015-03,2015-04
1087,Western and Rift Valley,West Pokot,Long Rains,1,9,1,-1.1455519026825534,-1.1455519026825534,2016-03,2016-04
1088,Western and Rift Valley,West Pokot,Long Rains,1,10,2,-2.5763679379926527,-1.2881839689963264,2017-03,2017-05
1089,Western and Rift Valley,West Pokot,Long Rains,1,11,9,-1.0901905507049117,-0.12113228341165685,2017-06,2018-03
1090,Western and Rift Valley,West Pokot,Long Rains,1,12,1,-1.5389319994997206,-1.5389319994997206,2021-03,2021-04
1091,Western and Rift Valley,West Pokot,Long Rains,1,13,1,-1.4203080792119624,-1.4203080792119624,2022-03,2022-04
1092,Western and Rift Valley,West Pokot,Long Rains,1,14,9,-1.3665502566198402,-0.15183891740220445,2022-06,2023-03
1093,Western and Rift Valley,West Pokot,Long Rains,3,1,10,-2.9881778145836453,-0.2988177814583645,2000-05,2001-03
1094,Western and Rift Valley,West Pokot,Long Rains,3,2,2,-2.9271836619562555,-1.4635918309781277,2005-03,2005-05
1095,Western and Rift Valley,West Pokot,Long Rains,3,3,1,-1.3160973320981504,-1.3160973320981504,2007-03,2007-04
1096,Western and Rift Valley,West Pokot,Long Rains,3,4,10,-2.7426189083987507,-0.27426189083987507,2008-06,2009-04
1097,Western and Rift Valley,West Pokot,Long Rains,3,5,1,-1.0651285497937655,-1.0651285497937655,2012-03,2012-04
1098,Western and Rift Valley,West Pokot,Long Rains,3,6,12,-6.997462285017328,-0.5831218570847773,2014-04,2015-04
1099,Western and Rift Valley,West Pokot,Long Rains,3,7,2,-2.752340060691789,-1.3761700303458946,2017-04,2017-06
1100,Western and Rift Valley,West Pokot,Long Rains,3,8,1,-1.1409485583584145,-1.1409485583584145,2019-05,2019-06
1101,Western and Rift Valley,West Pokot,Long Rains,3,9,1,-1.314078240111138,-1.314078240111138,2022-04,2022-05
