,region,admin2_name,season,spi_scale,Drought Event,Drought Duration,Drought Severity,Drought Intensity,Drought Event_start,Drought Event_end
452,Eastern and Northern Kenya,Moyale,Short Rains,1,4,10,-1.8180380663793958,-0.18180380663793957,2007-12,2008-10
453,Eastern and Northern Kenya,Moyale,Short Rains,1,5,10,-1.9179019684965597,-0.19179019684965598,2008-12,2009-10
454,Eastern and Northern Kenya,Moyale,Short Rains,1,6,10,-1.8007163655002871,-0.18007163655002872,2010-12,2011-10
455,Eastern and Northern Kenya,Moyale,Short Rains,1,7,10,-1.6948954055928498,-0.16948954055928497,2013-12,2014-10
456,Eastern and Northern Kenya,Moyale,Short Rains,1,8,10,-1.0194039917624167,-0.10194039917624168,2014-12,2015-10
457,Eastern and Northern Kenya,Moyale,Short Rains,1,9,10,-1.7978883946651878,-0.17978883946651877,2017-12,2018-10
458,Eastern and Northern Kenya,Moyale,Short Rains,1,10,0,-1.3385771031808766,0.0,2023-12,2023-12
459,Eastern and Northern Kenya,Moyale,Short Rains,3,1,11,-2.150883532172327,-0.19553486656112062,2000-12,2001-11
460,Eastern and Northern Kenya,Moyale,Short Rains,3,2,11,-2.5016984127745583,-0.22742712843405075,2005-11,2006-10
461,Eastern and Northern Kenya,Moyale,Short Rains,3,3,12,-3.5949498451245963,-0.299579153760383,2010-10,2011-10
462,Eastern and Northern Kenya,Moyale,Short Rains,3,4,1,-1.0945443879440266,-1.0945443879440266,2014-11,2014-12
463,Eastern and Northern Kenya,Moyale,Short Rains,3,5,22,-4.412241847477651,-0.20055644761262048,2020-12,2022-10
464,Eastern and Northern Kenya,Mwingi,Long Rains,1,1,9,-1.4267078251850818,-0.1585230916872313,2000-06,2001-03
465,Eastern and Northern Kenya,Mwingi,Long Rains,1,2,9,-1.2826196653476911,-0.14251329614974345,2001-06,2002-03
466,Eastern and Northern Kenya,Mwingi,Long Rains,1,3,9,-1.3825292854749538,-0.15361436505277265,2002-06,2003-03
467,Eastern and Northern Kenya,Mwingi,Long Rains,1,4,9,-1.458771139460193,-0.16208568216224367,2003-06,2004-03
468,Eastern and Northern Kenya,Mwingi,Long Rains,1,5,9,-1.4173903894104414,-0.1574878210456046,2004-06,2005-03
469,Eastern and Northern Kenya,Mwingi,Long Rains,1,6,9,-1.3269024439159764,-0.14743360487955293,2005-06,2006-03
470,Eastern and Northern Kenya,Mwingi,Long Rains,1,7,9,-1.3745560766358316,-0.15272845295953685,2006-06,2007-03
471,Eastern and Northern Kenya,Mwingi,Long Rains,1,8,9,-1.373478426042987,-0.15260871400477635,2007-06,2008-03
472,Eastern and Northern Kenya,Mwingi,Long Rains,1,9,9,-1.4649077689379844,-0.16276752988199827,2008-06,2009-03
473,Eastern and Northern Kenya,Mwingi,Long Rains,1,10,9,-1.4431439167764046,-0.16034932408626718,2009-06,2010-03
474,Eastern and Northern Kenya,Mwingi,Long Rains,1,11,9,-1.3913490555510233,-0.15459433950566925,2010-06,2011-03
475,Eastern and Northern Kenya,Mwingi,Long Rains,1,12,9,-1.3314885047152782,-0.14794316719058648,2011-06,2012-03
476,Eastern and Northern Kenya,Mwingi,Long Rains,1,13,9,-1.292122367238024,-0.143569151915336,2012-06,2013-03
477,Eastern and Northern Kenya,Mwingi,Long Rains,1,14,9,-1.4170993600666009,-0.15745548445184454,2013-06,2014-03
478,Eastern and Northern Kenya,Mwingi,Long Rains,1,15,9,-1.12991505935438,-0.12554611770604224,2014-06,2015-03
479,Eastern and Northern Kenya,Mwingi,Long Rains,1,16,9,-1.4279535410614175,-0.1586615045623797,2015-06,2016-03
480,Eastern and Northern Kenya,Mwingi,Long Rains,1,17,9,-1.3338136441625006,-0.14820151601805562,2016-06,2017-03
481,Eastern and Northern Kenya,Mwingi,Long Rains,1,18,9,-1.455873181624526,-0.16176368684716957,2017-06,2018-03
482,Eastern and Northern Kenya,Mwingi,Long Rains,1,19,9,-1.0218264028640116,-0.11353626698489018,2018-06,2019-03
483,Eastern and Northern Kenya,Mwingi,Long Rains,1,20,9,-1.2443889305639897,-0.1382654367293322,2019-06,2020-03
484,Eastern and Northern Kenya,Mwingi,Long Rains,1,21,9,-1.0948682623455417,-0.12165202914950463,2020-06,2021-03
485,Eastern and Northern Kenya,Mwingi,Long Rains,1,22,9,-1.4932628445758456,-0.16591809384176062,2021-06,2022-03
486,Eastern and Northern Kenya,Mwingi,Long Rains,1,23,9,-1.4619669764876835,-0.16244077516529817,2022-06,2023-03
487,Eastern and Northern Kenya,Mwingi,Long Rains,1,24,0,-1.175123864584428,0.0,2023-06,2023-06
488,Eastern and Northern Kenya,Mwingi,Long Rains,3,1,1,-1.266700011537298,-1.266700011537298,2002-03,2002-04
489,Eastern and Northern Kenya,Mwingi,Long Rains,3,2,1,-1.296923989681083,-1.296923989681083,2003-03,2003-04
490,Eastern and Northern Kenya,Mwingi,Long Rains,3,3,1,-1.0964534187514563,-1.0964534187514563,2004-03,2004-04
491,Eastern and Northern Kenya,Mwingi,Long Rains,3,4,1,-2.166680073974989,-2.166680073974989,2005-03,2005-04
492,Eastern and Northern Kenya,Mwingi,Long Rains,3,5,1,-2.4695972155938533,-2.4695972155938533,2009-03,2009-04
493,Eastern and Northern Kenya,Mwingi,Long Rains,3,6,1,-1.5345929520479658,-1.5345929520479658,2011-03,2011-04
494,Eastern and Northern Kenya,Mwingi,Long Rains,3,7,1,-1.5952135380288008,-1.5952135380288008,2012-03,2012-04
495,Eastern and Northern Kenya,Mwingi,Long Rains,3,8,1,-1.6644569715874837,-1.6644569715874837,2015-03,2015-04
496,Eastern and Northern Kenya,Mwingi,Long Rains,3,9,1,-1.2619519786589664,-1.2619519786589664,2016-03,2016-04
497,Eastern and Northern Kenya,Mwingi,Long Rains,3,10,1,-1.700025474045694,-1.700025474045694,2017-03,2017-04
498,Eastern and Northern Kenya,Mwingi,Long Rains,3,11,1,-1.7540580136982555,-1.7540580136982555,2019-03,2019-04
499,Eastern and Northern Kenya,Mwingi,Long Rains,3,12,1,-1.7366167301804938,-1.7366167301804938,2021-03,2021-04
500,Eastern and Northern Kenya,Mwingi,Long Rains,3,13,1,-1.363481002277048,-1.363481002277048,2022-03,2022-04
501,Eastern and Northern Kenya,Mwingi,Long Rains,3,14,1,-1.204214041352181,-1.204214041352181,2023-03,2023-04
502,Eastern and Northern Kenya,Mwingi,Short Rains,1,1,1,-1.2111456322772258,-1.2111456322772258,2000-10,2000-11
503,Eastern and Northern Kenya,Mwingi,Short Rains,1,2,1,-1.4498146174034148,-1.4498146174034148,2001-10,2001-11
504,Eastern and Northern Kenya,Mwingi,Short Rains,1,3,1,-1.0314243630806694,-1.0314243630806694,2005-10,2005-11
505,Eastern and Northern Kenya,Mwingi,Short Rains,1,4,10,-1.7183343222205403,-0.17183343222205402,2005-12,2006-10
506,Eastern and Northern Kenya,Mwingi,Short Rains,1,5,10,-1.5565580175047034,-0.15565580175047034,2008-12,2009-10
507,Eastern and Northern Kenya,Mwingi,Short Rains,1,6,1,-1.2394983053720416,-1.2394983053720416,2010-10,2010-11
508,Eastern and Northern Kenya,Mwingi,Short Rains,1,7,10,-1.0540312574688921,-0.10540312574688922,2010-12,2011-10
509,Eastern and Northern Kenya,Mwingi,Short Rains,1,8,1,-1.365020849701162,-1.365020849701162,2013-10,2013-11
510,Eastern and Northern Kenya,Mwingi,Short Rains,1,9,1,-1.074080836279644,-1.074080836279644,2014-10,2014-11
511,Eastern and Northern Kenya,Mwingi,Short Rains,1,10,1,-1.4961039545299095,-1.4961039545299095,2016-10,2016-11
512,Eastern and Northern Kenya,Mwingi,Short Rains,1,11,10,-1.0880171609906932,-0.10880171609906933,2016-12,2017-10
513,Eastern and Northern Kenya,Mwingi,Short Rains,1,12,11,-3.023534485066673,-0.27486677136969756,2017-12,2018-11
514,Eastern and Northern Kenya,Mwingi,Short Rains,1,13,1,-1.1204716392533904,-1.1204716392533904,2020-10,2020-11
515,Eastern and Northern Kenya,Mwingi,Short Rains,1,14,1,-1.2041197996230875,-1.2041197996230875,2021-10,2021-11
516,Eastern and Northern Kenya,Mwingi,Short Rains,1,15,1,-1.4636108419200642,-1.4636108419200642,2022-10,2022-11
517,Eastern and Northern Kenya,Mwingi,Short Rains,3,1,12,-4.5923961145291,-0.38269967621075834,2005-11,2006-11
518,Eastern and Northern Kenya,Mwingi,Short Rains,3,2,10,-1.3422960379019386,-0.13422960379019386,2010-12,2011-10
519,Eastern and Northern Kenya,Mwingi,Short Rains,3,3,2,-3.408241769378294,-1.704120884689147,2018-10,2018-12
520,Eastern and Northern Kenya,Mwingi,Short Rains,3,4,1,-1.0440730922312529,-1.0440730922312529,2021-11,2021-12
521,Eastern and Northern Kenya,Tharaka,Long Rains,1,1,9,-1.471493130792194,-0.16349923675468822,2000-06,2001-03
522,Eastern and Northern Kenya,Tharaka,Long Rains,1,2,9,-1.3273579477812776,-0.14748421642014195,2001-06,2002-03
523,Eastern and Northern Kenya,Tharaka,Long Rains,1,3,9,-1.4143566789749156,-0.15715074210832394,2002-06,2003-03
524,Eastern and Northern Kenya,Tharaka,Long Rains,1,4,9,-1.499761664984108,-0.16664018499823421,2003-06,2004-03
525,Eastern and Northern Kenya,Tharaka,Long Rains,1,5,9,-1.4469407169129713,-0.16077119076810792,2004-06,2005-03
526,Eastern and Northern Kenya,Tharaka,Long Rains,1,6,9,-1.3703755974464917,-0.15226395527183242,2005-06,2006-03
527,Eastern and Northern Kenya,Tharaka,Long Rains,1,7,9,-1.4105155299535654,-0.1567239477726184,2006-06,2007-03
528,Eastern and Northern Kenya,Tharaka,Long Rains,1,8,9,-1.2401794631379377,-0.1377977181264375,2007-06,2008-03
529,Eastern and Northern Kenya,Tharaka,Long Rains,1,9,9,-1.4239432362879656,-0.1582159151431073,2008-06,2009-03
530,Eastern and Northern Kenya,Tharaka,Long Rains,1,10,9,-1.5231250182221032,-0.16923611313578923,2009-06,2010-03
531,Eastern and Northern Kenya,Tharaka,Long Rains,1,11,9,-1.4483595718350684,-0.1609288413150076,2010-06,2011-03
532,Eastern and Northern Kenya,Tharaka,Long Rains,1,12,9,-1.2447817772874834,-0.13830908636527595,2011-06,2012-03
533,Eastern and Northern Kenya,Tharaka,Long Rains,1,13,9,-1.248209894890528,-0.13868998832116977,2012-06,2013-03
534,Eastern and Northern Kenya,Tharaka,Long Rains,1,14,9,-1.4468727695446653,-0.16076364106051835,2013-06,2014-03
535,Eastern and Northern Kenya,Tharaka,Long Rains,1,15,9,-1.200357883382415,-0.13337309815360165,2014-06,2015-03
536,Eastern and Northern Kenya,Tharaka,Long Rains,1,16,9,-1.4126855060645462,-0.15696505622939402,2015-06,2016-03
537,Eastern and Northern Kenya,Tharaka,Long Rains,1,17,9,-1.3740330163664467,-0.1526703351518274,2016-06,2017-03
538,Eastern and Northern Kenya,Tharaka,Long Rains,1,18,9,-1.528059169683115,-0.16978435218701277,2017-06,2018-03
539,Eastern and Northern Kenya,Tharaka,Long Rains,1,19,9,-1.0020347964733718,-0.11133719960815242,2018-06,2019-03
540,Eastern and Northern Kenya,Tharaka,Long Rains,1,20,9,-1.1508129130288185,-0.1278681014476465,2019-06,2020-03
541,Eastern and Northern Kenya,Tharaka,Long Rains,1,21,9,-1.121721493825207,-0.1246357215361341,2020-06,2021-03
542,Eastern and Northern Kenya,Tharaka,Long Rains,1,22,9,-1.5360143330241252,-0.1706682592249028,2021-06,2022-03
543,Eastern and Northern Kenya,Tharaka,Long Rains,1,23,9,-1.5067912185168237,-0.1674212465018693,2022-06,2023-03
544,Eastern and Northern Kenya,Tharaka,Long Rains,1,24,0,-1.1511129140008434,0.0,2023-06,2023-06
545,Eastern and Northern Kenya,Tharaka,Long Rains,3,1,1,-1.1895043459921892,-1.1895043459921892,2002-03,2002-04
546,Eastern and Northern Kenya,Tharaka,Long Rains,3,2,1,-1.0364572258041571,-1.0364572258041571,2003-03,2003-04
547,Eastern and Northern Kenya,Tharaka,Long Rains,3,3,1,-1.044865984076897,-1.044865984076897,2004-03,2004-04
548,Eastern and Northern Kenya,Tharaka,Long Rains,3,4,1,-1.9308789883993336,-1.9308789883993336,2005-03,2005-04
549,Eastern and Northern Kenya,Tharaka,Long Rains,3,5,2,-3.5590462141922456,-1.7795231070961228,2009-03,2009-05
550,Eastern and Northern Kenya,Tharaka,Long Rains,3,6,1,-1.371333991289434,-1.371333991289434,2011-03,2011-04
551,Eastern and Northern Kenya,Tharaka,Long Rains,3,7,1,-1.5112219360470611,-1.5112219360470611,2012-03,2012-04
552,Eastern and Northern Kenya,Tharaka,Long Rains,3,8,1,-1.2689506109078441,-1.2689506109078441,2014-03,2014-04
553,Eastern and Northern Kenya,Tharaka,Long Rains,3,9,1,-1.7788015133184754,-1.7788015133184754,2015-03,2015-04
554,Eastern and Northern Kenya,Tharaka,Long Rains,3,10,1,-1.6031332138741914,-1.6031332138741914,2016-03,2016-04
555,Eastern and Northern Kenya,Tharaka,Long Rains,3,11,1,-1.8608364208886374,-1.8608364208886374,2017-03,2017-04
556,Eastern and Northern Kenya,Tharaka,Long Rains,3,12,1,-1.6338355316953597,-1.6338355316953597,2019-03,2019-04
557,Eastern and Northern Kenya,Tharaka,Long Rains,3,13,1,-1.4703888532447489,-1.4703888532447489,2021-03,2021-04
558,Eastern and Northern Kenya,Tharaka,Long Rains,3,14,1,-1.2572308027701187,-1.2572308027701187,2023-03,2023-04
559,Eastern and Northern Kenya,Tharaka,Short Rains,1,1,1,-1.1218471267391226,-1.1218471267391226,2000-10,2000-11
560,Eastern and Northern Kenya,Tharaka,Short Rains,1,2,1,-1.421779014954486,-1.421779014954486,2001-10,2001-11
561,Eastern and Northern Kenya,Tharaka,Short Rains,1,3,10,-1.1670196204750818,-0.11670196204750818,2001-12,2002-10
562,Eastern and Northern Kenya,Tharaka,Short Rains,1,4,10,-1.7921375132708184,-0.17921375132708184,2005-12,2006-10
563,Eastern and Northern Kenya,Tharaka,Short Rains,1,5,10,-1.6184938680356367,-0.16184938680356367,2008-12,2009-10
564,Eastern and Northern Kenya,Tharaka,Short Rains,1,6,10,-1.5321776178024156,-0.15321776178024155,2010-12,2011-10
565,Eastern and Northern Kenya,Tharaka,Short Rains,1,7,1,-1.3903907306972505,-1.3903907306972505,2013-10,2013-11
566,Eastern and Northern Kenya,Tharaka,Short Rains,1,8,1,-1.747106412594017,-1.747106412594017,2016-10,2016-11
567,Eastern and Northern Kenya,Tharaka,Short Rains,1,9,10,-1.3813229429833105,-0.13813229429833104,2016-12,2017-10
568,Eastern and Northern Kenya,Tharaka,Short Rains,1,10,11,-3.1544981983026137,-0.28677256348205576,2017-12,2018-11
569,Eastern and Northern Kenya,Tharaka,Short Rains,1,11,1,-1.0312700566785447,-1.0312700566785447,2020-10,2020-11
570,Eastern and Northern Kenya,Tharaka,Short Rains,1,12,1,-1.1634866557210044,-1.1634866557210044,2021-10,2021-11
571,Eastern and Northern Kenya,Tharaka,Short Rains,1,13,1,-1.584633971887655,-1.584633971887655,2022-10,2022-11
572,Eastern and Northern Kenya,Tharaka,Short Rains,3,1,11,-2.5737863675238843,-0.23398057886580767,2005-11,2006-10
573,Eastern and Northern Kenya,Tharaka,Short Rains,3,2,1,-1.1674014489260967,-1.1674014489260967,2010-10,2010-11
574,Eastern and Northern Kenya,Tharaka,Short Rains,3,3,10,-1.5000272857185533,-0.15000272857185531,2010-12,2011-10
575,Eastern and Northern Kenya,Tharaka,Short Rains,3,4,10,-1.1153623405731512,-0.11153623405731512,2013-12,2014-10
576,Eastern and Northern Kenya,Tharaka,Short Rains,3,5,1,-2.2289151160525096,-2.2289151160525096,2018-11,2018-12
577,Eastern and Northern Kenya,Tharaka,Short Rains,3,6,12,-3.9517785518083235,-0.3293148793173603,2020-12,2021-12
578,Eastern and Northern Kenya,Wajir,Long Rains,1,1,9,-1.2113619753418694,-0.13459577503798548,2000-06,2001-03
579,Eastern and Northern Kenya,Wajir,Long Rains,1,2,9,-1.2318000054239284,-0.1368666672693254,2001-06,2002-03
580,Eastern and Northern Kenya,Wajir,Long Rains,1,3,9,-1.2034609035307355,-0.13371787817008174,2002-06,2003-03
581,Eastern and Northern Kenya,Wajir,Long Rains,1,4,9,-1.201689332145013,-0.13352103690500144,2003-06,2004-03
582,Eastern and Northern Kenya,Wajir,Long Rains,1,5,9,-1.1975201850129538,-0.13305779833477263,2004-06,2005-03
583,Eastern and Northern Kenya,Wajir,Long Rains,1,6,9,-1.1384864816802818,-0.12649849796447576,2005-06,2006-03
584,Eastern and Northern Kenya,Wajir,Long Rains,1,7,9,-1.2452310200489762,-0.13835900222766404,2006-06,2007-03
585,Eastern and Northern Kenya,Wajir,Long Rains,1,8,9,-1.047912723478294,-0.11643474705314377,2007-06,2008-03
586,Eastern and Northern Kenya,Wajir,Long Rains,1,9,9,-1.0076512368349533,-0.11196124853721703,2008-06,2009-03
587,Eastern and Northern Kenya,Wajir,Long Rains,1,10,9,-1.2201349870242173,-0.13557055411380192,2009-06,2010-03
588,Eastern and Northern Kenya,Wajir,Long Rains,1,11,9,-1.2357005752152568,-0.1373000639128063,2010-06,2011-03
589,Eastern and Northern Kenya,Wajir,Long Rains,1,12,9,-1.207807762023724,-0.13420086244708043,2011-06,2012-03
590,Eastern and Northern Kenya,Wajir,Long Rains,1,13,9,-1.2452698910456979,-0.13836332122729977,2012-06,2013-03
591,Eastern and Northern Kenya,Wajir,Long Rains,1,14,9,-1.1705035335790657,-0.13005594817545174,2013-06,2014-03
592,Eastern and Northern Kenya,Wajir,Long Rains,1,15,9,-1.1498401431731704,-0.12776001590813005,2014-06,2015-03
593,Eastern and Northern Kenya,Wajir,Long Rains,1,16,9,-1.198274563438063,-0.13314161815978476,2015-06,2016-03
594,Eastern and Northern Kenya,Wajir,Long Rains,1,17,9,-1.1613234640723498,-0.12903594045248332,2016-06,2017-03
595,Eastern and Northern Kenya,Wajir,Long Rains,1,18,9,-1.1634233410250374,-0.12926926011389306,2017-06,2018-03
596,Eastern and Northern Kenya,Wajir,Long Rains,1,19,9,-1.1851134742175162,-0.13167927491305736,2018-06,2019-03
597,Eastern and Northern Kenya,Wajir,Long Rains,1,20,9,-1.249751494039531,-0.13886127711550345,2019-06,2020-03
598,Eastern and Northern Kenya,Wajir,Long Rains,1,21,9,-1.2122581334988949,-0.13469534816654388,2020-06,2021-03
599,Eastern and Northern Kenya,Wajir,Long Rains,1,22,9,-1.2066578539725699,-0.1340730948858411,2021-06,2022-03
600,Eastern and Northern Kenya,Wajir,Long Rains,1,23,9,-1.2183973129007066,-0.13537747921118962,2022-06,2023-03
601,Eastern and Northern Kenya,Wajir,Long Rains,1,24,0,-1.219885298081687,0.0,2023-06,2023-06
602,Eastern and Northern Kenya,Wajir,Long Rains,3,1,11,-3.5574880012057597,-0.3234080001096145,2000-05,2001-04
603,Eastern and Northern Kenya,Wajir,Long Rains,3,2,1,-1.6224566629560475,-1.6224566629560475,2002-03,2002-04
604,Eastern and Northern Kenya,Wajir,Long Rains,3,3,1,-1.6572229359969368,-1.6572229359969368,2003-03,2003-04
605,Eastern and Northern Kenya,Wajir,Long Rains,3,4,1,-2.037513860401079,-2.037513860401079,2005-03,2005-04
606,Eastern and Northern Kenya,Wajir,Long Rains,3,5,1,-1.154111981664751,-1.154111981664751,2006-03,2006-04
607,Eastern and Northern Kenya,Wajir,Long Rains,3,6,1,-1.5162262826353725,-1.5162262826353725,2007-03,2007-04
608,Eastern and Northern Kenya,Wajir,Long Rains,3,7,1,-2.0006986086511276,-2.0006986086511276,2009-03,2009-04
609,Eastern and Northern Kenya,Wajir,Long Rains,3,8,13,-7.609071203324108,-0.5853131694864698,2011-03,2012-04
610,Eastern and Northern Kenya,Wajir,Long Rains,3,9,1,-1.0625470831722368,-1.0625470831722368,2014-03,2014-04
611,Eastern and Northern Kenya,Wajir,Long Rains,3,10,1,-1.951882259529445,-1.951882259529445,2016-03,2016-04
612,Eastern and Northern Kenya,Wajir,Long Rains,3,11,1,-1.3930903885421617,-1.3930903885421617,2017-03,2017-04
613,Eastern and Northern Kenya,Wajir,Long Rains,3,12,1,-1.8813571965139406,-1.8813571965139406,2021-03,2021-04
614,Eastern and Northern Kenya,Wajir,Long Rains,3,13,1,-1.5424678923694242,-1.5424678923694242,2022-03,2022-04
615,Eastern and Northern Kenya,Wajir,Short Rains,1,1,10,-1.0557784563070136,-0.10557784563070136,2004-12,2005-10
616,Eastern and Northern Kenya,Wajir,Short Rains,1,2,10,-1.8713988679504092,-0.18713988679504093,2005-12,2006-10
617,Eastern and Northern Kenya,Wajir,Short Rains,1,3,10,-1.5281959556886358,-0.15281959556886357,2007-12,2008-10
618,Eastern and Northern Kenya,Wajir,Short Rains,1,4,10,-1.8136106380632357,-0.18136106380632358,2008-12,2009-10
619,Eastern and Northern Kenya,Wajir,Short Rains,1,5,10,-1.535863612046202,-0.1535863612046202,2010-12,2011-10
620,Eastern and Northern Kenya,Wajir,Short Rains,1,6,10,-1.0540457647464045,-0.10540457647464045,2014-12,2015-10
621,Eastern and Northern Kenya,Wajir,Short Rains,1,7,1,-1.1977394423321108,-1.1977394423321108,2016-10,2016-11
622,Eastern and Northern Kenya,Wajir,Short Rains,1,8,10,-1.7793431785889613,-0.17793431785889613,2017-12,2018-10
623,Eastern and Northern Kenya,Wajir,Short Rains,1,9,1,-1.0421614503447776,-1.0421614503447776,2021-10,2021-11
624,Eastern and Northern Kenya,Wajir,Short Rains,1,10,0,-1.2119570528039265,0.0,2023-12,2023-12
625,Eastern and Northern Kenya,Wajir,Short Rains,3,1,11,-2.2981633790867226,-0.20892394355333843,2000-12,2001-11
626,Eastern and Northern Kenya,Wajir,Short Rains,3,2,11,-3.4473733292505853,-0.3133975753864168,2005-11,2006-10
627,Eastern and Northern Kenya,Wajir,Short Rains,3,3,1,-1.2218055618499464,-1.2218055618499464,2010-10,2010-11
628,Eastern and Northern Kenya,Wajir,Short Rains,3,4,10,-1.608979714787427,-0.16089797147874269,2010-12,2011-10
629,Eastern and Northern Kenya,Wajir,Short Rains,3,5,1,-1.0924339653496802,-1.0924339653496802,2013-10,2013-11
630,Eastern and Northern Kenya,Wajir,Short Rains,3,6,1,-1.111948298966795,-1.111948298966795,2018-11,2018-12
631,Eastern and Northern Kenya,Wajir,Short Rains,3,7,12,-3.472883119920626,-0.28940692666005213,2020-12,2021-12
632,Western and Rift Valley,Baringo,Long Rains,1,1,2,-3.8687105075221164,-1.9343552537610582,2000-03,2000-05
633,Western and Rift Valley,Baringo,Long Rains,1,2,1,-1.9121961714539006,-1.9121961714539006,2009-03,2009-04
634,Western and Rift Valley,Baringo,Long Rains,1,3,9,-1.0982712245057609,-0.12203013605619566,2009-06,2010-03
635,Western and Rift Valley,Baringo,Long Rains,1,4,1,-1.0622902382990662,-1.0622902382990662,2011-04,2011-05
636,Western and Rift Valley,Baringo,Long Rains,1,5,1,-1.7027149299337931,-1.7027149299337931,2012-03,2012-04
637,Western and Rift Valley,Baringo,Long Rains,1,6,1,-1.366023964016752,-1.366023964016752,2014-04,2014-05
638,Western and Rift Valley,Baringo,Long Rains,1,7,1,-2.2841114447687825,-2.2841114447687825,2015-03,2015-04
639,Western and Rift Valley,Baringo,Long Rains,1,8,1,-1.2283681976932428,-1.2283681976932428,2016-03,2016-04
640,Western and Rift Valley,Baringo,Long Rains,1,9,2,-2.7722566250103027,-1.3861283125051513,2017-03,2017-05
641,Western and Rift Valley,Baringo,Long Rains,1,10,9,-1.0029919029214514,-0.11144354476905015,2017-06,2018-03
642,Western and Rift Valley,Baringo,Long Rains,1,11,1,-1.2457833294240266,-1.2457833294240266,2019-03,2019-04
643,Western and Rift Valley,Baringo,Long Rains,1,12,1,-1.667862648506697,-1.667862648506697,2021-03,2021-04
644,Western and Rift Valley,Baringo,Long Rains,1,13,1,-1.2850881479696792,-1.2850881479696792,2022-03,2022-04
645,Western and Rift Valley,Baringo,Long Rains,3,1,10,-3.9792930551624828,-0.3979293055162483,2000-05,2001-03
646,Western and Rift Valley,Baringo,Long Rains,3,2,12,-6.263609036045243,-0.5219674196704369,2008-05,2009-05
647,Western and Rift Valley,Baringo,Long Rains,3,3,11,-4.387243169048246,-0.3988402880952951,2014-05,2015-04
648,Western and Rift Valley,Baringo,Long Rains,3,4,11,-4.187237031471847,-0.3806579119519861,2017-04,2018-03
649,Western and Rift Valley,Baringo,Long Rains,3,5,1,-1.364366895184824,-1.364366895184824,2019-05,2019-06
650,Western and Rift Valley,Baringo,Long Rains,3,6,1,-1.1617006976313848,-1.1617006976313848,2022-04,2022-05
651,Western and Rift Valley,Bomet,Long Rains,1,1,9,-1.3585680297350788,-0.15095200330389766,2000-06,2001-03
652,Western and Rift Valley,Bomet,Long Rains,1,2,9,-1.82126857021935,-0.2023631744688167,2002-06,2003-03
653,Western and Rift Valley,Bomet,Long Rains,1,3,9,-1.1509472392297928,-0.12788302658108808,2003-06,2004-03
654,Western and Rift Valley,Bomet,Long Rains,1,4,9,-1.9888449635340586,-0.2209827737260065,2004-06,2005-03
655,Western and Rift Valley,Bomet,Long Rains,1,5,9,-1.667172131914257,-0.18524134799047298,2005-06,2006-03
656,Western and Rift Valley,Bomet,Long Rains,1,6,9,-1.6919100433799068,-0.18799000481998965,2006-06,2007-03
657,Western and Rift Valley,Bomet,Long Rains,1,7,11,-3.5053241031072027,-0.31866582755520023,2008-05,2009-04
658,Western and Rift Valley,Bomet,Long Rains,1,8,9,-2.304710669330194,-0.25607896325891044,2009-06,2010-03
659,Western and Rift Valley,Bomet,Long Rains,1,9,9,-1.0440286661492293,-0.11600318512769214,2010-06,2011-03
660,Western and Rift Valley,Bomet,Long Rains,1,10,9,-1.2110845732122695,-0.13456495257914106,2011-06,2012-03
661,Western and Rift Valley,Bomet,Long Rains,1,11,9,-1.0986465203046691,-0.12207183558940768,2013-06,2014-03
662,Western and Rift Valley,Bomet,Long Rains,1,12,1,-1.1608302771959107,-1.1608302771959107,2014-04,2014-05
663,Western and Rift Valley,Bomet,Long Rains,1,13,1,-1.2799310878551444,-1.2799310878551444,2015-03,2015-04
664,Western and Rift Valley,Bomet,Long Rains,1,14,9,-1.2225775726391137,-0.13584195251545708,2016-06,2017-03
665,Western and Rift Valley,Bomet,Long Rains,1,15,1,-1.2834793123438104,-1.2834793123438104,2019-03,2019-04
666,Western and Rift Valley,Bomet,Long Rains,1,16,9,-1.045637783818171,-0.11618197597979678,2021-06,2022-03
667,Western and Rift Valley,Bomet,Long Rains,1,17,9,-1.0254921505867907,-0.11394357228742119,2022-06,2023-03
668,Western and Rift Valley,Bomet,Long Rains,3,1,10,-2.6613472192533987,-0.2661347219253399,2000-06,2001-04
669,Western and Rift Valley,Bomet,Long Rains,3,2,1,-1.173875228583844,-1.173875228583844,2003-04,2003-05
670,Western and Rift Valley,Bomet,Long Rains,3,3,2,-2.4305880952765335,-1.2152940476382668,2005-03,2005-05
671,Western and Rift Valley,Bomet,Long Rains,3,4,1,-1.2381920801236372,-1.2381920801236372,2007-04,2007-05
672,Western and Rift Valley,Bomet,Long Rains,3,5,11,-5.384787960904107,-0.4895261782640097,2008-06,2009-05
673,Western and Rift Valley,Bomet,Long Rains,3,6,1,-1.462700271745148,-1.462700271745148,2011-04,2011-05
674,Western and Rift Valley,Bomet,Long Rains,3,7,13,-6.900109559380491,-0.5307776584138839,2014-03,2015-04
675,Western and Rift Valley,Bomet,Long Rains,3,8,1,-1.043484911855516,-1.043484911855516,2017-04,2017-05
676,Western and Rift Valley,Buret,Long Rains,1,1,1,-1.5266410807456832,-1.5266410807456832,2000-03,2000-04
677,Western and Rift Valley,Buret,Long Rains,1,2,1,-1.0081152875856831,-1.0081152875856831,2001-03,2001-04
678,Western and Rift Valley,Buret,Long Rains,1,3,10,-2.410200218412997,-0.24102002184129973,2002-06,2003-04
