,year,month,date,region,admin2_name,precipitation,season
709,2008,4,2008-04-01T00:00:00,Western and Rift Valley,Turkana,31.293803205837246,Long Rains
710,2008,5,2008-05-01T00:00:00,Western and Rift Valley,Turkana,8.517935470991251,Long Rains
711,2008,6,2008-06-01T00:00:00,Western and Rift Valley,Turkana,16.402720702046793,Long Rains
712,2008,3,2008-03-01T00:00:00,Western and Rift Valley,Uasin Gishu,109.74287269146211,Long Rains
713,2008,4,2008-04-01T00:00:00,Western and Rift Valley,Uasin Gishu,102.55498801875797,Long Rains
714,2008,5,2008-05-01T00:00:00,Western and Rift Valley,Uasin Gishu,104.32859814336113,Long Rains
715,2008,6,2008-06-01T00:00:00,Western and Rift Valley,Uasin Gishu,83.65560063153177,Long Rains
716,2008,3,2008-03-01T00:00:00,Western and Rift Valley,West Pokot,76.06257305918398,Long Rains
717,2008,4,2008-04-01T00:00:00,Western and Rift Valley,West Pokot,71.34575414949369,Long Rains
718,2008,5,2008-05-01T00:00:00,Western and Rift Valley,West Pokot,73.84020773706344,Long Rains
719,2008,6,2008-06-01T00:00:00,Western and Rift Valley,West Pokot,67.587335431621,Long Rains
720,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Vihiga,103.00990515657578,Long Rains
721,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Vihiga,268.2532041476234,Long Rains
722,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Vihiga,192.13924108529508,Long Rains
723,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Vihiga,71.09632121588136,Long Rains
724,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Narok,53.102362884257964,Long Rains
725,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Narok,110.0286458730153,Long Rains
726,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Narok,139.03968692800794,Long Rains
727,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Narok,31.11472864079621,Long Rains
728,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Trans Mara,110.88027167144305,Long Rains
729,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Trans Mara,168.33795184570832,Long Rains
730,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Trans Mara,159.30207178547602,Long Rains
731,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Trans Mara,53.93440224063462,Long Rains
732,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Bomet,79.65302042651851,Long Rains
733,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Bomet,152.596984417922,Long Rains
734,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Bomet,188.85884450788245,Long Rains
735,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Bomet,44.47722430313148,Long Rains
736,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Buret,86.6622255785993,Long Rains
737,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Buret,168.8606004888907,Long Rains
738,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Buret,242.2386866446227,Long Rains
739,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Buret,56.8080220655825,Long Rains
740,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Nandi North,72.31497926337616,Long Rains
741,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Nandi North,204.02732651102298,Long Rains
742,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Nandi North,176.78558685577858,Long Rains
743,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Nandi North,96.78655377842409,Long Rains
744,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Nandi South,75.68230525684756,Long Rains
745,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Nandi South,195.58638517775302,Long Rains
746,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Nandi South,185.09998032491714,Long Rains
747,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Nandi South,73.05740911092889,Long Rains
748,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Baringo,24.054455695110924,Long Rains
749,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Baringo,88.402322011645,Long Rains
750,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Baringo,140.75396221724827,Long Rains
751,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Baringo,45.52486699311899,Long Rains
752,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Kajiado,28.49667276331686,Long Rains
753,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Kajiado,78.13601905743359,Long Rains
754,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Kajiado,48.46579112624495,Long Rains
755,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Kajiado,10.26048085306603,Long Rains
756,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Keiyo,42.52349271631808,Long Rains
757,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Keiyo,154.0200232377886,Long Rains
758,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Keiyo,208.38640550483868,Long Rains
759,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Keiyo,53.81352609482201,Long Rains
760,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Kericho,70.81036700191598,Long Rains
761,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Kericho,155.909997812145,Long Rains
762,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Kericho,183.94020540805923,Long Rains
763,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Kericho,58.009863679977,Long Rains
764,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Koibatek,34.4451671249942,Long Rains
765,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Koibatek,99.62027036473289,Long Rains
766,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Koibatek,194.48491246167276,Long Rains
767,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Koibatek,33.09640436082426,Long Rains
768,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Laikipia,21.084916254078568,Long Rains
769,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Laikipia,71.67520606818594,Long Rains
770,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Laikipia,77.08420856896628,Long Rains
771,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Laikipia,21.786333328353674,Long Rains
772,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Marakwet,34.26133122526442,Long Rains
773,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Marakwet,164.04280606180205,Long Rains
774,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Marakwet,191.160852735252,Long Rains
775,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Marakwet,71.27672705913363,Long Rains
776,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Nakuru,34.66482925500347,Long Rains
777,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Nakuru,100.66412206444222,Long Rains
778,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Nakuru,171.8955429699855,Long Rains
779,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Nakuru,29.689877154053903,Long Rains
780,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Samburu,12.227926363594008,Long Rains
781,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Samburu,53.699592974583226,Long Rains
782,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Samburu,42.281972348059554,Long Rains
783,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Samburu,11.46961616787786,Long Rains
784,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Trans Nzoia,35.24884344271223,Long Rains
785,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Trans Nzoia,201.4983281648616,Long Rains
786,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Trans Nzoia,174.16473776748984,Long Rains
787,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Trans Nzoia,74.51843416289415,Long Rains
788,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Turkana,20.98890082564111,Long Rains
789,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Turkana,45.10605933043812,Long Rains
790,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Turkana,35.578356447599106,Long Rains
791,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Turkana,14.71115937799691,Long Rains
792,2009,3,2009-03-01T00:00:00,Western and Rift Valley,Uasin Gishu,39.39195253448135,Long Rains
793,2009,4,2009-04-01T00:00:00,Western and Rift Valley,Uasin Gishu,167.1183155488583,Long Rains
794,2009,5,2009-05-01T00:00:00,Western and Rift Valley,Uasin Gishu,159.27887136250848,Long Rains
795,2009,6,2009-06-01T00:00:00,Western and Rift Valley,Uasin Gishu,58.55388729652776,Long Rains
796,2009,3,2009-03-01T00:00:00,Western and Rift Valley,West Pokot,24.47975950107949,Long Rains
797,2009,4,2009-04-01T00:00:00,Western and Rift Valley,West Pokot,135.05603076239743,Long Rains
798,2009,5,2009-05-01T00:00:00,Western and Rift Valley,West Pokot,116.76800470324169,Long Rains
799,2009,6,2009-06-01T00:00:00,Western and Rift Valley,West Pokot,41.2531288287827,Long Rains
800,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Vihiga,255.54995486941527,Long Rains
801,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Vihiga,249.59567087655037,Long Rains
802,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Vihiga,300.02085333606647,Long Rains
803,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Vihiga,156.19832947935916,Long Rains
804,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Narok,164.53393218820716,Long Rains
805,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Narok,122.0177989706453,Long Rains
806,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Narok,140.51748682968577,Long Rains
807,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Narok,48.98482602873618,Long Rains
808,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Trans Mara,186.13548282819812,Long Rains
809,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Trans Mara,199.61995583763738,Long Rains
810,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Trans Mara,192.85318740363545,Long Rains
811,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Trans Mara,88.88992950825805,Long Rains
812,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Bomet,187.05704735474464,Long Rains
813,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Bomet,189.3529868331769,Long Rains
814,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Bomet,225.57939072966255,Long Rains
815,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Bomet,90.75999298594293,Long Rains
816,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Buret,205.39069745410666,Long Rains
817,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Buret,262.6823636414869,Long Rains
818,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Buret,313.58698650056215,Long Rains
819,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Buret,137.45996760672244,Long Rains
820,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Nandi North,182.27681984735406,Long Rains
821,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Nandi North,214.3796454323689,Long Rains
822,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Nandi North,256.66831299161686,Long Rains
823,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Nandi North,145.67251080231745,Long Rains
824,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Nandi South,180.6766146259373,Long Rains
825,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Nandi South,226.3657766372784,Long Rains
826,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Nandi South,249.14268613165385,Long Rains
827,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Nandi South,130.46245337343765,Long Rains
828,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Baringo,149.1193984251618,Long Rains
829,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Baringo,117.42430048060403,Long Rains
830,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Baringo,177.36481500986642,Long Rains
831,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Baringo,70.48443813799113,Long Rains
832,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Kajiado,165.77887402847358,Long Rains
833,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Kajiado,90.44620634371184,Long Rains
834,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Kajiado,71.05340074335425,Long Rains
835,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Kajiado,7.953664361217883,Long Rains
836,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Keiyo,186.30089026562015,Long Rains
837,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Keiyo,193.4107251425712,Long Rains
838,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Keiyo,322.6767036734614,Long Rains
839,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Keiyo,99.44105833115115,Long Rains
840,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Kericho,183.9887786384249,Long Rains
841,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Kericho,242.84444389913367,Long Rains
842,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Kericho,259.09005342650397,Long Rains
843,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Kericho,124.54173809818052,Long Rains
844,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Koibatek,183.20112375573987,Long Rains
845,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Koibatek,166.93496200825504,Long Rains
846,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Koibatek,216.7398771424506,Long Rains
847,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Koibatek,80.27663679824472,Long Rains
848,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Laikipia,135.3261957110909,Long Rains
849,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Laikipia,127.43812225989267,Long Rains
850,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Laikipia,103.44632379002431,Long Rains
851,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Laikipia,37.072283185126174,Long Rains
852,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Marakwet,181.28366695945547,Long Rains
853,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Marakwet,162.7542914009535,Long Rains
854,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Marakwet,284.2013771234052,Long Rains
855,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Marakwet,114.64757750136462,Long Rains
856,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Nakuru,178.1069537886079,Long Rains
857,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Nakuru,162.03723699748556,Long Rains
858,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Nakuru,186.0157511050426,Long Rains
859,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Nakuru,67.55255278745994,Long Rains
860,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Samburu,140.7137759598231,Long Rains
861,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Samburu,86.57752001305768,Long Rains
862,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Samburu,47.55065969186146,Long Rains
863,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Samburu,17.751856053230206,Long Rains
864,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Trans Nzoia,136.51882285594746,Long Rains
865,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Trans Nzoia,174.92752170851196,Long Rains
866,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Trans Nzoia,254.88775246111595,Long Rains
867,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Trans Nzoia,125.86580220232183,Long Rains
868,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Turkana,102.85674850444106,Long Rains
869,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Turkana,42.66991243915128,Long Rains
870,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Turkana,55.23537939666611,Long Rains
871,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Turkana,16.090330752011994,Long Rains
872,2010,3,2010-03-01T00:00:00,Western and Rift Valley,Uasin Gishu,142.63826064062906,Long Rains
873,2010,4,2010-04-01T00:00:00,Western and Rift Valley,Uasin Gishu,185.63278868738445,Long Rains
874,2010,5,2010-05-01T00:00:00,Western and Rift Valley,Uasin Gishu,235.55042031178448,Long Rains
875,2010,6,2010-06-01T00:00:00,Western and Rift Valley,Uasin Gishu,103.13814784242116,Long Rains
876,2010,3,2010-03-01T00:00:00,Western and Rift Valley,West Pokot,139.94620334181374,Long Rains
877,2010,4,2010-04-01T00:00:00,Western and Rift Valley,West Pokot,113.3616777613443,Long Rains
878,2010,5,2010-05-01T00:00:00,Western and Rift Valley,West Pokot,173.71146013542864,Long Rains
879,2010,6,2010-06-01T00:00:00,Western and Rift Valley,West Pokot,77.0182750095274,Long Rains
880,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Vihiga,172.4836830874731,Long Rains
881,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Vihiga,175.29282576706711,Long Rains
882,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Vihiga,257.7109999188897,Long Rains
883,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Vihiga,170.060603007682,Long Rains
884,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Narok,105.66996719651254,Long Rains
885,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Narok,55.9087173558068,Long Rains
886,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Narok,89.00141054869084,Long Rains
887,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Narok,64.29703644573247,Long Rains
888,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Trans Mara,131.4805453008348,Long Rains
889,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Trans Mara,113.26168268296271,Long Rains
890,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Trans Mara,164.8341774563938,Long Rains
891,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Trans Mara,100.64109512534765,Long Rains
892,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Bomet,131.64323062152408,Long Rains
893,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Bomet,97.30380801973322,Long Rains
894,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Bomet,189.02204380784897,Long Rains
895,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Bomet,83.23453863936733,Long Rains
896,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Buret,127.8883606842729,Long Rains
897,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Buret,129.77650543930312,Long Rains
898,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Buret,237.28347717274485,Long Rains
899,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Buret,119.9688986398389,Long Rains
900,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Nandi North,145.7681533632791,Long Rains
901,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Nandi North,141.15914814278818,Long Rains
902,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Nandi North,164.38589030336627,Long Rains
903,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Nandi North,198.55953879681644,Long Rains
904,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Nandi South,152.74816602174832,Long Rains
905,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Nandi South,137.92512815791713,Long Rains
906,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Nandi South,160.56443542719185,Long Rains
907,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Nandi South,159.7195146165124,Long Rains
908,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Baringo,92.64561652404696,Long Rains
909,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Baringo,46.7138995454371,Long Rains
910,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Baringo,86.6061073023162,Long Rains
911,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Baringo,105.69752468424973,Long Rains
912,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Kajiado,94.13823570842953,Long Rains
913,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Kajiado,33.41467986428364,Long Rains
914,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Kajiado,35.311078341249114,Long Rains
915,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Kajiado,9.559375701862395,Long Rains
916,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Keiyo,140.8711510333464,Long Rains
917,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Keiyo,80.80107672160264,Long Rains
918,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Keiyo,153.8571671109613,Long Rains
919,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Keiyo,126.92084097258301,Long Rains
920,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Kericho,134.70446690604416,Long Rains
921,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Kericho,103.89925756596993,Long Rains
922,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Kericho,167.42522612517305,Long Rains
923,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Kericho,136.80372506580565,Long Rains
924,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Koibatek,110.86496405950153,Long Rains
925,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Koibatek,55.63257014964496,Long Rains
926,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Koibatek,113.69440985321317,Long Rains
927,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Koibatek,117.78637922315352,Long Rains
928,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Laikipia,61.21185927529173,Long Rains
929,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Laikipia,52.99052939517021,Long Rains
930,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Laikipia,62.12545909624798,Long Rains
931,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Laikipia,69.83051214593502,Long Rains
932,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Marakwet,126.51876899922023,Long Rains
933,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Marakwet,94.66817936347707,Long Rains
934,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Marakwet,134.58804713197776,Long Rains
935,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Marakwet,153.21188395813178,Long Rains
936,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Nakuru,101.38988709220106,Long Rains
937,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Nakuru,62.52450409048642,Long Rains
938,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Nakuru,106.75390124161865,Long Rains
939,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Nakuru,111.39204493602828,Long Rains
940,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Samburu,36.721063346233976,Long Rains
941,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Samburu,43.74848101439474,Long Rains
942,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Samburu,28.549506067194343,Long Rains
943,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Samburu,28.91628611543221,Long Rains
944,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Trans Nzoia,135.30486538665966,Long Rains
945,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Trans Nzoia,105.8653412970137,Long Rains
946,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Trans Nzoia,146.10284233143676,Long Rains
947,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Trans Nzoia,168.03834207438825,Long Rains
948,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Turkana,50.64895647663581,Long Rains
949,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Turkana,25.392598168131276,Long Rains
950,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Turkana,18.64931151814527,Long Rains
951,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Turkana,27.377233149919064,Long Rains
952,2011,3,2011-03-01T00:00:00,Western and Rift Valley,Uasin Gishu,120.16829439188055,Long Rains
953,2011,4,2011-04-01T00:00:00,Western and Rift Valley,Uasin Gishu,93.8836249599305,Long Rains
954,2011,5,2011-05-01T00:00:00,Western and Rift Valley,Uasin Gishu,130.69073381009503,Long Rains
955,2011,6,2011-06-01T00:00:00,Western and Rift Valley,Uasin Gishu,138.29184935238965,Long Rains
956,2011,3,2011-03-01T00:00:00,Western and Rift Valley,West Pokot,85.94970424775354,Long Rains
957,2011,4,2011-04-01T00:00:00,Western and Rift Valley,West Pokot,70.25269526744654,Long Rains
958,2011,5,2011-05-01T00:00:00,Western and Rift Valley,West Pokot,78.29594460663098,Long Rains
959,2011,6,2011-06-01T00:00:00,Western and Rift Valley,West Pokot,106.51770751967491,Long Rains
960,2012,3,2012-03-01T00:00:00,Western and Rift Valley,Vihiga,90.95842797139483,Long Rains
961,2012,4,2012-04-01T00:00:00,Western and Rift Valley,Vihiga,340.7640953685458,Long Rains
962,2012,5,2012-05-01T00:00:00,Western and Rift Valley,Vihiga,257.33011971543664,Long Rains
963,2012,6,2012-06-01T00:00:00,Western and Rift Valley,Vihiga,241.75078516809103,Long Rains
964,2012,3,2012-03-01T00:00:00,Western and Rift Valley,Narok,68.56415289605852,Long Rains
965,2012,4,2012-04-01T00:00:00,Western and Rift Valley,Narok,323.71314050256285,Long Rains
966,2012,5,2012-05-01T00:00:00,Western and Rift Valley,Narok,133.81021004619478,Long Rains
967,2012,6,2012-06-01T00:00:00,Western and Rift Valley,Narok,60.252812750915425,Long Rains
968,2012,3,2012-03-01T00:00:00,Western and Rift Valley,Trans Mara,124.5978598341076,Long Rains
969,2012,4,2012-04-01T00:00:00,Western and Rift Valley,Trans Mara,312.0249204865899,Long Rains
970,2012,5,2012-05-01T00:00:00,Western and Rift Valley,Trans Mara,122.15462368729163,Long Rains
971,2012,6,2012-06-01T00:00:00,Western and Rift Valley,Trans Mara,135.62675677165095,Long Rains
972,2012,3,2012-03-01T00:00:00,Western and Rift Valley,Bomet,112.9115848204355,Long Rains
973,2012,4,2012-04-01T00:00:00,Western and Rift Valley,Bomet,308.7008066233777,Long Rains
974,2012,5,2012-05-01T00:00:00,Western and Rift Valley,Bomet,155.80285586690954,Long Rains
975,2012,6,2012-06-01T00:00:00,Western and Rift Valley,Bomet,129.9071521519788,Long Rains
976,2012,3,2012-03-01T00:00:00,Western and Rift Valley,Buret,98.20440858842443,Long Rains
977,2012,4,2012-04-01T00:00:00,Western and Rift Valley,Buret,373.95447346815934,Long Rains
978,2012,5,2012-05-01T00:00:00,Western and Rift Valley,Buret,227.17837423101992,Long Rains
979,2012,6,2012-06-01T00:00:00,Western and Rift Valley,Buret,206.82833825983758,Long Rains
980,2012,3,2012-03-01T00:00:00,Western and Rift Valley,Nandi North,50.375521295763726,Long Rains
981,2012,4,2012-04-01T00:00:00,Western and Rift Valley,Nandi North,331.5232594346597,Long Rains
982,2012,5,2012-05-01T00:00:00,Western and Rift Valley,Nandi North,226.38349959498888,Long Rains
983,2012,6,2012-06-01T00:00:00,Western and Rift Valley,Nandi North,231.7240765260697,Long Rains
984,2012,3,2012-03-01T00:00:00,Western and Rift Valley,Nandi South,67.48099096168235,Long Rains
985,2012,4,2012-04-01T00:00:00,Western and Rift Valley,Nandi South,338.4861327687596,Long Rains
986,2012,5,2012-05-01T00:00:00,Western and Rift Valley,Nandi South,204.8684833660963,Long Rains
987,2012,6,2012-06-01T00:00:00,Western and Rift Valley,Nandi South,191.4130362324146,Long Rains
988,2012,3,2012-03-01T00:00:00,Western and Rift Valley,Baringo,28.647891178598684,Long Rains
