,year,month,date,region,admin2_name,precipitation
12599,2017,12,2017-12-01T00:00:00,Zambia,Kaputa,252.82279115656414
12600,2018,1,2018-01-01T00:00:00,Zambia,Kaputa,188.6680900593139
12601,2018,2,2018-02-01T00:00:00,Zambia,Kaputa,168.06930505956709
12602,2018,3,2018-03-01T00:00:00,Zambia,Kaputa,206.90137706648272
12610,2018,11,2018-11-01T00:00:00,Zambia,Kaputa,135.97283280024385
12611,2018,12,2018-12-01T00:00:00,Zambia,Kaputa,256.7799209235066
12612,2019,1,2019-01-01T00:00:00,Zambia,Kaputa,173.07658427100583
12613,2019,2,2019-02-01T00:00:00,Zambia,Kaputa,209.13164189729332
12614,2019,3,2019-03-01T00:00:00,Zambia,Kaputa,209.71291311126106
12622,2019,11,2019-11-01T00:00:00,Zambia,Kaputa,148.4248731236882
12623,2019,12,2019-12-01T00:00:00,Zambia,Kaputa,264.35656431294467
12624,2020,1,2020-01-01T00:00:00,Zambia,Kaputa,216.55438953003193
12625,2020,2,2020-02-01T00:00:00,Zambia,Kaputa,171.26187523569706
12626,2020,3,2020-03-01T00:00:00,Zambia,Kaputa,265.5290261609072
12634,2020,11,2020-11-01T00:00:00,Zambia,Kaputa,116.6807109911325
12635,2020,12,2020-12-01T00:00:00,Zambia,Kaputa,199.62558590188908
12636,2021,1,2021-01-01T00:00:00,Zambia,Kaputa,153.20531700253403
12637,2021,2,2021-02-01T00:00:00,Zambia,Kaputa,225.0660816927973
12638,2021,3,2021-03-01T00:00:00,Zambia,Kaputa,195.70151553761005
12646,2021,11,2021-11-01T00:00:00,Zambia,Kaputa,155.01655440214682
12647,2021,12,2021-12-01T00:00:00,Zambia,Kaputa,161.54440013480084
12648,2022,1,2022-01-01T00:00:00,Zambia,Kaputa,301.72265104316364
12649,2022,2,2022-02-01T00:00:00,Zambia,Kaputa,228.21923709865024
12650,2022,3,2022-03-01T00:00:00,Zambia,Kaputa,242.13266277020236
12658,2022,11,2022-11-01T00:00:00,Zambia,Kaputa,120.02688638732772
12659,2022,12,2022-12-01T00:00:00,Zambia,Kaputa,350.0829760273434
12660,2023,1,2023-01-01T00:00:00,Zambia,Kaputa,168.1520548634617
12661,2023,2,2023-02-01T00:00:00,Zambia,Kaputa,101.01771623044094
12662,2023,3,2023-03-01T00:00:00,Zambia,Kaputa,264.5774577769274
12670,2023,11,2023-11-01T00:00:00,Zambia,Kaputa,256.96185042046346
12671,2023,12,2023-12-01T00:00:00,Zambia,Kaputa,415.91878942123657
12672,2000,1,2000-01-01T00:00:00,Zambia,Kasama,237.2046192576869
12673,2000,2,2000-02-01T00:00:00,Zambia,Kasama,201.31849457418735
12674,2000,3,2000-03-01T00:00:00,Zambia,Kasama,270.60357438770563
12682,2000,11,2000-11-01T00:00:00,Zambia,Kasama,229.22455223549412
12683,2000,12,2000-12-01T00:00:00,Zambia,Kasama,324.7010865712087
12684,2001,1,2001-01-01T00:00:00,Zambia,Kasama,374.0132743875534
12685,2001,2,2001-02-01T00:00:00,Zambia,Kasama,230.30403240352672
12686,2001,3,2001-03-01T00:00:00,Zambia,Kasama,211.72158129852204
12694,2001,11,2001-11-01T00:00:00,Zambia,Kasama,107.13731804216653
12695,2001,12,2001-12-01T00:00:00,Zambia,Kasama,242.65640862306012
12696,2002,1,2002-01-01T00:00:00,Zambia,Kasama,293.1765842459148
12697,2002,2,2002-02-01T00:00:00,Zambia,Kasama,241.87226371434093
12698,2002,3,2002-03-01T00:00:00,Zambia,Kasama,276.3576764918603
12706,2002,11,2002-11-01T00:00:00,Zambia,Kasama,153.21132122048343
12707,2002,12,2002-12-01T00:00:00,Zambia,Kasama,311.93698880616694
12708,2003,1,2003-01-01T00:00:00,Zambia,Kasama,314.55520310210255
12709,2003,2,2003-02-01T00:00:00,Zambia,Kasama,174.52009955368584
12710,2003,3,2003-03-01T00:00:00,Zambia,Kasama,311.62650661506825
12718,2003,11,2003-11-01T00:00:00,Zambia,Kasama,61.11644531504668
12719,2003,12,2003-12-01T00:00:00,Zambia,Kasama,226.07229671970396
12720,2004,1,2004-01-01T00:00:00,Zambia,Kasama,217.7225801201962
12721,2004,2,2004-02-01T00:00:00,Zambia,Kasama,276.9098273009287
12722,2004,3,2004-03-01T00:00:00,Zambia,Kasama,282.5419185138395
12730,2004,11,2004-11-01T00:00:00,Zambia,Kasama,173.77812896033615
12731,2004,12,2004-12-01T00:00:00,Zambia,Kasama,387.4588034685114
12732,2005,1,2005-01-01T00:00:00,Zambia,Kasama,315.59071769096533
12733,2005,2,2005-02-01T00:00:00,Zambia,Kasama,194.2710389019277
12734,2005,3,2005-03-01T00:00:00,Zambia,Kasama,227.47896247695292
12742,2005,11,2005-11-01T00:00:00,Zambia,Kasama,116.7329247420332
12743,2005,12,2005-12-01T00:00:00,Zambia,Kasama,178.87383200846213
12744,2006,1,2006-01-01T00:00:00,Zambia,Kasama,263.9052912406547
12745,2006,2,2006-02-01T00:00:00,Zambia,Kasama,298.8572740116713
12746,2006,3,2006-03-01T00:00:00,Zambia,Kasama,276.6407068856266
12754,2006,11,2006-11-01T00:00:00,Zambia,Kasama,153.0526336374601
12755,2006,12,2006-12-01T00:00:00,Zambia,Kasama,409.20399257128156
12756,2007,1,2007-01-01T00:00:00,Zambia,Kasama,323.4308208634492
12757,2007,2,2007-02-01T00:00:00,Zambia,Kasama,344.5396598688177
12758,2007,3,2007-03-01T00:00:00,Zambia,Kasama,260.22158195466767
12766,2007,11,2007-11-01T00:00:00,Zambia,Kasama,104.73722338041927
12767,2007,12,2007-12-01T00:00:00,Zambia,Kasama,277.8517118497388
12768,2008,1,2008-01-01T00:00:00,Zambia,Kasama,287.7704945878305
12769,2008,2,2008-02-01T00:00:00,Zambia,Kasama,204.1019903798886
12770,2008,3,2008-03-01T00:00:00,Zambia,Kasama,196.38800043957824
12778,2008,11,2008-11-01T00:00:00,Zambia,Kasama,164.5729769857933
12779,2008,12,2008-12-01T00:00:00,Zambia,Kasama,222.05214661094476
12780,2009,1,2009-01-01T00:00:00,Zambia,Kasama,229.77727495467707
12781,2009,2,2009-02-01T00:00:00,Zambia,Kasama,245.03971940516143
12782,2009,3,2009-03-01T00:00:00,Zambia,Kasama,248.55936071416403
12790,2009,11,2009-11-01T00:00:00,Zambia,Kasama,182.97826115864007
12791,2009,12,2009-12-01T00:00:00,Zambia,Kasama,293.94824087229586
12792,2010,1,2010-01-01T00:00:00,Zambia,Kasama,247.96970787123414
12793,2010,2,2010-02-01T00:00:00,Zambia,Kasama,214.2852797171482
12794,2010,3,2010-03-01T00:00:00,Zambia,Kasama,274.20433158041504
12802,2010,11,2010-11-01T00:00:00,Zambia,Kasama,97.47803423036528
12803,2010,12,2010-12-01T00:00:00,Zambia,Kasama,261.8251548881302
12804,2011,1,2011-01-01T00:00:00,Zambia,Kasama,212.34369026190717
12805,2011,2,2011-02-01T00:00:00,Zambia,Kasama,220.15604931024401
12806,2011,3,2011-03-01T00:00:00,Zambia,Kasama,266.0089137040998
12814,2011,11,2011-11-01T00:00:00,Zambia,Kasama,147.56130225481917
12815,2011,12,2011-12-01T00:00:00,Zambia,Kasama,201.23911565545365
12816,2012,1,2012-01-01T00:00:00,Zambia,Kasama,228.00402913123915
12817,2012,2,2012-02-01T00:00:00,Zambia,Kasama,221.45001226525582
12818,2012,3,2012-03-01T00:00:00,Zambia,Kasama,234.96806904059395
12826,2012,11,2012-11-01T00:00:00,Zambia,Kasama,124.16721882194415
12827,2012,12,2012-12-01T00:00:00,Zambia,Kasama,307.30107034417534
12828,2013,1,2013-01-01T00:00:00,Zambia,Kasama,243.64864527288773
12829,2013,2,2013-02-01T00:00:00,Zambia,Kasama,257.976294276365
12830,2013,3,2013-03-01T00:00:00,Zambia,Kasama,254.41518831318785
12838,2013,11,2013-11-01T00:00:00,Zambia,Kasama,141.40572253488799
12839,2013,12,2013-12-01T00:00:00,Zambia,Kasama,437.92173787027633
12840,2014,1,2014-01-01T00:00:00,Zambia,Kasama,285.47786863347585
12841,2014,2,2014-02-01T00:00:00,Zambia,Kasama,280.03872668832435
12842,2014,3,2014-03-01T00:00:00,Zambia,Kasama,265.79186734660726
12850,2014,11,2014-11-01T00:00:00,Zambia,Kasama,64.60130952961643
12851,2014,12,2014-12-01T00:00:00,Zambia,Kasama,173.24457232550103
12852,2015,1,2015-01-01T00:00:00,Zambia,Kasama,256.9956386584975
12853,2015,2,2015-02-01T00:00:00,Zambia,Kasama,241.68567457030483
12854,2015,3,2015-03-01T00:00:00,Zambia,Kasama,219.7807089070341
12862,2015,11,2015-11-01T00:00:00,Zambia,Kasama,154.17310280862685
12863,2015,12,2015-12-01T00:00:00,Zambia,Kasama,265.9675206437766
12864,2016,1,2016-01-01T00:00:00,Zambia,Kasama,261.4439731232809
12865,2016,2,2016-02-01T00:00:00,Zambia,Kasama,191.6678951672558
12866,2016,3,2016-03-01T00:00:00,Zambia,Kasama,268.5746705939934
12874,2016,11,2016-11-01T00:00:00,Zambia,Kasama,74.91049923532697
12875,2016,12,2016-12-01T00:00:00,Zambia,Kasama,207.4954876086027
12876,2017,1,2017-01-01T00:00:00,Zambia,Kasama,231.75834766472389
12877,2017,2,2017-02-01T00:00:00,Zambia,Kasama,282.6289362953972
12878,2017,3,2017-03-01T00:00:00,Zambia,Kasama,212.68187821272147
12886,2017,11,2017-11-01T00:00:00,Zambia,Kasama,162.16822529392442
12887,2017,12,2017-12-01T00:00:00,Zambia,Kasama,322.84603512026473
12888,2018,1,2018-01-01T00:00:00,Zambia,Kasama,265.3107813837935
12889,2018,2,2018-02-01T00:00:00,Zambia,Kasama,211.41198489695574
12890,2018,3,2018-03-01T00:00:00,Zambia,Kasama,242.4818991344967
12898,2018,11,2018-11-01T00:00:00,Zambia,Kasama,88.65601961644632
12899,2018,12,2018-12-01T00:00:00,Zambia,Kasama,325.5422698905841
12900,2019,1,2019-01-01T00:00:00,Zambia,Kasama,261.76414474951497
12901,2019,2,2019-02-01T00:00:00,Zambia,Kasama,252.012317749119
12902,2019,3,2019-03-01T00:00:00,Zambia,Kasama,226.10140082451335
12910,2019,11,2019-11-01T00:00:00,Zambia,Kasama,126.77454115163337
12911,2019,12,2019-12-01T00:00:00,Zambia,Kasama,287.0653532994181
12912,2020,1,2020-01-01T00:00:00,Zambia,Kasama,300.1389144974939
12913,2020,2,2020-02-01T00:00:00,Zambia,Kasama,279.5542858697629
12914,2020,3,2020-03-01T00:00:00,Zambia,Kasama,327.9292837394606
12922,2020,11,2020-11-01T00:00:00,Zambia,Kasama,91.1799611345089
12923,2020,12,2020-12-01T00:00:00,Zambia,Kasama,252.45610790941652
12924,2021,1,2021-01-01T00:00:00,Zambia,Kasama,269.83419960395094
12925,2021,2,2021-02-01T00:00:00,Zambia,Kasama,316.154452200653
12926,2021,3,2021-03-01T00:00:00,Zambia,Kasama,268.58085143649896
12934,2021,11,2021-11-01T00:00:00,Zambia,Kasama,103.80321235443007
12935,2021,12,2021-12-01T00:00:00,Zambia,Kasama,151.08111287752683
12936,2022,1,2022-01-01T00:00:00,Zambia,Kasama,394.8731621279966
12937,2022,2,2022-02-01T00:00:00,Zambia,Kasama,304.44774364460574
12938,2022,3,2022-03-01T00:00:00,Zambia,Kasama,232.43619508153546
12946,2022,11,2022-11-01T00:00:00,Zambia,Kasama,104.62921042767933
12947,2022,12,2022-12-01T00:00:00,Zambia,Kasama,333.67318963186153
12948,2023,1,2023-01-01T00:00:00,Zambia,Kasama,269.91683829417656
12949,2023,2,2023-02-01T00:00:00,Zambia,Kasama,174.062193467424
12950,2023,3,2023-03-01T00:00:00,Zambia,Kasama,300.5995155648187
12958,2023,11,2023-11-01T00:00:00,Zambia,Kasama,127.38131765421016
12959,2023,12,2023-12-01T00:00:00,Zambia,Kasama,344.1758812553768
12960,2000,1,2000-01-01T00:00:00,Zambia,Luwingu,251.23051398303312
12961,2000,2,2000-02-01T00:00:00,Zambia,Luwingu,207.78042812226985
12962,2000,3,2000-03-01T00:00:00,Zambia,Luwingu,256.39800065618664
12970,2000,11,2000-11-01T00:00:00,Zambia,Luwingu,184.67159467397644
12971,2000,12,2000-12-01T00:00:00,Zambia,Luwingu,338.3225258242653
12972,2001,1,2001-01-01T00:00:00,Zambia,Luwingu,377.0849689855036
12973,2001,2,2001-02-01T00:00:00,Zambia,Luwingu,227.97879534650954
12974,2001,3,2001-03-01T00:00:00,Zambia,Luwingu,224.16861114844158
12982,2001,11,2001-11-01T00:00:00,Zambia,Luwingu,144.95303257853956
12983,2001,12,2001-12-01T00:00:00,Zambia,Luwingu,219.58863015207166
12984,2002,1,2002-01-01T00:00:00,Zambia,Luwingu,330.96500039380413
12985,2002,2,2002-02-01T00:00:00,Zambia,Luwingu,275.51591418633905
12986,2002,3,2002-03-01T00:00:00,Zambia,Luwingu,285.4955159125105
12994,2002,11,2002-11-01T00:00:00,Zambia,Luwingu,154.41659383142246
12995,2002,12,2002-12-01T00:00:00,Zambia,Luwingu,303.60136822270647
12996,2003,1,2003-01-01T00:00:00,Zambia,Luwingu,320.8086556584042
12997,2003,2,2003-02-01T00:00:00,Zambia,Luwingu,157.36765635709787
12998,2003,3,2003-03-01T00:00:00,Zambia,Luwingu,261.1976609817659
13006,2003,11,2003-11-01T00:00:00,Zambia,Luwingu,86.0463965177113
13007,2003,12,2003-12-01T00:00:00,Zambia,Luwingu,285.60726863236044
13008,2004,1,2004-01-01T00:00:00,Zambia,Luwingu,190.5249300822286
13009,2004,2,2004-02-01T00:00:00,Zambia,Luwingu,292.2871060273435
13010,2004,3,2004-03-01T00:00:00,Zambia,Luwingu,259.81970794474074
13018,2004,11,2004-11-01T00:00:00,Zambia,Luwingu,162.5684800792726
13019,2004,12,2004-12-01T00:00:00,Zambia,Luwingu,346.9122371840752
13020,2005,1,2005-01-01T00:00:00,Zambia,Luwingu,346.46092497400866
13021,2005,2,2005-02-01T00:00:00,Zambia,Luwingu,194.6869182561412
13022,2005,3,2005-03-01T00:00:00,Zambia,Luwingu,205.82939054986238
13030,2005,11,2005-11-01T00:00:00,Zambia,Luwingu,118.94930512388363
13031,2005,12,2005-12-01T00:00:00,Zambia,Luwingu,208.02937218073254
13032,2006,1,2006-01-01T00:00:00,Zambia,Luwingu,287.1478187735944
13033,2006,2,2006-02-01T00:00:00,Zambia,Luwingu,278.3847815550212
13034,2006,3,2006-03-01T00:00:00,Zambia,Luwingu,285.67750134397846
13042,2006,11,2006-11-01T00:00:00,Zambia,Luwingu,179.24992025863494
13043,2006,12,2006-12-01T00:00:00,Zambia,Luwingu,372.9748753337018
13044,2007,1,2007-01-01T00:00:00,Zambia,Luwingu,334.9167553582959
13045,2007,2,2007-02-01T00:00:00,Zambia,Luwingu,303.44681084665547
13046,2007,3,2007-03-01T00:00:00,Zambia,Luwingu,246.98310440207229
13054,2007,11,2007-11-01T00:00:00,Zambia,Luwingu,134.79315411500772
13055,2007,12,2007-12-01T00:00:00,Zambia,Luwingu,265.05477013565957
13056,2008,1,2008-01-01T00:00:00,Zambia,Luwingu,293.7418178852085
13057,2008,2,2008-02-01T00:00:00,Zambia,Luwingu,212.16694823363673
13058,2008,3,2008-03-01T00:00:00,Zambia,Luwingu,204.597355065059
13066,2008,11,2008-11-01T00:00:00,Zambia,Luwingu,202.3276605166465
13067,2008,12,2008-12-01T00:00:00,Zambia,Luwingu,233.94319192715815
13068,2009,1,2009-01-01T00:00:00,Zambia,Luwingu,251.65210719402518
13069,2009,2,2009-02-01T00:00:00,Zambia,Luwingu,285.9592267619151
13070,2009,3,2009-03-01T00:00:00,Zambia,Luwingu,236.26014896795164
13078,2009,11,2009-11-01T00:00:00,Zambia,Luwingu,202.14174573129344
13079,2009,12,2009-12-01T00:00:00,Zambia,Luwingu,293.6754994483069
13080,2010,1,2010-01-01T00:00:00,Zambia,Luwingu,234.1631352896816
13081,2010,2,2010-02-01T00:00:00,Zambia,Luwingu,244.92484536783977
13082,2010,3,2010-03-01T00:00:00,Zambia,Luwingu,281.4963535749438
13090,2010,11,2010-11-01T00:00:00,Zambia,Luwingu,113.81997345672313
13091,2010,12,2010-12-01T00:00:00,Zambia,Luwingu,253.2373175146154
13092,2011,1,2011-01-01T00:00:00,Zambia,Luwingu,219.46469061311223
13093,2011,2,2011-02-01T00:00:00,Zambia,Luwingu,256.4762044129314
13094,2011,3,2011-03-01T00:00:00,Zambia,Luwingu,269.43684230351397
13102,2011,11,2011-11-01T00:00:00,Zambia,Luwingu,165.33813665556167
13103,2011,12,2011-12-01T00:00:00,Zambia,Luwingu,212.00953414959315
13104,2012,1,2012-01-01T00:00:00,Zambia,Luwingu,236.02387767440243
13105,2012,2,2012-02-01T00:00:00,Zambia,Luwingu,221.1179984109757
13106,2012,3,2012-03-01T00:00:00,Zambia,Luwingu,263.6758886745667
13114,2012,11,2012-11-01T00:00:00,Zambia,Luwingu,156.3300367750042
13115,2012,12,2012-12-01T00:00:00,Zambia,Luwingu,339.25451892877015
13116,2013,1,2013-01-01T00:00:00,Zambia,Luwingu,258.1287526362725
13117,2013,2,2013-02-01T00:00:00,Zambia,Luwingu,242.57716058482896
13118,2013,3,2013-03-01T00:00:00,Zambia,Luwingu,249.57529469774406
13126,2013,11,2013-11-01T00:00:00,Zambia,Luwingu,176.21768827661492
13127,2013,12,2013-12-01T00:00:00,Zambia,Luwingu,393.06140534674836
13128,2014,1,2014-01-01T00:00:00,Zambia,Luwingu,267.9673515992901
13129,2014,2,2014-02-01T00:00:00,Zambia,Luwingu,254.32991154248475
13130,2014,3,2014-03-01T00:00:00,Zambia,Luwingu,237.7269568252973
13138,2014,11,2014-11-01T00:00:00,Zambia,Luwingu,77.57036263135028
13139,2014,12,2014-12-01T00:00:00,Zambia,Luwingu,161.88002521913958
13140,2015,1,2015-01-01T00:00:00,Zambia,Luwingu,253.21542935107772
13141,2015,2,2015-02-01T00:00:00,Zambia,Luwingu,196.97583178128608
13142,2015,3,2015-03-01T00:00:00,Zambia,Luwingu,242.35713600822206
13150,2015,11,2015-11-01T00:00:00,Zambia,Luwingu,171.26821455320678
13151,2015,12,2015-12-01T00:00:00,Zambia,Luwingu,255.94279417391542
13152,2016,1,2016-01-01T00:00:00,Zambia,Luwingu,261.22780619499355
13153,2016,2,2016-02-01T00:00:00,Zambia,Luwingu,196.47213287529462
13154,2016,3,2016-03-01T00:00:00,Zambia,Luwingu,235.28916290471236
13162,2016,11,2016-11-01T00:00:00,Zambia,Luwingu,90.73904165943208
13163,2016,12,2016-12-01T00:00:00,Zambia,Luwingu,217.65037504553538
13164,2017,1,2017-01-01T00:00:00,Zambia,Luwingu,239.59844265694545
13165,2017,2,2017-02-01T00:00:00,Zambia,Luwingu,298.85531201550384
13166,2017,3,2017-03-01T00:00:00,Zambia,Luwingu,177.2639937029841
13174,2017,11,2017-11-01T00:00:00,Zambia,Luwingu,177.68654043413505
13175,2017,12,2017-12-01T00:00:00,Zambia,Luwingu,314.33476935798353
13176,2018,1,2018-01-01T00:00:00,Zambia,Luwingu,238.47888622473414
13177,2018,2,2018-02-01T00:00:00,Zambia,Luwingu,248.55183984098406
13178,2018,3,2018-03-01T00:00:00,Zambia,Luwingu,255.11919483720692
13186,2018,11,2018-11-01T00:00:00,Zambia,Luwingu,127.96505024180881
13187,2018,12,2018-12-01T00:00:00,Zambia,Luwingu,313.487081145367
13188,2019,1,2019-01-01T00:00:00,Zambia,Luwingu,267.258291427853
13189,2019,2,2019-02-01T00:00:00,Zambia,Luwingu,229.1164570114681
13190,2019,3,2019-03-01T00:00:00,Zambia,Luwingu,207.79252249146353
13198,2019,11,2019-11-01T00:00:00,Zambia,Luwingu,133.34664295080597
13199,2019,12,2019-12-01T00:00:00,Zambia,Luwingu,223.37155934653816
13200,2020,1,2020-01-01T00:00:00,Zambia,Luwingu,267.5159404711448
13201,2020,2,2020-02-01T00:00:00,Zambia,Luwingu,277.1571758017691
13202,2020,3,2020-03-01T00:00:00,Zambia,Luwingu,297.9390974755609
13210,2020,11,2020-11-01T00:00:00,Zambia,Luwingu,96.74111802320894
13211,2020,12,2020-12-01T00:00:00,Zambia,Luwingu,252.99818276079893
13212,2021,1,2021-01-01T00:00:00,Zambia,Luwingu,272.24780416122246
13213,2021,2,2021-02-01T00:00:00,Zambia,Luwingu,331.1360430941447
13214,2021,3,2021-03-01T00:00:00,Zambia,Luwingu,309.5367879503267
13222,2021,11,2021-11-01T00:00:00,Zambia,Luwingu,113.25455619171585
13223,2021,12,2021-12-01T00:00:00,Zambia,Luwingu,159.45990325075974
13224,2022,1,2022-01-01T00:00:00,Zambia,Luwingu,331.141699917144
13225,2022,2,2022-02-01T00:00:00,Zambia,Luwingu,282.3523827024471
13226,2022,3,2022-03-01T00:00:00,Zambia,Luwingu,210.08236906813906
13234,2022,11,2022-11-01T00:00:00,Zambia,Luwingu,126.34173562584054
13235,2022,12,2022-12-01T00:00:00,Zambia,Luwingu,320.86895581690015
13236,2023,1,2023-01-01T00:00:00,Zambia,Luwingu,249.8319670794701
13237,2023,2,2023-02-01T00:00:00,Zambia,Luwingu,170.23749718695052
13238,2023,3,2023-03-01T00:00:00,Zambia,Luwingu,247.47054572765725
13246,2023,11,2023-11-01T00:00:00,Zambia,Luwingu,168.73066979686348
13247,2023,12,2023-12-01T00:00:00,Zambia,Luwingu,388.8212099269998
13248,2000,1,2000-01-01T00:00:00,Zambia,Mbala,234.44292091428457
13249,2000,2,2000-02-01T00:00:00,Zambia,Mbala,176.39885885631531
13250,2000,3,2000-03-01T00:00:00,Zambia,Mbala,262.3233053015236
13258,2000,11,2000-11-01T00:00:00,Zambia,Mbala,213.0323255971374
13259,2000,12,2000-12-01T00:00:00,Zambia,Mbala,277.75023740660384
13260,2001,1,2001-01-01T00:00:00,Zambia,Mbala,348.1738365714579
13261,2001,2,2001-02-01T00:00:00,Zambia,Mbala,166.15576467679347
13262,2001,3,2001-03-01T00:00:00,Zambia,Mbala,212.15146242169453
13270,2001,11,2001-11-01T00:00:00,Zambia,Mbala,65.40217425585679
13271,2001,12,2001-12-01T00:00:00,Zambia,Mbala,222.24506772770917
13272,2002,1,2002-01-01T00:00:00,Zambia,Mbala,266.91162291846814
13273,2002,2,2002-02-01T00:00:00,Zambia,Mbala,164.2028049914203
13274,2002,3,2002-03-01T00:00:00,Zambia,Mbala,244.19777327962902
13282,2002,11,2002-11-01T00:00:00,Zambia,Mbala,108.31733457172975
13283,2002,12,2002-12-01T00:00:00,Zambia,Mbala,270.85207865004304
13284,2003,1,2003-01-01T00:00:00,Zambia,Mbala,269.351199662881
13285,2003,2,2003-02-01T00:00:00,Zambia,Mbala,191.82365127147435
13286,2003,3,2003-03-01T00:00:00,Zambia,Mbala,254.92333002761583
13294,2003,11,2003-11-01T00:00:00,Zambia,Mbala,38.35708840699414
13295,2003,12,2003-12-01T00:00:00,Zambia,Mbala,207.22546078461832
13296,2004,1,2004-01-01T00:00:00,Zambia,Mbala,221.3012433010671
13297,2004,2,2004-02-01T00:00:00,Zambia,Mbala,231.01694561614622
13298,2004,3,2004-03-01T00:00:00,Zambia,Mbala,224.28238355388316
13306,2004,11,2004-11-01T00:00:00,Zambia,Mbala,126.88342700769586
13307,2004,12,2004-12-01T00:00:00,Zambia,Mbala,382.0570523454395
13308,2005,1,2005-01-01T00:00:00,Zambia,Mbala,242.2022830809078
13309,2005,2,2005-02-01T00:00:00,Zambia,Mbala,146.58699763836245
13310,2005,3,2005-03-01T00:00:00,Zambia,Mbala,243.4277138059038
13318,2005,11,2005-11-01T00:00:00,Zambia,Mbala,87.68115718086253
13319,2005,12,2005-12-01T00:00:00,Zambia,Mbala,163.6532742021956
13320,2006,1,2006-01-01T00:00:00,Zambia,Mbala,201.79471741157576
13321,2006,2,2006-02-01T00:00:00,Zambia,Mbala,240.95242450417447
13322,2006,3,2006-03-01T00:00:00,Zambia,Mbala,234.951054443123
13330,2006,11,2006-11-01T00:00:00,Zambia,Mbala,162.45357803905992
13331,2006,12,2006-12-01T00:00:00,Zambia,Mbala,345.2698390845577
13332,2007,1,2007-01-01T00:00:00,Zambia,Mbala,274.87060078839306
13333,2007,2,2007-02-01T00:00:00,Zambia,Mbala,237.63541577595015
13334,2007,3,2007-03-01T00:00:00,Zambia,Mbala,220.9515226919924
13342,2007,11,2007-11-01T00:00:00,Zambia,Mbala,52.14735651761166
13343,2007,12,2007-12-01T00:00:00,Zambia,Mbala,290.57050320289414
13344,2008,1,2008-01-01T00:00:00,Zambia,Mbala,261.46061738265865
13345,2008,2,2008-02-01T00:00:00,Zambia,Mbala,201.94599526526608
13346,2008,3,2008-03-01T00:00:00,Zambia,Mbala,249.35080906803
13354,2008,11,2008-11-01T00:00:00,Zambia,Mbala,143.5317649607844
13355,2008,12,2008-12-01T00:00:00,Zambia,Mbala,216.24820523075587
13356,2009,1,2009-01-01T00:00:00,Zambia,Mbala,243.55764358096081
13357,2009,2,2009-02-01T00:00:00,Zambia,Mbala,199.42915034661002
13358,2009,3,2009-03-01T00:00:00,Zambia,Mbala,249.57481879759843
13366,2009,11,2009-11-01T00:00:00,Zambia,Mbala,165.42375906775214
13367,2009,12,2009-12-01T00:00:00,Zambia,Mbala,277.1383832806235
13368,2010,1,2010-01-01T00:00:00,Zambia,Mbala,248.3572253511632
13369,2010,2,2010-02-01T00:00:00,Zambia,Mbala,174.3391826052131
13370,2010,3,2010-03-01T00:00:00,Zambia,Mbala,233.5773549201007
13378,2010,11,2010-11-01T00:00:00,Zambia,Mbala,66.56481587736234
13379,2010,12,2010-12-01T00:00:00,Zambia,Mbala,220.52903033142442
13380,2011,1,2011-01-01T00:00:00,Zambia,Mbala,218.99039925734974
13381,2011,2,2011-02-01T00:00:00,Zambia,Mbala,158.66901152972613
13382,2011,3,2011-03-01T00:00:00,Zambia,Mbala,278.62467187459987
13390,2011,11,2011-11-01T00:00:00,Zambia,Mbala,128.87085284789666
13391,2011,12,2011-12-01T00:00:00,Zambia,Mbala,218.2661630490138
13392,2012,1,2012-01-01T00:00:00,Zambia,Mbala,229.23642603414353
13393,2012,2,2012-02-01T00:00:00,Zambia,Mbala,217.57784713307373
13394,2012,3,2012-03-01T00:00:00,Zambia,Mbala,215.77426954253357
13402,2012,11,2012-11-01T00:00:00,Zambia,Mbala,117.80878249863109
13403,2012,12,2012-12-01T00:00:00,Zambia,Mbala,278.5609176112495
13404,2013,1,2013-01-01T00:00:00,Zambia,Mbala,186.1170885712717
13405,2013,2,2013-02-01T00:00:00,Zambia,Mbala,227.1885589416571
13406,2013,3,2013-03-01T00:00:00,Zambia,Mbala,208.22571321659362
13414,2013,11,2013-11-01T00:00:00,Zambia,Mbala,101.08924858376892
13415,2013,12,2013-12-01T00:00:00,Zambia,Mbala,387.82263142858955
13416,2014,1,2014-01-01T00:00:00,Zambia,Mbala,278.0075113433239
13417,2014,2,2014-02-01T00:00:00,Zambia,Mbala,202.32396937218394
13418,2014,3,2014-03-01T00:00:00,Zambia,Mbala,259.3150432486964
13426,2014,11,2014-11-01T00:00:00,Zambia,Mbala,80.31257285334674
13427,2014,12,2014-12-01T00:00:00,Zambia,Mbala,166.49448718558193
13428,2015,1,2015-01-01T00:00:00,Zambia,Mbala,219.86850165487232
13429,2015,2,2015-02-01T00:00:00,Zambia,Mbala,220.3795837303707
13430,2015,3,2015-03-01T00:00:00,Zambia,Mbala,160.57567482261888
13438,2015,11,2015-11-01T00:00:00,Zambia,Mbala,128.65053681574523
13439,2015,12,2015-12-01T00:00:00,Zambia,Mbala,244.07179617623123
13440,2016,1,2016-01-01T00:00:00,Zambia,Mbala,326.78162462944164
13441,2016,2,2016-02-01T00:00:00,Zambia,Mbala,171.3948498108412
13442,2016,3,2016-03-01T00:00:00,Zambia,Mbala,284.75236084872677
