,year,month,date,region,admin2_name,precipitation
3898,2012,11,2012-11-01T00:00:00,Zambia,Mpongwe,131.73156639222915
3899,2012,12,2012-12-01T00:00:00,Zambia,Mpongwe,282.0225170545979
3900,2013,1,2013-01-01T00:00:00,Zambia,Mpongwe,296.28214362255915
3901,2013,2,2013-02-01T00:00:00,Zambia,Mpongwe,206.74424397710592
3902,2013,3,2013-03-01T00:00:00,Zambia,Mpongwe,88.63314509780727
3910,2013,11,2013-11-01T00:00:00,Zambia,Mpongwe,121.85990381429191
3911,2013,12,2013-12-01T00:00:00,Zambia,Mpongwe,244.170816458662
3912,2014,1,2014-01-01T00:00:00,Zambia,Mpongwe,232.44180924987754
3913,2014,2,2014-02-01T00:00:00,Zambia,Mpongwe,221.05658681595827
3914,2014,3,2014-03-01T00:00:00,Zambia,Mpongwe,133.20797995225956
3922,2014,11,2014-11-01T00:00:00,Zambia,Mpongwe,83.16298844459034
3923,2014,12,2014-12-01T00:00:00,Zambia,Mpongwe,246.6280818669936
3924,2015,1,2015-01-01T00:00:00,Zambia,Mpongwe,280.2892024945794
3925,2015,2,2015-02-01T00:00:00,Zambia,Mpongwe,196.92199092649275
3926,2015,3,2015-03-01T00:00:00,Zambia,Mpongwe,83.09376932741785
3934,2015,11,2015-11-01T00:00:00,Zambia,Mpongwe,100.75721397933748
3935,2015,12,2015-12-01T00:00:00,Zambia,Mpongwe,187.257518222797
3936,2016,1,2016-01-01T00:00:00,Zambia,Mpongwe,303.1106462118811
3937,2016,2,2016-02-01T00:00:00,Zambia,Mpongwe,174.66941955174025
3938,2016,3,2016-03-01T00:00:00,Zambia,Mpongwe,268.6924157202256
3946,2016,11,2016-11-01T00:00:00,Zambia,Mpongwe,174.62935443245814
3947,2016,12,2016-12-01T00:00:00,Zambia,Mpongwe,237.65717837978616
3948,2017,1,2017-01-01T00:00:00,Zambia,Mpongwe,366.158922057362
3949,2017,2,2017-02-01T00:00:00,Zambia,Mpongwe,387.55504463804004
3950,2017,3,2017-03-01T00:00:00,Zambia,Mpongwe,147.30479655706495
3958,2017,11,2017-11-01T00:00:00,Zambia,Mpongwe,200.9421798850876
3959,2017,12,2017-12-01T00:00:00,Zambia,Mpongwe,281.2780136009178
3960,2018,1,2018-01-01T00:00:00,Zambia,Mpongwe,107.16924489279434
3961,2018,2,2018-02-01T00:00:00,Zambia,Mpongwe,344.0791391566934
3962,2018,3,2018-03-01T00:00:00,Zambia,Mpongwe,253.6907637900602
3970,2018,11,2018-11-01T00:00:00,Zambia,Mpongwe,74.0603463017185
3971,2018,12,2018-12-01T00:00:00,Zambia,Mpongwe,172.0933248092407
3972,2019,1,2019-01-01T00:00:00,Zambia,Mpongwe,247.15724920312778
3973,2019,2,2019-02-01T00:00:00,Zambia,Mpongwe,198.09120470333073
3974,2019,3,2019-03-01T00:00:00,Zambia,Mpongwe,84.80329362802813
3982,2019,11,2019-11-01T00:00:00,Zambia,Mpongwe,106.03946593482607
3983,2019,12,2019-12-01T00:00:00,Zambia,Mpongwe,91.51227157962066
3984,2020,1,2020-01-01T00:00:00,Zambia,Mpongwe,299.36528448347167
3985,2020,2,2020-02-01T00:00:00,Zambia,Mpongwe,270.2841188250967
3986,2020,3,2020-03-01T00:00:00,Zambia,Mpongwe,137.1300124813984
3994,2020,11,2020-11-01T00:00:00,Zambia,Mpongwe,97.1590266570982
3995,2020,12,2020-12-01T00:00:00,Zambia,Mpongwe,356.3185956457558
3996,2021,1,2021-01-01T00:00:00,Zambia,Mpongwe,368.1345173837275
3997,2021,2,2021-02-01T00:00:00,Zambia,Mpongwe,274.8919277010704
3998,2021,3,2021-03-01T00:00:00,Zambia,Mpongwe,247.19456808738974
4006,2021,11,2021-11-01T00:00:00,Zambia,Mpongwe,82.1973570187329
4007,2021,12,2021-12-01T00:00:00,Zambia,Mpongwe,145.7038525897404
4008,2022,1,2022-01-01T00:00:00,Zambia,Mpongwe,396.88513870316405
4009,2022,2,2022-02-01T00:00:00,Zambia,Mpongwe,148.91451936166578
4010,2022,3,2022-03-01T00:00:00,Zambia,Mpongwe,131.8946277285578
4018,2022,11,2022-11-01T00:00:00,Zambia,Mpongwe,117.66184704840029
4019,2022,12,2022-12-01T00:00:00,Zambia,Mpongwe,183.18865616588147
4020,2023,1,2023-01-01T00:00:00,Zambia,Mpongwe,364.45816953185465
4021,2023,2,2023-02-01T00:00:00,Zambia,Mpongwe,165.09008049547978
4022,2023,3,2023-03-01T00:00:00,Zambia,Mpongwe,169.04746962887978
4030,2023,11,2023-11-01T00:00:00,Zambia,Mpongwe,68.4471853214886
4031,2023,12,2023-12-01T00:00:00,Zambia,Mpongwe,320.54972180369526
4032,2000,1,2000-01-01T00:00:00,Zambia,Mufulira,344.1281623189081
4033,2000,2,2000-02-01T00:00:00,Zambia,Mufulira,240.62913449388626
4034,2000,3,2000-03-01T00:00:00,Zambia,Mufulira,252.01208804801797
4042,2000,11,2000-11-01T00:00:00,Zambia,Mufulira,171.27678026324944
4043,2000,12,2000-12-01T00:00:00,Zambia,Mufulira,334.5489653339523
4044,2001,1,2001-01-01T00:00:00,Zambia,Mufulira,449.520706142955
4045,2001,2,2001-02-01T00:00:00,Zambia,Mufulira,311.9560275290836
4046,2001,3,2001-03-01T00:00:00,Zambia,Mufulira,316.61314202555076
4054,2001,11,2001-11-01T00:00:00,Zambia,Mufulira,162.11647464724987
4055,2001,12,2001-12-01T00:00:00,Zambia,Mufulira,224.4945129679354
4056,2002,1,2002-01-01T00:00:00,Zambia,Mufulira,295.32552182366385
4057,2002,2,2002-02-01T00:00:00,Zambia,Mufulira,189.97989863349284
4058,2002,3,2002-03-01T00:00:00,Zambia,Mufulira,128.68064133300877
4066,2002,11,2002-11-01T00:00:00,Zambia,Mufulira,146.53804948649952
4067,2002,12,2002-12-01T00:00:00,Zambia,Mufulira,359.3898415477483
4068,2003,1,2003-01-01T00:00:00,Zambia,Mufulira,361.13736737442485
4069,2003,2,2003-02-01T00:00:00,Zambia,Mufulira,243.01544217459315
4070,2003,3,2003-03-01T00:00:00,Zambia,Mufulira,265.8258810159944
4078,2003,11,2003-11-01T00:00:00,Zambia,Mufulira,130.81231731828424
4079,2003,12,2003-12-01T00:00:00,Zambia,Mufulira,300.5424711155211
4080,2004,1,2004-01-01T00:00:00,Zambia,Mufulira,323.9166648776739
4081,2004,2,2004-02-01T00:00:00,Zambia,Mufulira,253.41952712109813
4082,2004,3,2004-03-01T00:00:00,Zambia,Mufulira,191.08908395022155
4090,2004,11,2004-11-01T00:00:00,Zambia,Mufulira,149.9276642091122
4091,2004,12,2004-12-01T00:00:00,Zambia,Mufulira,295.00612829851616
4092,2005,1,2005-01-01T00:00:00,Zambia,Mufulira,314.61092995033164
4093,2005,2,2005-02-01T00:00:00,Zambia,Mufulira,159.92179174451218
4094,2005,3,2005-03-01T00:00:00,Zambia,Mufulira,117.86402641510801
4102,2005,11,2005-11-01T00:00:00,Zambia,Mufulira,124.47055867744378
4103,2005,12,2005-12-01T00:00:00,Zambia,Mufulira,295.0302773939282
4104,2006,1,2006-01-01T00:00:00,Zambia,Mufulira,305.26114298797296
4105,2006,2,2006-02-01T00:00:00,Zambia,Mufulira,258.0676098661734
4106,2006,3,2006-03-01T00:00:00,Zambia,Mufulira,275.24331522883983
4114,2006,11,2006-11-01T00:00:00,Zambia,Mufulira,112.29231932539264
4115,2006,12,2006-12-01T00:00:00,Zambia,Mufulira,296.2818413557822
4116,2007,1,2007-01-01T00:00:00,Zambia,Mufulira,375.4324392275521
4117,2007,2,2007-02-01T00:00:00,Zambia,Mufulira,318.88890949623686
4118,2007,3,2007-03-01T00:00:00,Zambia,Mufulira,148.87334079959444
4126,2007,11,2007-11-01T00:00:00,Zambia,Mufulira,162.21896455999985
4127,2007,12,2007-12-01T00:00:00,Zambia,Mufulira,307.02004139269354
4128,2008,1,2008-01-01T00:00:00,Zambia,Mufulira,405.48515004827664
4129,2008,2,2008-02-01T00:00:00,Zambia,Mufulira,223.33306520801256
4130,2008,3,2008-03-01T00:00:00,Zambia,Mufulira,150.75975602505187
4138,2008,11,2008-11-01T00:00:00,Zambia,Mufulira,255.44700002610273
4139,2008,12,2008-12-01T00:00:00,Zambia,Mufulira,251.9500525978988
4140,2009,1,2009-01-01T00:00:00,Zambia,Mufulira,397.9613856351616
4141,2009,2,2009-02-01T00:00:00,Zambia,Mufulira,171.84689636330478
4142,2009,3,2009-03-01T00:00:00,Zambia,Mufulira,267.79190506661087
4150,2009,11,2009-11-01T00:00:00,Zambia,Mufulira,169.8149438245484
4151,2009,12,2009-12-01T00:00:00,Zambia,Mufulira,309.9398989638826
4152,2010,1,2010-01-01T00:00:00,Zambia,Mufulira,216.54454980484596
4153,2010,2,2010-02-01T00:00:00,Zambia,Mufulira,294.5538770836672
4154,2010,3,2010-03-01T00:00:00,Zambia,Mufulira,264.26087283624094
4162,2010,11,2010-11-01T00:00:00,Zambia,Mufulira,146.9877581680781
4163,2010,12,2010-12-01T00:00:00,Zambia,Mufulira,270.5682763533904
4164,2011,1,2011-01-01T00:00:00,Zambia,Mufulira,296.35439943923245
4165,2011,2,2011-02-01T00:00:00,Zambia,Mufulira,158.20963964686297
4166,2011,3,2011-03-01T00:00:00,Zambia,Mufulira,241.3024729858308
4174,2011,11,2011-11-01T00:00:00,Zambia,Mufulira,164.09720315183162
4175,2011,12,2011-12-01T00:00:00,Zambia,Mufulira,221.1428571982272
4176,2012,1,2012-01-01T00:00:00,Zambia,Mufulira,382.1756342615857
4177,2012,2,2012-02-01T00:00:00,Zambia,Mufulira,277.6533484705142
4178,2012,3,2012-03-01T00:00:00,Zambia,Mufulira,320.3537224255752
4186,2012,11,2012-11-01T00:00:00,Zambia,Mufulira,119.40137162504581
4187,2012,12,2012-12-01T00:00:00,Zambia,Mufulira,255.07972288123707
4188,2013,1,2013-01-01T00:00:00,Zambia,Mufulira,310.6468412528902
4189,2013,2,2013-02-01T00:00:00,Zambia,Mufulira,201.71294354348373
4190,2013,3,2013-03-01T00:00:00,Zambia,Mufulira,137.24476296833697
4198,2013,11,2013-11-01T00:00:00,Zambia,Mufulira,134.28450306881996
4199,2013,12,2013-12-01T00:00:00,Zambia,Mufulira,280.7394175773498
4200,2014,1,2014-01-01T00:00:00,Zambia,Mufulira,281.0171906693269
4201,2014,2,2014-02-01T00:00:00,Zambia,Mufulira,256.38471096658066
4202,2014,3,2014-03-01T00:00:00,Zambia,Mufulira,179.17555000377976
4210,2014,11,2014-11-01T00:00:00,Zambia,Mufulira,87.24084165566319
4211,2014,12,2014-12-01T00:00:00,Zambia,Mufulira,189.17343752564196
4212,2015,1,2015-01-01T00:00:00,Zambia,Mufulira,284.4305328333937
4213,2015,2,2015-02-01T00:00:00,Zambia,Mufulira,189.14731202557576
4214,2015,3,2015-03-01T00:00:00,Zambia,Mufulira,91.86771255253548
4222,2015,11,2015-11-01T00:00:00,Zambia,Mufulira,111.3464428807065
4223,2015,12,2015-12-01T00:00:00,Zambia,Mufulira,219.45798776965816
4224,2016,1,2016-01-01T00:00:00,Zambia,Mufulira,352.7923208994752
4225,2016,2,2016-02-01T00:00:00,Zambia,Mufulira,191.40098500417787
4226,2016,3,2016-03-01T00:00:00,Zambia,Mufulira,338.5456715750813
4234,2016,11,2016-11-01T00:00:00,Zambia,Mufulira,139.94024026095866
4235,2016,12,2016-12-01T00:00:00,Zambia,Mufulira,224.11513771092737
4236,2017,1,2017-01-01T00:00:00,Zambia,Mufulira,454.61314653542223
4237,2017,2,2017-02-01T00:00:00,Zambia,Mufulira,320.36984779818744
4238,2017,3,2017-03-01T00:00:00,Zambia,Mufulira,144.9665130717642
4246,2017,11,2017-11-01T00:00:00,Zambia,Mufulira,201.11878008240421
4247,2017,12,2017-12-01T00:00:00,Zambia,Mufulira,272.4551778493712
4248,2018,1,2018-01-01T00:00:00,Zambia,Mufulira,162.49953977045595
4249,2018,2,2018-02-01T00:00:00,Zambia,Mufulira,296.6642238303318
4250,2018,3,2018-03-01T00:00:00,Zambia,Mufulira,270.6646985641862
4258,2018,11,2018-11-01T00:00:00,Zambia,Mufulira,86.15468451810763
4259,2018,12,2018-12-01T00:00:00,Zambia,Mufulira,228.2976740200647
4260,2019,1,2019-01-01T00:00:00,Zambia,Mufulira,307.36646942784324
4261,2019,2,2019-02-01T00:00:00,Zambia,Mufulira,230.69870674660137
4262,2019,3,2019-03-01T00:00:00,Zambia,Mufulira,183.71228087030397
4270,2019,11,2019-11-01T00:00:00,Zambia,Mufulira,105.8934742823368
4271,2019,12,2019-12-01T00:00:00,Zambia,Mufulira,103.93726779863538
4272,2020,1,2020-01-01T00:00:00,Zambia,Mufulira,314.45847857174454
4273,2020,2,2020-02-01T00:00:00,Zambia,Mufulira,233.35895578659222
4274,2020,3,2020-03-01T00:00:00,Zambia,Mufulira,184.74265841161633
4282,2020,11,2020-11-01T00:00:00,Zambia,Mufulira,90.03127307854845
4283,2020,12,2020-12-01T00:00:00,Zambia,Mufulira,304.61937199068944
4284,2021,1,2021-01-01T00:00:00,Zambia,Mufulira,427.5187247930357
4285,2021,2,2021-02-01T00:00:00,Zambia,Mufulira,266.9124346865704
4286,2021,3,2021-03-01T00:00:00,Zambia,Mufulira,392.34462623556186
4294,2021,11,2021-11-01T00:00:00,Zambia,Mufulira,86.65575953249964
4295,2021,12,2021-12-01T00:00:00,Zambia,Mufulira,175.74434870345476
4296,2022,1,2022-01-01T00:00:00,Zambia,Mufulira,376.6838682570313
4297,2022,2,2022-02-01T00:00:00,Zambia,Mufulira,192.74931108645544
4298,2022,3,2022-03-01T00:00:00,Zambia,Mufulira,183.35614994392301
4306,2022,11,2022-11-01T00:00:00,Zambia,Mufulira,119.16134828071064
4307,2022,12,2022-12-01T00:00:00,Zambia,Mufulira,241.18088000828786
4308,2023,1,2023-01-01T00:00:00,Zambia,Mufulira,384.6925831649528
4309,2023,2,2023-02-01T00:00:00,Zambia,Mufulira,169.31282448258574
4310,2023,3,2023-03-01T00:00:00,Zambia,Mufulira,226.28276317663645
4318,2023,11,2023-11-01T00:00:00,Zambia,Mufulira,90.7855113747536
4319,2023,12,2023-12-01T00:00:00,Zambia,Mufulira,306.387122450579
4320,2000,1,2000-01-01T00:00:00,Zambia,Ndola,301.1792037296738
4321,2000,2,2000-02-01T00:00:00,Zambia,Ndola,250.55091475737376
4322,2000,3,2000-03-01T00:00:00,Zambia,Ndola,281.3676461734328
4330,2000,11,2000-11-01T00:00:00,Zambia,Ndola,165.55666472654562
4331,2000,12,2000-12-01T00:00:00,Zambia,Ndola,342.5799902244833
4332,2001,1,2001-01-01T00:00:00,Zambia,Ndola,406.53631553539003
4333,2001,2,2001-02-01T00:00:00,Zambia,Ndola,341.4207149545536
4334,2001,3,2001-03-01T00:00:00,Zambia,Ndola,346.9543488933653
4342,2001,11,2001-11-01T00:00:00,Zambia,Ndola,156.36644095152474
4343,2001,12,2001-12-01T00:00:00,Zambia,Ndola,256.8544035424964
4344,2002,1,2002-01-01T00:00:00,Zambia,Ndola,246.7928791213811
4345,2002,2,2002-02-01T00:00:00,Zambia,Ndola,201.83292854788138
4346,2002,3,2002-03-01T00:00:00,Zambia,Ndola,103.75811328016322
4354,2002,11,2002-11-01T00:00:00,Zambia,Ndola,171.6516526501678
4355,2002,12,2002-12-01T00:00:00,Zambia,Ndola,400.6835518830322
4356,2003,1,2003-01-01T00:00:00,Zambia,Ndola,288.4937335524448
4357,2003,2,2003-02-01T00:00:00,Zambia,Ndola,268.4491909699551
4358,2003,3,2003-03-01T00:00:00,Zambia,Ndola,266.21338122252536
4366,2003,11,2003-11-01T00:00:00,Zambia,Ndola,141.59512116851363
4367,2003,12,2003-12-01T00:00:00,Zambia,Ndola,299.5738553450829
4368,2004,1,2004-01-01T00:00:00,Zambia,Ndola,303.1088031011403
4369,2004,2,2004-02-01T00:00:00,Zambia,Ndola,262.1489734762105
4370,2004,3,2004-03-01T00:00:00,Zambia,Ndola,148.7855140418119
4378,2004,11,2004-11-01T00:00:00,Zambia,Ndola,152.86773343319118
4379,2004,12,2004-12-01T00:00:00,Zambia,Ndola,383.4519757636757
4380,2005,1,2005-01-01T00:00:00,Zambia,Ndola,263.0960773818437
4381,2005,2,2005-02-01T00:00:00,Zambia,Ndola,138.56315273047605
4382,2005,3,2005-03-01T00:00:00,Zambia,Ndola,90.87852455227873
4390,2005,11,2005-11-01T00:00:00,Zambia,Ndola,132.45442642347203
4391,2005,12,2005-12-01T00:00:00,Zambia,Ndola,344.0824991794852
4392,2006,1,2006-01-01T00:00:00,Zambia,Ndola,272.04003154284453
4393,2006,2,2006-02-01T00:00:00,Zambia,Ndola,262.63936372949917
4394,2006,3,2006-03-01T00:00:00,Zambia,Ndola,277.00908642946285
4402,2006,11,2006-11-01T00:00:00,Zambia,Ndola,137.8658142173679
4403,2006,12,2006-12-01T00:00:00,Zambia,Ndola,290.3733759199187
4404,2007,1,2007-01-01T00:00:00,Zambia,Ndola,344.7380456150854
4405,2007,2,2007-02-01T00:00:00,Zambia,Ndola,340.72019920597523
4406,2007,3,2007-03-01T00:00:00,Zambia,Ndola,140.21962096258653
4414,2007,11,2007-11-01T00:00:00,Zambia,Ndola,152.21313681857538
4415,2007,12,2007-12-01T00:00:00,Zambia,Ndola,336.9106302693833
4416,2008,1,2008-01-01T00:00:00,Zambia,Ndola,370.5263844084185
4417,2008,2,2008-02-01T00:00:00,Zambia,Ndola,196.02940937678764
4418,2008,3,2008-03-01T00:00:00,Zambia,Ndola,164.73708554026138
4426,2008,11,2008-11-01T00:00:00,Zambia,Ndola,270.96538270610984
4427,2008,12,2008-12-01T00:00:00,Zambia,Ndola,304.1215386252514
4428,2009,1,2009-01-01T00:00:00,Zambia,Ndola,364.0239866980396
4429,2009,2,2009-02-01T00:00:00,Zambia,Ndola,166.8374912915341
4430,2009,3,2009-03-01T00:00:00,Zambia,Ndola,259.16252957776544
4438,2009,11,2009-11-01T00:00:00,Zambia,Ndola,190.62071307259936
4439,2009,12,2009-12-01T00:00:00,Zambia,Ndola,307.0019279304993
4440,2010,1,2010-01-01T00:00:00,Zambia,Ndola,209.965704803489
4441,2010,2,2010-02-01T00:00:00,Zambia,Ndola,318.75722710165866
4442,2010,3,2010-03-01T00:00:00,Zambia,Ndola,230.68455666457774
4450,2010,11,2010-11-01T00:00:00,Zambia,Ndola,154.5557544425698
4451,2010,12,2010-12-01T00:00:00,Zambia,Ndola,331.3986090882767
4452,2011,1,2011-01-01T00:00:00,Zambia,Ndola,285.69856971115297
4453,2011,2,2011-02-01T00:00:00,Zambia,Ndola,153.03490950471306
4454,2011,3,2011-03-01T00:00:00,Zambia,Ndola,212.3054410504186
4462,2011,11,2011-11-01T00:00:00,Zambia,Ndola,158.39915995089956
4463,2011,12,2011-12-01T00:00:00,Zambia,Ndola,245.1997935043158
4464,2012,1,2012-01-01T00:00:00,Zambia,Ndola,332.26583073913224
4465,2012,2,2012-02-01T00:00:00,Zambia,Ndola,287.2517685757348
4466,2012,3,2012-03-01T00:00:00,Zambia,Ndola,255.22147522810994
4474,2012,11,2012-11-01T00:00:00,Zambia,Ndola,128.42912614538503
4475,2012,12,2012-12-01T00:00:00,Zambia,Ndola,289.3224600440845
4476,2013,1,2013-01-01T00:00:00,Zambia,Ndola,304.5907556845643
4477,2013,2,2013-02-01T00:00:00,Zambia,Ndola,209.12138035457085
4478,2013,3,2013-03-01T00:00:00,Zambia,Ndola,112.97230542859367
4486,2013,11,2013-11-01T00:00:00,Zambia,Ndola,125.69479677929989
4487,2013,12,2013-12-01T00:00:00,Zambia,Ndola,310.62901954850486
4488,2014,1,2014-01-01T00:00:00,Zambia,Ndola,255.0145903334506
4489,2014,2,2014-02-01T00:00:00,Zambia,Ndola,224.75465856993475
4490,2014,3,2014-03-01T00:00:00,Zambia,Ndola,146.03145933976285
4498,2014,11,2014-11-01T00:00:00,Zambia,Ndola,91.14427999525293
4499,2014,12,2014-12-01T00:00:00,Zambia,Ndola,228.4471503183453
4500,2015,1,2015-01-01T00:00:00,Zambia,Ndola,273.5876682490194
4501,2015,2,2015-02-01T00:00:00,Zambia,Ndola,189.2400811683521
4502,2015,3,2015-03-01T00:00:00,Zambia,Ndola,94.43139933013919
4510,2015,11,2015-11-01T00:00:00,Zambia,Ndola,110.82507402607453
4511,2015,12,2015-12-01T00:00:00,Zambia,Ndola,224.93514713134334
4512,2016,1,2016-01-01T00:00:00,Zambia,Ndola,344.3319485970874
4513,2016,2,2016-02-01T00:00:00,Zambia,Ndola,145.52075585562685
4514,2016,3,2016-03-01T00:00:00,Zambia,Ndola,300.25139088657295
4522,2016,11,2016-11-01T00:00:00,Zambia,Ndola,168.76997611236578
4523,2016,12,2016-12-01T00:00:00,Zambia,Ndola,279.33458304640305
4524,2017,1,2017-01-01T00:00:00,Zambia,Ndola,426.4844105885306
4525,2017,2,2017-02-01T00:00:00,Zambia,Ndola,342.6822784736767
4526,2017,3,2017-03-01T00:00:00,Zambia,Ndola,131.44070792233668
4534,2017,11,2017-11-01T00:00:00,Zambia,Ndola,223.90376508548653
4535,2017,12,2017-12-01T00:00:00,Zambia,Ndola,298.7636427936554
4536,2018,1,2018-01-01T00:00:00,Zambia,Ndola,126.04007301734215
4537,2018,2,2018-02-01T00:00:00,Zambia,Ndola,328.01791719654
4538,2018,3,2018-03-01T00:00:00,Zambia,Ndola,262.9971629921447
4546,2018,11,2018-11-01T00:00:00,Zambia,Ndola,69.98553518195486
4547,2018,12,2018-12-01T00:00:00,Zambia,Ndola,212.30898504008815
4548,2019,1,2019-01-01T00:00:00,Zambia,Ndola,266.80508242822253
4549,2019,2,2019-02-01T00:00:00,Zambia,Ndola,242.7304068464013
4550,2019,3,2019-03-01T00:00:00,Zambia,Ndola,132.3371766439482
4558,2019,11,2019-11-01T00:00:00,Zambia,Ndola,107.03404735015155
4559,2019,12,2019-12-01T00:00:00,Zambia,Ndola,135.0368885706968
4560,2020,1,2020-01-01T00:00:00,Zambia,Ndola,294.3527183431138
4561,2020,2,2020-02-01T00:00:00,Zambia,Ndola,217.07209761337901
4562,2020,3,2020-03-01T00:00:00,Zambia,Ndola,142.5836176799508
4570,2020,11,2020-11-01T00:00:00,Zambia,Ndola,84.57195761242582
4571,2020,12,2020-12-01T00:00:00,Zambia,Ndola,336.7161109100608
4572,2021,1,2021-01-01T00:00:00,Zambia,Ndola,405.29354231452925
4573,2021,2,2021-02-01T00:00:00,Zambia,Ndola,267.2754540418359
4574,2021,3,2021-03-01T00:00:00,Zambia,Ndola,381.55834201142954
4582,2021,11,2021-11-01T00:00:00,Zambia,Ndola,100.4448843537486
4583,2021,12,2021-12-01T00:00:00,Zambia,Ndola,170.30790842695018
4584,2022,1,2022-01-01T00:00:00,Zambia,Ndola,364.8297580364581
4585,2022,2,2022-02-01T00:00:00,Zambia,Ndola,199.38016179634812
4586,2022,3,2022-03-01T00:00:00,Zambia,Ndola,171.91926557332417
4594,2022,11,2022-11-01T00:00:00,Zambia,Ndola,104.68437137764552
4595,2022,12,2022-12-01T00:00:00,Zambia,Ndola,210.4122163563883
4596,2023,1,2023-01-01T00:00:00,Zambia,Ndola,359.4561571805644
4597,2023,2,2023-02-01T00:00:00,Zambia,Ndola,161.40106535567796
4598,2023,3,2023-03-01T00:00:00,Zambia,Ndola,242.81931178183893
4606,2023,11,2023-11-01T00:00:00,Zambia,Ndola,88.60801171473571
4607,2023,12,2023-12-01T00:00:00,Zambia,Ndola,309.85530650782033
4608,2000,1,2000-01-01T00:00:00,Zambia,Chadiza,214.29998888975513
4609,2000,2,2000-02-01T00:00:00,Zambia,Chadiza,226.87401765670262
4610,2000,3,2000-03-01T00:00:00,Zambia,Chadiza,197.71138685935657
4618,2000,11,2000-11-01T00:00:00,Zambia,Chadiza,98.43076777506108
4619,2000,12,2000-12-01T00:00:00,Zambia,Chadiza,171.7354012571476
4620,2001,1,2001-01-01T00:00:00,Zambia,Chadiza,265.8312296134925
4621,2001,2,2001-02-01T00:00:00,Zambia,Chadiza,280.1285260025973
4622,2001,3,2001-03-01T00:00:00,Zambia,Chadiza,205.71597988614823
4630,2001,11,2001-11-01T00:00:00,Zambia,Chadiza,74.13559341781342
4631,2001,12,2001-12-01T00:00:00,Zambia,Chadiza,230.28459453205193
4632,2002,1,2002-01-01T00:00:00,Zambia,Chadiza,299.23986490431076
4633,2002,2,2002-02-01T00:00:00,Zambia,Chadiza,151.76913864509478
4634,2002,3,2002-03-01T00:00:00,Zambia,Chadiza,98.2098348696164
4642,2002,11,2002-11-01T00:00:00,Zambia,Chadiza,41.058999298050345
4643,2002,12,2002-12-01T00:00:00,Zambia,Chadiza,239.24339878615098
4644,2003,1,2003-01-01T00:00:00,Zambia,Chadiza,283.79890085143586
4645,2003,2,2003-02-01T00:00:00,Zambia,Chadiza,209.5252044686343
4646,2003,3,2003-03-01T00:00:00,Zambia,Chadiza,225.00704863082444
4654,2003,11,2003-11-01T00:00:00,Zambia,Chadiza,32.499632918351445
4655,2003,12,2003-12-01T00:00:00,Zambia,Chadiza,243.78822380055996
4656,2004,1,2004-01-01T00:00:00,Zambia,Chadiza,214.5283224147611
4657,2004,2,2004-02-01T00:00:00,Zambia,Chadiza,178.36181743480802
4658,2004,3,2004-03-01T00:00:00,Zambia,Chadiza,145.50278905747638
4666,2004,11,2004-11-01T00:00:00,Zambia,Chadiza,107.96935730372893
4667,2004,12,2004-12-01T00:00:00,Zambia,Chadiza,319.56114766279046
4668,2005,1,2005-01-01T00:00:00,Zambia,Chadiza,262.0875889699975
4669,2005,2,2005-02-01T00:00:00,Zambia,Chadiza,133.92241940589895
4670,2005,3,2005-03-01T00:00:00,Zambia,Chadiza,23.728429130556243
4678,2005,11,2005-11-01T00:00:00,Zambia,Chadiza,89.85298161258177
4679,2005,12,2005-12-01T00:00:00,Zambia,Chadiza,178.01768356982882
4680,2006,1,2006-01-01T00:00:00,Zambia,Chadiza,338.86586871096364
4681,2006,2,2006-02-01T00:00:00,Zambia,Chadiza,168.15107053741554
4682,2006,3,2006-03-01T00:00:00,Zambia,Chadiza,225.52912750928311
4690,2006,11,2006-11-01T00:00:00,Zambia,Chadiza,129.33268627664668
4691,2006,12,2006-12-01T00:00:00,Zambia,Chadiza,215.2017812155969
4692,2007,1,2007-01-01T00:00:00,Zambia,Chadiza,425.0002667952895
4693,2007,2,2007-02-01T00:00:00,Zambia,Chadiza,249.92181816770903
4694,2007,3,2007-03-01T00:00:00,Zambia,Chadiza,116.84052995635655
4702,2007,11,2007-11-01T00:00:00,Zambia,Chadiza,68.28328192017717
4703,2007,12,2007-12-01T00:00:00,Zambia,Chadiza,284.7758364423218
4704,2008,1,2008-01-01T00:00:00,Zambia,Chadiza,349.12987214337386
4705,2008,2,2008-02-01T00:00:00,Zambia,Chadiza,173.89623629203507
4706,2008,3,2008-03-01T00:00:00,Zambia,Chadiza,98.21300739578618
4714,2008,11,2008-11-01T00:00:00,Zambia,Chadiza,46.547216187061494
4715,2008,12,2008-12-01T00:00:00,Zambia,Chadiza,209.5997385835649
4716,2009,1,2009-01-01T00:00:00,Zambia,Chadiza,196.05880017204805
4717,2009,2,2009-02-01T00:00:00,Zambia,Chadiza,182.28777188748123
4718,2009,3,2009-03-01T00:00:00,Zambia,Chadiza,201.8544696097837
4726,2009,11,2009-11-01T00:00:00,Zambia,Chadiza,157.52701997868925
4727,2009,12,2009-12-01T00:00:00,Zambia,Chadiza,393.24784475575467
4728,2010,1,2010-01-01T00:00:00,Zambia,Chadiza,182.06669920707313
4729,2010,2,2010-02-01T00:00:00,Zambia,Chadiza,389.70640163831524
4730,2010,3,2010-03-01T00:00:00,Zambia,Chadiza,155.77194014459118
4738,2010,11,2010-11-01T00:00:00,Zambia,Chadiza,69.1209714721898
